ID,REGISTROCAMARACOMERCIO,APERTURA,CIERRE
15572,15572,5,9
15573,15573,7,10
15574,15574,6,12
15575,15575,8,10
15576,15576,5,9
15577,15577,8,8
15578,15578,6,11
15579,15579,6,12
15580,15580,6,9
15581,15581,8,8
15582,15582,5,9
15583,15583,5,12
15584,15584,6,8
15585,15585,6,10
15586,15586,6,10
15587,15587,8,8
15588,15588,7,12
15589,15589,8,9
15590,15590,6,10
15591,15591,5,11
15592,15592,7,9
15593,15593,6,10
15594,15594,6,8
15595,15595,6,8
15596,15596,7,11
15597,15597,5,12
15598,15598,6,12
15599,15599,6,10
15600,15600,5,11
15601,15601,6,11
15602,15602,8,9
15603,15603,5,11
15604,15604,7,10
15605,15605,7,9
15606,15606,8,8
15607,15607,5,12
15608,15608,8,10
15609,15609,8,10
15610,15610,8,12
15611,15611,6,12
15612,15612,7,10
15613,15613,6,10
15614,15614,5,8
15615,15615,6,10
15616,15616,8,8
15617,15617,7,11
15618,15618,7,12
15619,15619,7,12
15620,15620,8,9
15621,15621,8,10
15622,15622,6,8
15623,15623,8,11
15624,15624,6,10
15625,15625,6,10
15626,15626,6,12
15627,15627,6,10
15628,15628,5,9
15629,15629,5,9
15630,15630,8,11
15631,15631,5,9
15632,15632,8,9
15633,15633,6,11
15634,15634,6,9
15635,15635,8,8
15636,15636,5,9
15637,15637,8,10
15638,15638,5,8
15639,15639,5,8
15640,15640,8,10
15641,15641,7,12
15642,15642,7,10
15643,15643,7,10
15644,15644,5,12
15645,15645,7,12
15646,15646,7,9
15647,15647,8,8
15648,15648,7,11
15649,15649,5,10
15650,15650,6,12
15651,15651,6,9
15652,15652,6,11
15653,15653,6,12
15654,15654,8,11
15655,15655,5,8
15656,15656,5,11
15657,15657,5,11
15658,15658,6,8
15659,15659,6,11
15660,15660,5,8
15661,15661,7,9
15662,15662,5,8
15663,15663,6,10
15664,15664,8,10
15665,15665,5,9
15666,15666,6,12
15667,15667,7,10
15668,15668,7,9
15669,15669,8,9
15670,15670,7,11
15671,15671,5,8
15672,15672,5,11
15673,15673,5,11
15674,15674,8,11
15675,15675,5,11
15676,15676,6,11
15677,15677,7,10
15678,15678,6,11
15679,15679,5,12
15680,15680,6,10
15681,15681,8,9
15682,15682,8,8
15683,15683,7,10
15684,15684,5,8
15685,15685,8,10
15686,15686,7,8
15687,15687,5,10
15688,15688,8,10
15689,15689,6,10
15690,15690,5,12
15691,15691,7,8
15692,15692,7,9
15693,15693,8,8
15694,15694,8,10
15695,15695,6,9
15696,15696,7,10
15697,15697,8,10
15698,15698,6,9
15699,15699,8,8
15700,15700,6,8
15701,15701,8,11
15702,15702,6,11
15703,15703,8,10
15704,15704,6,9
15705,15705,5,8
15706,15706,7,8
15707,15707,7,10
15708,15708,7,8
15709,15709,7,10
15710,15710,6,11
15711,15711,7,9
15712,15712,6,10
15713,15713,8,10
15714,15714,6,11
15715,15715,7,8
15716,15716,5,11
15717,15717,8,10
15718,15718,8,12
15719,15719,7,9
15720,15720,8,12
15721,15721,5,11
15722,15722,5,11
15723,15723,8,9
15724,15724,8,9
15725,15725,8,8
15726,15726,5,8
15727,15727,8,11
15728,15728,5,8
15729,15729,7,9
15730,15730,5,11
15731,15731,5,10
15732,15732,8,12
15733,15733,6,8
15734,15734,8,11
15735,15735,7,9
15736,15736,7,12
15737,15737,6,8
15738,15738,7,11
15739,15739,7,10
15740,15740,6,11
15741,15741,6,9
15742,15742,7,8
15743,15743,8,8
15744,15744,8,11
15745,15745,5,12
15746,15746,5,11
15747,15747,7,8
15748,15748,5,8
15749,15749,8,9
15750,15750,8,11
15751,15751,5,10
15752,15752,8,10
15753,15753,6,10
15754,15754,7,10
15755,15755,8,11
15756,15756,8,12
15757,15757,6,12
15758,15758,7,9
15759,15759,7,9
15760,15760,5,10
15761,15761,7,10
15762,15762,5,12
15763,15763,7,12
15764,15764,5,9
15765,15765,8,10
15766,15766,7,12
15767,15767,8,10
15768,15768,7,12
15769,15769,5,10
15770,15770,6,9
15771,15771,8,9
15772,15772,8,11
15773,15773,5,8
15774,15774,8,12
15775,15775,5,11
15776,15776,8,12
15777,15777,6,8
15778,15778,5,10
15779,15779,7,9
15780,15780,7,8
15781,15781,6,11
15782,15782,6,8
15783,15783,5,12
15784,15784,5,9
15785,15785,8,10
15786,15786,6,9
15787,15787,5,9
15788,15788,8,11
15789,15789,6,12
15790,15790,5,8
15791,15791,5,8
15792,15792,5,12
15793,15793,8,8
15794,15794,7,9
15795,15795,5,12
15796,15796,6,12
15797,15797,7,11
15798,15798,6,8
15799,15799,8,12
15800,15800,5,10
15801,15801,6,9
15802,15802,7,10
15803,15803,8,11
15804,15804,8,11
15805,15805,5,10
15806,15806,8,8
15807,15807,5,8
15808,15808,8,10
15809,15809,8,10
15810,15810,5,12
15811,15811,8,12
15812,15812,5,8
15813,15813,5,10
15814,15814,7,12
15815,15815,5,9
15816,15816,7,8
15817,15817,7,8
15818,15818,5,11
15819,15819,5,8
15820,15820,7,9
15821,15821,8,10
15822,15822,8,9
15823,15823,8,11
15824,15824,5,9
15825,15825,8,11
15826,15826,6,12
15827,15827,8,10
15828,15828,6,9
15829,15829,7,8
15830,15830,5,12
15831,15831,8,9
15832,15832,5,10
15833,15833,8,10
15834,15834,6,10
15835,15835,6,9
15836,15836,7,10
15837,15837,5,10
15838,15838,7,8
15839,15839,6,12
15840,15840,8,11
15841,15841,5,8
15842,15842,8,9
15843,15843,8,8
15844,15844,7,10
15845,15845,6,9
15846,15846,8,11
15847,15847,5,11
15848,15848,8,10
15849,15849,6,12
15850,15850,7,9
15851,15851,7,9
15852,15852,5,12
15853,15853,8,8
15854,15854,5,12
15855,15855,8,8
15856,15856,5,8
15857,15857,8,12
15858,15858,5,9
15859,15859,6,9
15860,15860,7,9
15861,15861,7,9
15862,15862,7,11
15863,15863,7,9
15864,15864,7,10
15865,15865,5,11
15866,15866,8,12
15867,15867,7,12
15868,15868,5,11
15869,15869,7,12
15870,15870,6,9
15871,15871,5,9
15872,15872,6,8
15873,15873,5,10
15874,15874,5,12
15875,15875,7,8
15876,15876,6,11
15877,15877,7,8
15878,15878,5,12
15879,15879,6,12
15880,15880,6,11
15881,15881,8,8
15882,15882,7,9
15883,15883,8,10
15884,15884,8,11
15885,15885,7,8
15886,15886,5,8
15887,15887,6,12
15888,15888,6,9
15889,15889,6,10
15890,15890,7,12
15891,15891,8,10
15892,15892,7,8
15893,15893,8,11
15894,15894,5,9
15895,15895,6,12
15896,15896,7,10
15897,15897,5,8
15898,15898,5,11
15899,15899,7,11
15900,15900,8,9
15901,15901,5,10
15902,15902,5,8
15903,15903,5,8
15904,15904,6,9
15905,15905,6,10
15906,15906,5,11
15907,15907,5,8
15908,15908,6,12
15909,15909,8,10
15910,15910,5,11
15911,15911,8,11
15912,15912,6,8
15913,15913,6,10
15914,15914,6,11
15915,15915,6,10
15916,15916,8,11
15917,15917,5,10
15918,15918,6,10
15919,15919,8,12
15920,15920,7,10
15921,15921,5,9
15922,15922,6,10
15923,15923,8,9
15924,15924,5,9
15925,15925,6,11
15926,15926,7,8
15927,15927,8,9
15928,15928,6,11
15929,15929,5,8
15930,15930,8,11
15931,15931,8,12
15932,15932,7,9
15933,15933,5,12
15934,15934,7,8
15935,15935,7,10
15936,15936,5,11
15937,15937,6,11
15938,15938,5,11
15939,15939,6,11
15940,15940,8,9
15941,15941,6,8
15942,15942,8,11
15943,15943,7,11
15944,15944,5,8
15945,15945,8,12
15946,15946,6,12
15947,15947,5,9
15948,15948,5,8
15949,15949,7,8
15950,15950,5,12
15951,15951,8,8
15952,15952,6,10
15953,15953,8,12
15954,15954,8,9
15955,15955,6,9
15956,15956,5,12
15957,15957,6,11
15958,15958,6,9
15959,15959,7,12
15960,15960,8,12
15961,15961,7,9
15962,15962,8,11
15963,15963,7,10
15964,15964,8,8
15965,15965,5,12
15966,15966,5,10
15967,15967,6,12
15968,15968,5,9
15969,15969,5,8
15970,15970,5,11
15971,15971,5,11
15972,15972,6,9
15973,15973,5,8
15974,15974,8,12
15975,15975,5,10
15976,15976,8,12
15977,15977,5,10
15978,15978,8,8
15979,15979,6,11
15980,15980,7,9
15981,15981,7,12
15982,15982,5,9
15983,15983,6,8
15984,15984,6,8
15985,15985,7,12
15986,15986,5,11
15987,15987,5,12
15988,15988,8,11
15989,15989,5,10
15990,15990,6,10
15991,15991,8,10
15992,15992,7,11
15993,15993,5,10
15994,15994,7,10
15995,15995,6,9
15996,15996,7,8
15997,15997,8,12
15998,15998,7,8
15999,15999,7,8
16000,16000,8,9
16001,16001,6,8
16002,16002,5,11
16003,16003,5,10
16004,16004,7,10
16005,16005,6,12
16006,16006,6,11
16007,16007,8,11
16008,16008,5,11
16009,16009,7,11
16010,16010,7,12
16011,16011,7,8
16012,16012,7,10
16013,16013,8,10
16014,16014,6,9
16015,16015,8,8
16016,16016,7,12
16017,16017,7,12
16018,16018,6,10
16019,16019,5,11
16020,16020,7,9
16021,16021,8,9
16022,16022,5,12
16023,16023,5,11
16024,16024,6,9
16025,16025,5,8
16026,16026,5,9
16027,16027,5,12
16028,16028,5,9
16029,16029,5,10
16030,16030,5,8
16031,16031,7,9
16032,16032,8,12
16033,16033,8,11
16034,16034,8,12
16035,16035,8,8
16036,16036,6,12
16037,16037,5,9
16038,16038,7,12
16039,16039,5,12
16040,16040,6,11
16041,16041,6,12
16042,16042,7,9
16043,16043,8,10
16044,16044,8,9
16045,16045,7,11
16046,16046,8,8
16047,16047,8,9
16048,16048,5,11
16049,16049,5,9
16050,16050,7,10
16051,16051,6,10
16052,16052,7,8
16053,16053,8,8
16054,16054,8,8
16055,16055,8,12
16056,16056,8,10
16057,16057,5,9
16058,16058,5,12
16059,16059,8,10
16060,16060,6,12
16061,16061,7,12
16062,16062,7,10
16063,16063,7,8
16064,16064,5,8
16065,16065,8,9
16066,16066,6,12
16067,16067,7,8
16068,16068,6,8
16069,16069,8,12
16070,16070,7,9
16071,16071,6,8
16072,16072,5,8
16073,16073,8,9
16074,16074,5,11
16075,16075,6,10
16076,16076,7,9
16077,16077,7,10
16078,16078,7,9
16079,16079,6,8
16080,16080,5,12
16081,16081,5,9
16082,16082,5,10
16083,16083,5,9
16084,16084,7,8
16085,16085,5,8
16086,16086,7,11
16087,16087,8,9
16088,16088,6,10
16089,16089,6,8
16090,16090,7,9
16091,16091,5,8
16092,16092,6,8
16093,16093,6,8
16094,16094,8,11
16095,16095,5,9
16096,16096,7,11
16097,16097,5,11
16098,16098,6,12
16099,16099,8,12
16100,16100,8,9
16101,16101,5,11
16102,16102,5,12
16103,16103,5,12
16104,16104,6,12
16105,16105,6,11
16106,16106,6,11
16107,16107,6,12
16108,16108,6,11
16109,16109,6,8
16110,16110,6,9
16111,16111,7,9
16112,16112,5,11
16113,16113,8,8
16114,16114,8,10
16115,16115,8,8
16116,16116,7,8
16117,16117,7,9
16118,16118,5,12
16119,16119,7,9
16120,16120,7,11
16121,16121,6,9
16122,16122,7,9
16123,16123,8,9
16124,16124,7,11
16125,16125,7,11
16126,16126,5,9
16127,16127,5,12
16128,16128,7,11
16129,16129,5,9
16130,16130,7,12
16131,16131,7,12
16132,16132,7,8
16133,16133,8,8
16134,16134,6,9
16135,16135,8,10
16136,16136,7,10
16137,16137,5,8
16138,16138,8,8
16139,16139,6,9
16140,16140,5,9
16141,16141,6,11
16142,16142,7,8
16143,16143,5,9
16144,16144,8,11
16145,16145,8,10
16146,16146,6,9
16147,16147,7,11
16148,16148,7,10
16149,16149,7,9
16150,16150,5,12
16151,16151,6,8
16152,16152,7,9
16153,16153,6,10
16154,16154,6,11
16155,16155,5,10
16156,16156,6,10
16157,16157,5,10
16158,16158,8,10
16159,16159,7,8
16160,16160,7,8
16161,16161,7,12
16162,16162,5,11
16163,16163,5,11
16164,16164,7,12
16165,16165,8,9
16166,16166,8,10
16167,16167,6,12
16168,16168,5,9
16169,16169,7,11
16170,16170,8,9
16171,16171,5,12
16172,16172,8,12
16173,16173,8,11
16174,16174,7,8
16175,16175,5,12
16176,16176,8,11
16177,16177,5,10
16178,16178,8,11
16179,16179,7,10
16180,16180,7,12
16181,16181,7,8
16182,16182,6,12
16183,16183,5,11
16184,16184,5,9
16185,16185,6,10
16186,16186,8,8
16187,16187,8,10
16188,16188,5,10
16189,16189,7,8
16190,16190,6,12
16191,16191,5,10
16192,16192,7,9
16193,16193,5,12
16194,16194,8,8
16195,16195,8,10
16196,16196,6,8
16197,16197,5,11
16198,16198,7,12
16199,16199,8,8
16200,16200,6,10
16201,16201,7,10
16202,16202,8,10
16203,16203,6,9
16204,16204,5,9
16205,16205,8,9
16206,16206,5,10
16207,16207,8,12
16208,16208,6,10
16209,16209,5,9
16210,16210,8,11
16211,16211,8,8
16212,16212,7,12
16213,16213,6,11
16214,16214,8,11
16215,16215,5,8
16216,16216,8,12
16217,16217,7,8
16218,16218,6,8
16219,16219,6,12
16220,16220,8,8
16221,16221,8,10
16222,16222,8,8
16223,16223,6,11
16224,16224,5,8
16225,16225,6,11
16226,16226,7,11
16227,16227,7,8
16228,16228,7,8
16229,16229,8,10
16230,16230,5,9
16231,16231,8,10
16232,16232,8,12
16233,16233,5,8
16234,16234,8,10
16235,16235,6,11
16236,16236,7,9
16237,16237,5,8
16238,16238,7,10
16239,16239,7,8
16240,16240,8,10
16241,16241,8,12
16242,16242,6,11
16243,16243,6,8
16244,16244,6,10
16245,16245,6,8
16246,16246,7,9
16247,16247,5,11
16248,16248,7,10
16249,16249,5,10
16250,16250,7,9
16251,16251,8,11
16252,16252,5,9
16253,16253,7,11
16254,16254,5,8
16255,16255,6,9
16256,16256,5,11
16257,16257,5,10
16258,16258,6,9
16259,16259,5,12
16260,16260,6,11
16261,16261,5,12
16262,16262,7,9
16263,16263,6,9
16264,16264,6,9
16265,16265,8,9
16266,16266,8,10
16267,16267,6,10
16268,16268,6,10
16269,16269,6,10
16270,16270,7,9
16271,16271,7,11
16272,16272,7,9
16273,16273,7,9
16274,16274,5,8
16275,16275,5,10
16276,16276,5,9
16277,16277,7,10
16278,16278,7,8
16279,16279,7,11
16280,16280,8,8
16281,16281,7,11
16282,16282,5,10
16283,16283,7,10
16284,16284,8,11
16285,16285,6,12
16286,16286,5,11
16287,16287,6,8
16288,16288,7,8
16289,16289,7,11
16290,16290,6,10
16291,16291,5,12
16292,16292,5,10
16293,16293,5,8
16294,16294,6,12
16295,16295,7,12
16296,16296,8,9
16297,16297,6,8
16298,16298,6,10
16299,16299,5,10
16300,16300,6,8
16301,16301,5,8
16302,16302,8,11
16303,16303,7,10
16304,16304,8,12
16305,16305,8,9
16306,16306,8,8
16307,16307,6,10
16308,16308,7,9
16309,16309,5,11
16310,16310,7,12
16311,16311,5,11
16312,16312,8,11
16313,16313,6,10
16314,16314,8,9
16315,16315,7,9
16316,16316,5,8
16317,16317,8,12
16318,16318,5,9
16319,16319,6,12
16320,16320,8,10
16321,16321,5,12
16322,16322,7,9
16323,16323,6,8
16324,16324,5,11
16325,16325,7,9
16326,16326,7,11
16327,16327,7,8
16328,16328,5,11
16329,16329,7,11
16330,16330,7,11
16331,16331,7,8
16332,16332,8,9
16333,16333,6,12
16334,16334,6,11
16335,16335,6,9
16336,16336,8,11
16337,16337,6,9
16338,16338,7,12
16339,16339,5,9
16340,16340,5,12
16341,16341,8,12
16342,16342,8,9
16343,16343,8,10
16344,16344,6,9
16345,16345,5,11
16346,16346,8,11
16347,16347,7,9
16348,16348,8,9
16349,16349,6,8
16350,16350,7,10
16351,16351,7,12
16352,16352,7,10
16353,16353,5,9
16354,16354,8,10
16355,16355,6,12
16356,16356,7,12
16357,16357,5,10
16358,16358,8,8
16359,16359,5,10
16360,16360,7,8
16361,16361,7,9
16362,16362,8,11
16363,16363,6,8
16364,16364,5,10
16365,16365,8,9
16366,16366,5,11
16367,16367,6,8
16368,16368,6,12
16369,16369,7,9
16370,16370,8,11
16371,16371,7,9
16372,16372,7,11
16373,16373,8,11
16374,16374,5,8
16375,16375,6,9
16376,16376,6,11
16377,16377,8,9
16378,16378,5,9
16379,16379,5,11
16380,16380,6,9
16381,16381,6,10
16382,16382,8,12
16383,16383,8,9
16384,16384,6,8
16385,16385,8,8
16386,16386,8,8
16387,16387,6,12
16388,16388,8,10
16389,16389,6,10
16390,16390,6,12
16391,16391,5,9
16392,16392,7,12
16393,16393,7,11
16394,16394,8,8
16395,16395,8,11
16396,16396,7,10
16397,16397,6,10
16398,16398,7,12
16399,16399,7,10
16400,16400,7,12
16401,16401,7,8
16402,16402,6,8
16403,16403,7,11
16404,16404,5,11
16405,16405,7,11
16406,16406,5,12
16407,16407,8,9
16408,16408,7,8
16409,16409,6,9
16410,16410,5,10
16411,16411,5,12
16412,16412,5,9
16413,16413,8,8
16414,16414,6,12
16415,16415,8,8
16416,16416,6,9
16417,16417,5,8
16418,16418,7,9
16419,16419,6,12
16420,16420,5,12
16421,16421,6,11
16422,16422,6,9
16423,16423,7,8
16424,16424,6,11
16425,16425,7,9
16426,16426,7,12
16427,16427,5,11
16428,16428,5,8
16429,16429,6,8
16430,16430,7,12
16431,16431,6,9
16432,16432,6,12
16433,16433,6,8
16434,16434,6,9
16435,16435,6,8
16436,16436,6,8
16437,16437,6,9
16438,16438,7,9
16439,16439,8,10
16440,16440,8,9
16441,16441,7,8
16442,16442,5,12
16443,16443,8,10
16444,16444,5,9
16445,16445,6,9
16446,16446,7,11
16447,16447,6,11
16448,16448,6,9
16449,16449,7,10
16450,16450,5,8
16451,16451,5,11
16452,16452,6,8
16453,16453,8,11
16454,16454,8,8
16455,16455,5,11
16456,16456,6,8
16457,16457,7,11
16458,16458,7,11
16459,16459,8,10
16460,16460,5,10
16461,16461,8,12
16462,16462,8,10
16463,16463,6,12
16464,16464,8,10
16465,16465,5,8
16466,16466,6,10
16467,16467,8,10
16468,16468,7,11
16469,16469,5,12
16470,16470,8,11
16471,16471,6,10
16472,16472,8,12
16473,16473,6,11
16474,16474,8,11
16475,16475,7,11
16476,16476,6,8
16477,16477,7,11
16478,16478,6,10
16479,16479,6,8
16480,16480,7,10
16481,16481,7,8
16482,16482,8,11
16483,16483,5,8
16484,16484,8,8
16485,16485,7,12
16486,16486,8,10
16487,16487,8,11
16488,16488,7,11
16489,16489,5,11
16490,16490,5,11
16491,16491,8,12
16492,16492,7,11
16493,16493,6,9
16494,16494,5,8
16495,16495,5,8
16496,16496,8,10
16497,16497,8,9
16498,16498,6,12
16499,16499,5,12
16500,16500,6,12
16501,16501,8,11
16502,16502,8,10
16503,16503,7,12
16504,16504,6,11
16505,16505,6,11
16506,16506,6,10
16507,16507,7,9
16508,16508,7,10
16509,16509,7,10
16510,16510,7,9
16511,16511,5,11
16512,16512,8,10
16513,16513,7,12
16514,16514,5,9
16515,16515,8,10
16516,16516,7,9
16517,16517,8,12
16518,16518,7,11
16519,16519,7,8
16520,16520,7,12
16521,16521,8,12
16522,16522,5,8
16523,16523,6,8
16524,16524,5,12
16525,16525,5,10
16526,16526,7,11
16527,16527,5,10
16528,16528,6,10
16529,16529,7,11
16530,16530,6,10
16531,16531,5,11
16532,16532,8,11
16533,16533,5,12
16534,16534,6,12
16535,16535,6,8
16536,16536,5,12
16537,16537,6,10
16538,16538,5,8
16539,16539,7,10
16540,16540,5,10
16541,16541,5,9
16542,16542,7,10
16543,16543,7,10
16544,16544,8,11
16545,16545,5,8
16546,16546,8,9
16547,16547,7,11
16548,16548,6,9
16549,16549,5,8
16550,16550,6,11
16551,16551,7,10
16552,16552,8,9
16553,16553,5,8
16554,16554,5,12
16555,16555,8,8
16556,16556,6,12
16557,16557,5,9
16558,16558,6,9
16559,16559,8,8
16560,16560,5,9
16561,16561,5,11
16562,16562,5,12
16563,16563,6,8
16564,16564,6,10
16565,16565,6,9
16566,16566,8,9
16567,16567,8,11
16568,16568,5,10
16569,16569,7,8
16570,16570,8,10
16571,16571,8,10
16572,16572,8,8
16573,16573,5,8
16574,16574,6,8
16575,16575,8,8
16576,16576,6,10
16577,16577,6,11
16578,16578,7,11
16579,16579,7,11
16580,16580,5,9
16581,16581,8,10
16582,16582,5,8
16583,16583,7,8
16584,16584,7,10
16585,16585,7,9
16586,16586,8,12
16587,16587,8,12
16588,16588,6,12
16589,16589,5,11
16590,16590,5,8
16591,16591,8,10
16592,16592,5,8
16593,16593,6,9
16594,16594,5,12
16595,16595,6,8
16596,16596,8,8
16597,16597,5,9
16598,16598,8,10
16599,16599,6,10
16600,16600,7,9
16601,16601,5,8
16602,16602,6,9
16603,16603,6,12
16604,16604,8,11
16605,16605,5,10
16606,16606,7,8
16607,16607,6,8
16608,16608,7,9
16609,16609,8,10
16610,16610,6,9
16611,16611,6,12
16612,16612,6,12
16613,16613,6,9
16614,16614,7,11
16615,16615,7,8
16616,16616,6,10
16617,16617,6,10
16618,16618,8,11
16619,16619,7,10
16620,16620,5,8
16621,16621,6,11
16622,16622,5,11
16623,16623,5,10
16624,16624,6,12
16625,16625,6,11
16626,16626,7,8
16627,16627,6,12
16628,16628,7,9
16629,16629,5,11
16630,16630,6,12
16631,16631,8,10
16632,16632,8,11
16633,16633,8,12
16634,16634,5,12
16635,16635,8,8
16636,16636,8,12
16637,16637,8,12
16638,16638,6,9
16639,16639,6,8
16640,16640,5,11
16641,16641,7,12
16642,16642,5,11
16643,16643,7,9
16644,16644,7,10
16645,16645,5,12
16646,16646,6,12
16647,16647,7,12
16648,16648,7,12
16649,16649,5,11
16650,16650,7,12
16651,16651,7,11
16652,16652,6,10
16653,16653,7,9
16654,16654,5,10
16655,16655,6,11
16656,16656,7,11
16657,16657,7,11
16658,16658,6,10
16659,16659,6,8
16660,16660,6,9
16661,16661,5,11
16662,16662,8,8
16663,16663,5,11
16664,16664,5,9
16665,16665,8,10
16666,16666,5,9
16667,16667,7,8
16668,16668,6,9
16669,16669,7,10
16670,16670,8,8
16671,16671,5,12
16672,16672,8,11
16673,16673,6,8
16674,16674,7,12
16675,16675,6,11
16676,16676,5,9
16677,16677,6,10
16678,16678,5,9
16679,16679,7,9
16680,16680,8,10
16681,16681,5,10
16682,16682,6,8
16683,16683,6,8
16684,16684,6,10
16685,16685,7,10
16686,16686,7,12
16687,16687,6,11
16688,16688,7,8
16689,16689,5,11
16690,16690,8,11
16691,16691,8,9
16692,16692,6,12
16693,16693,8,8
16694,16694,7,11
16695,16695,7,9
16696,16696,8,11
16697,16697,6,10
16698,16698,5,12
16699,16699,8,11
16700,16700,7,12
16701,16701,7,11
16702,16702,7,10
16703,16703,6,9
16704,16704,7,9
16705,16705,6,12
16706,16706,5,9
16707,16707,7,12
16708,16708,6,11
16709,16709,8,12
16710,16710,8,12
16711,16711,8,12
16712,16712,7,11
16713,16713,8,12
16714,16714,7,8
16715,16715,7,9
16716,16716,6,12
16717,16717,8,8
16718,16718,5,9
16719,16719,7,10
16720,16720,8,8
16721,16721,8,9
16722,16722,7,9
16723,16723,7,9
16724,16724,5,11
16725,16725,8,10
16726,16726,7,11
16727,16727,8,11
16728,16728,8,11
16729,16729,7,8
16730,16730,5,8
16731,16731,6,12
16732,16732,5,8
16733,16733,5,10
16734,16734,8,10
16735,16735,7,12
16736,16736,6,10
16737,16737,5,10
16738,16738,7,11
16739,16739,5,9
16740,16740,8,9
16741,16741,6,10
16742,16742,7,10
16743,16743,6,8
16744,16744,8,12
16745,16745,7,9
16746,16746,6,8
16747,16747,5,10
16748,16748,7,10
16749,16749,8,10
16750,16750,5,12
16751,16751,7,9
16752,16752,6,9
16753,16753,6,8
16754,16754,7,8
16755,16755,5,11
16756,16756,8,8
16757,16757,5,10
16758,16758,5,10
16759,16759,5,8
16760,16760,7,9
16761,16761,6,12
16762,16762,5,8
16763,16763,7,8
16764,16764,8,8
16765,16765,8,9
16766,16766,6,9
16767,16767,7,8
16768,16768,5,10
16769,16769,7,12
16770,16770,8,9
16771,16771,5,9
16772,16772,8,10
16773,16773,6,8
16774,16774,6,10
16775,16775,7,9
16776,16776,7,8
16777,16777,5,9
16778,16778,7,11
16779,16779,8,9
16780,16780,6,11
16781,16781,5,9
16782,16782,8,8
16783,16783,6,8
16784,16784,7,10
16785,16785,7,11
16786,16786,6,10
16787,16787,5,10
16788,16788,7,9
16789,16789,7,12
16790,16790,6,8
16791,16791,6,11
16792,16792,5,11
16793,16793,8,10
16794,16794,8,10
16795,16795,6,10
16796,16796,8,11
16797,16797,7,8
16798,16798,5,8
16799,16799,5,10
16800,16800,8,11
16801,16801,8,10
16802,16802,7,9
16803,16803,8,9
16804,16804,8,9
16805,16805,7,9
16806,16806,7,11
16807,16807,5,8
16808,16808,7,12
16809,16809,7,12
16810,16810,5,12
16811,16811,8,11
16812,16812,6,10
16813,16813,8,12
16814,16814,6,12
16815,16815,8,9
16816,16816,7,11
16817,16817,6,10
16818,16818,7,9
16819,16819,8,10
16820,16820,5,11
16821,16821,7,9
16822,16822,5,8
16823,16823,8,10
16824,16824,7,9
16825,16825,5,11
16826,16826,6,12
16827,16827,6,9
16828,16828,6,8
16829,16829,8,10
16830,16830,7,10
16831,16831,8,12
16832,16832,8,11
16833,16833,7,10
16834,16834,5,12
16835,16835,6,8
16836,16836,8,9
16837,16837,8,9
16838,16838,5,9
16839,16839,6,12
16840,16840,5,10
16841,16841,8,8
16842,16842,6,9
16843,16843,6,10
16844,16844,8,12
16845,16845,5,11
16846,16846,5,12
16847,16847,5,12
16848,16848,7,10
16849,16849,8,12
16850,16850,8,11
16851,16851,5,8
16852,16852,7,9
16853,16853,7,11
16854,16854,7,8
16855,16855,8,8
16856,16856,7,11
16857,16857,6,8
16858,16858,8,10
16859,16859,8,9
16860,16860,8,9
16861,16861,5,10
16862,16862,5,10
16863,16863,5,11
16864,16864,7,9
16865,16865,6,8
16866,16866,5,8
16867,16867,7,11
16868,16868,6,12
16869,16869,6,9
16870,16870,5,8
16871,16871,6,9
16872,16872,5,8
16873,16873,7,12
16874,16874,5,10
16875,16875,7,9
16876,16876,8,12
16877,16877,6,12
16878,16878,8,11
16879,16879,7,10
16880,16880,8,10
16881,16881,6,10
16882,16882,6,8
16883,16883,7,11
16884,16884,6,11
16885,16885,8,10
16886,16886,5,10
16887,16887,8,8
