IDCLIENTE,OFERTAID,CANTIDAD,FECHAINICIAL,FECHAFINAL
7927,7928,7927,21/05/2020,24/05/2020
7928,7929,7928,20/05/2020,20/05/2020
7929,7930,7929,22/05/2020,19/05/2020
7930,7931,7930,24/05/2020,19/05/2020
7931,7932,7931,19/05/2020,22/05/2020
7932,7933,7932,20/05/2020,21/05/2020
7933,7934,7933,23/05/2020,20/05/2020
7934,7935,7934,18/05/2020,23/05/2020
7935,7936,7935,21/05/2020,18/05/2020
7936,7937,7936,18/05/2020,18/05/2020
7937,7938,7937,18/05/2020,22/05/2020
7938,7939,7938,18/05/2020,18/05/2020
7939,7940,7939,19/05/2020,22/05/2020
7940,7941,7940,19/05/2020,19/05/2020
7941,7942,7941,19/05/2020,20/05/2020
7942,7943,7942,23/05/2020,22/05/2020
7943,7944,7943,23/05/2020,24/05/2020
7944,7945,7944,24/05/2020,24/05/2020
7945,7946,7945,18/05/2020,18/05/2020
7946,7947,7946,20/05/2020,23/05/2020
7947,7948,7947,18/05/2020,18/05/2020
7948,7949,7948,19/05/2020,19/05/2020
7949,7950,7949,21/05/2020,23/05/2020
7950,7951,7950,23/05/2020,19/05/2020
7951,7952,7951,22/05/2020,22/05/2020
7952,7953,7952,23/05/2020,18/05/2020
7953,7954,7953,21/05/2020,22/05/2020
7954,7955,7954,22/05/2020,24/05/2020
7955,7956,7955,18/05/2020,18/05/2020
7956,7957,7956,18/05/2020,21/05/2020
7957,7958,7957,23/05/2020,22/05/2020
7958,7959,7958,22/05/2020,24/05/2020
7959,7960,7959,23/05/2020,23/05/2020
7960,7961,7960,21/05/2020,21/05/2020
7961,7962,7961,24/05/2020,23/05/2020
7962,7963,7962,19/05/2020,20/05/2020
7963,7964,7963,23/05/2020,18/05/2020
7964,7965,7964,22/05/2020,22/05/2020
7965,7966,7965,24/05/2020,19/05/2020
7966,7967,7966,19/05/2020,23/05/2020
7967,7968,7967,21/05/2020,20/05/2020
7968,7969,7968,23/05/2020,21/05/2020
7969,7970,7969,24/05/2020,22/05/2020
7970,7971,7970,21/05/2020,18/05/2020
7971,7972,7971,22/05/2020,19/05/2020
7972,7973,7972,24/05/2020,20/05/2020
7973,7974,7973,18/05/2020,18/05/2020
7974,7975,7974,21/05/2020,24/05/2020
7975,7976,7975,24/05/2020,21/05/2020
7976,7977,7976,23/05/2020,23/05/2020
7977,7978,7977,19/05/2020,21/05/2020
7978,7979,7978,18/05/2020,20/05/2020
7979,7980,7979,21/05/2020,19/05/2020
7980,7981,7980,24/05/2020,24/05/2020
7981,7982,7981,20/05/2020,20/05/2020
7982,7983,7982,21/05/2020,19/05/2020
7983,7984,7983,23/05/2020,18/05/2020
7984,7985,7984,19/05/2020,18/05/2020
7985,7986,7985,21/05/2020,23/05/2020
7986,7987,7986,22/05/2020,21/05/2020
7987,7988,7987,22/05/2020,19/05/2020
7988,7989,7988,22/05/2020,24/05/2020
7989,7990,7989,22/05/2020,20/05/2020
7990,7991,7990,23/05/2020,21/05/2020
7991,7992,7991,18/05/2020,20/05/2020
7992,7993,7992,22/05/2020,24/05/2020
7993,7994,7993,19/05/2020,24/05/2020
7994,7995,7994,19/05/2020,24/05/2020
7995,7996,7995,20/05/2020,19/05/2020
7996,7997,7996,23/05/2020,21/05/2020
7997,7998,7997,23/05/2020,24/05/2020
7998,7999,7998,19/05/2020,21/05/2020
7999,8000,7999,23/05/2020,19/05/2020
8000,8001,8000,19/05/2020,21/05/2020
8001,8002,8001,24/05/2020,22/05/2020
8002,8003,8002,19/05/2020,18/05/2020
8003,8004,8003,23/05/2020,21/05/2020
8004,8005,8004,21/05/2020,19/05/2020
8005,8006,8005,22/05/2020,24/05/2020
8006,8007,8006,19/05/2020,21/05/2020
8007,8008,8007,23/05/2020,24/05/2020
8008,8009,8008,20/05/2020,23/05/2020
8009,8010,8009,22/05/2020,20/05/2020
8010,8011,8010,22/05/2020,22/05/2020
8011,8012,8011,20/05/2020,18/05/2020
8012,8013,8012,19/05/2020,21/05/2020
8013,8014,8013,21/05/2020,23/05/2020
8014,8015,8014,24/05/2020,24/05/2020
8015,8016,8015,18/05/2020,23/05/2020
8016,8017,8016,21/05/2020,24/05/2020
8017,8018,8017,23/05/2020,24/05/2020
8018,8019,8018,22/05/2020,23/05/2020
8019,8020,8019,20/05/2020,20/05/2020
8020,8021,8020,22/05/2020,19/05/2020
8021,8022,8021,18/05/2020,22/05/2020
8022,8023,8022,18/05/2020,18/05/2020
8023,8024,8023,19/05/2020,21/05/2020
8024,8025,8024,24/05/2020,24/05/2020
8025,8026,8025,23/05/2020,24/05/2020
8026,8027,8026,23/05/2020,18/05/2020
8027,8028,8027,22/05/2020,20/05/2020
8028,8029,8028,19/05/2020,18/05/2020
8029,8030,8029,22/05/2020,24/05/2020
8030,8031,8030,22/05/2020,18/05/2020
8031,8032,8031,22/05/2020,20/05/2020
8032,8033,8032,20/05/2020,18/05/2020
8033,8034,8033,20/05/2020,19/05/2020
8034,8035,8034,24/05/2020,19/05/2020
8035,8036,8035,24/05/2020,22/05/2020
8036,8037,8036,22/05/2020,21/05/2020
8037,8038,8037,23/05/2020,23/05/2020
8038,8039,8038,18/05/2020,18/05/2020
8039,8040,8039,18/05/2020,18/05/2020
8040,8041,8040,23/05/2020,21/05/2020
8041,8042,8041,18/05/2020,19/05/2020
8042,8043,8042,21/05/2020,24/05/2020
8043,8044,8043,22/05/2020,18/05/2020
8044,8045,8044,22/05/2020,19/05/2020
8045,8046,8045,21/05/2020,22/05/2020
8046,8047,8046,23/05/2020,22/05/2020
8047,8048,8047,23/05/2020,23/05/2020
8048,8049,8048,23/05/2020,21/05/2020
8049,8050,8049,23/05/2020,18/05/2020
8050,8051,8050,21/05/2020,21/05/2020
8051,8052,8051,20/05/2020,19/05/2020
8052,8053,8052,19/05/2020,22/05/2020
8053,8054,8053,22/05/2020,24/05/2020
8054,8055,8054,18/05/2020,19/05/2020
8055,8056,8055,24/05/2020,23/05/2020
8056,8057,8056,20/05/2020,24/05/2020
8057,8058,8057,19/05/2020,20/05/2020
8058,8059,8058,23/05/2020,21/05/2020
8059,8060,8059,21/05/2020,21/05/2020
8060,8061,8060,22/05/2020,24/05/2020
8061,8062,8061,24/05/2020,19/05/2020
8062,8063,8062,18/05/2020,24/05/2020
8063,8064,8063,23/05/2020,22/05/2020
8064,8065,8064,22/05/2020,24/05/2020
8065,8066,8065,24/05/2020,24/05/2020
8066,8067,8066,18/05/2020,20/05/2020
8067,8068,8067,20/05/2020,23/05/2020
8068,8069,8068,24/05/2020,22/05/2020
8069,8070,8069,20/05/2020,24/05/2020
8070,8071,8070,24/05/2020,20/05/2020
8071,8072,8071,20/05/2020,18/05/2020
8072,8073,8072,24/05/2020,18/05/2020
8073,8074,8073,22/05/2020,23/05/2020
8074,8075,8074,21/05/2020,18/05/2020
8075,8076,8075,21/05/2020,24/05/2020
8076,8077,8076,22/05/2020,23/05/2020
8077,8078,8077,18/05/2020,18/05/2020
8078,8079,8078,19/05/2020,18/05/2020
8079,8080,8079,23/05/2020,24/05/2020
8080,8081,8080,21/05/2020,23/05/2020
8081,8082,8081,22/05/2020,23/05/2020
8082,8083,8082,21/05/2020,20/05/2020
8083,8084,8083,21/05/2020,22/05/2020
8084,8085,8084,24/05/2020,23/05/2020
8085,8086,8085,19/05/2020,22/05/2020
8086,8087,8086,21/05/2020,21/05/2020
8087,8088,8087,19/05/2020,23/05/2020
8088,8089,8088,19/05/2020,18/05/2020
8089,8090,8089,24/05/2020,22/05/2020
8090,8091,8090,19/05/2020,18/05/2020
8091,8092,8091,20/05/2020,19/05/2020
8092,8093,8092,24/05/2020,21/05/2020
8093,8094,8093,21/05/2020,21/05/2020
8094,8095,8094,20/05/2020,24/05/2020
8095,8096,8095,24/05/2020,22/05/2020
8096,8097,8096,20/05/2020,18/05/2020
8097,8098,8097,19/05/2020,22/05/2020
8098,8099,8098,18/05/2020,24/05/2020
8099,8100,8099,24/05/2020,20/05/2020
8100,8101,8100,22/05/2020,18/05/2020
8101,8102,8101,21/05/2020,22/05/2020
8102,8103,8102,19/05/2020,18/05/2020
8103,8104,8103,20/05/2020,20/05/2020
8104,8105,8104,18/05/2020,22/05/2020
8105,8106,8105,24/05/2020,24/05/2020
8106,8107,8106,20/05/2020,19/05/2020
8107,8108,8107,23/05/2020,19/05/2020
8108,8109,8108,18/05/2020,24/05/2020
8109,8110,8109,21/05/2020,23/05/2020
8110,8111,8110,21/05/2020,18/05/2020
8111,8112,8111,20/05/2020,20/05/2020
8112,8113,8112,24/05/2020,21/05/2020
8113,8114,8113,20/05/2020,19/05/2020
8114,8115,8114,18/05/2020,24/05/2020
8115,8116,8115,19/05/2020,23/05/2020
8116,8117,8116,19/05/2020,24/05/2020
8117,8118,8117,24/05/2020,19/05/2020
8118,8119,8118,23/05/2020,20/05/2020
8119,8120,8119,21/05/2020,21/05/2020
8120,8121,8120,23/05/2020,22/05/2020
8121,8122,8121,18/05/2020,19/05/2020
8122,8123,8122,23/05/2020,23/05/2020
8123,8124,8123,21/05/2020,23/05/2020
8124,8125,8124,20/05/2020,23/05/2020
8125,8126,8125,22/05/2020,21/05/2020
8126,8127,8126,23/05/2020,21/05/2020
8127,8128,8127,19/05/2020,19/05/2020
8128,8129,8128,21/05/2020,19/05/2020
8129,8130,8129,18/05/2020,20/05/2020
8130,8131,8130,23/05/2020,24/05/2020
8131,8132,8131,21/05/2020,24/05/2020
8132,8133,8132,18/05/2020,18/05/2020
8133,8134,8133,21/05/2020,24/05/2020
8134,8135,8134,22/05/2020,20/05/2020
8135,8136,8135,21/05/2020,19/05/2020
8136,8137,8136,22/05/2020,24/05/2020
8137,8138,8137,22/05/2020,24/05/2020
8138,8139,8138,20/05/2020,19/05/2020
8139,8140,8139,18/05/2020,24/05/2020
8140,8141,8140,20/05/2020,18/05/2020
8141,8142,8141,19/05/2020,18/05/2020
8142,8143,8142,21/05/2020,24/05/2020
8143,8144,8143,20/05/2020,19/05/2020
8144,8145,8144,22/05/2020,22/05/2020
8145,8146,8145,19/05/2020,24/05/2020
8146,8147,8146,20/05/2020,23/05/2020
8147,8148,8147,21/05/2020,19/05/2020
8148,8149,8148,24/05/2020,18/05/2020
8149,8150,8149,23/05/2020,19/05/2020
8150,8151,8150,21/05/2020,20/05/2020
8151,8152,8151,23/05/2020,23/05/2020
8152,8153,8152,21/05/2020,23/05/2020
8153,8154,8153,24/05/2020,19/05/2020
8154,8155,8154,24/05/2020,22/05/2020
8155,8156,8155,22/05/2020,20/05/2020
8156,8157,8156,22/05/2020,18/05/2020
8157,8158,8157,19/05/2020,21/05/2020
8158,8159,8158,18/05/2020,20/05/2020
8159,8160,8159,19/05/2020,20/05/2020
8160,8161,8160,23/05/2020,23/05/2020
8161,8162,8161,22/05/2020,24/05/2020
8162,8163,8162,20/05/2020,21/05/2020
8163,8164,8163,20/05/2020,21/05/2020
8164,8165,8164,18/05/2020,19/05/2020
8165,8166,8165,22/05/2020,18/05/2020
8166,8167,8166,19/05/2020,22/05/2020
8167,8168,8167,19/05/2020,18/05/2020
8168,8169,8168,24/05/2020,24/05/2020
8169,8170,8169,20/05/2020,20/05/2020
8170,8171,8170,24/05/2020,21/05/2020
8171,8172,8171,20/05/2020,23/05/2020
8172,8173,8172,19/05/2020,22/05/2020
8173,8174,8173,19/05/2020,21/05/2020
8174,8175,8174,21/05/2020,24/05/2020
8175,8176,8175,24/05/2020,20/05/2020
8176,8177,8176,18/05/2020,21/05/2020
8177,8178,8177,20/05/2020,23/05/2020
8178,8179,8178,22/05/2020,21/05/2020
8179,8180,8179,18/05/2020,21/05/2020
8180,8181,8180,21/05/2020,23/05/2020
8181,8182,8181,19/05/2020,19/05/2020
8182,8183,8182,21/05/2020,18/05/2020
8183,8184,8183,21/05/2020,20/05/2020
8184,8185,8184,22/05/2020,23/05/2020
8185,8186,8185,18/05/2020,18/05/2020
8186,8187,8186,24/05/2020,24/05/2020
8187,8188,8187,22/05/2020,24/05/2020
8188,8189,8188,18/05/2020,18/05/2020
8189,8190,8189,24/05/2020,21/05/2020
8190,8191,8190,19/05/2020,18/05/2020
8191,8192,8191,24/05/2020,18/05/2020
8192,8193,8192,22/05/2020,18/05/2020
8193,8194,8193,21/05/2020,23/05/2020
8194,8195,8194,23/05/2020,21/05/2020
8195,8196,8195,23/05/2020,21/05/2020
8196,8197,8196,21/05/2020,20/05/2020
8197,8198,8197,21/05/2020,21/05/2020
8198,8199,8198,18/05/2020,18/05/2020
8199,8200,8199,23/05/2020,18/05/2020
8200,8201,8200,21/05/2020,20/05/2020
8201,8202,8201,21/05/2020,21/05/2020
8202,8203,8202,23/05/2020,21/05/2020
8203,8204,8203,19/05/2020,20/05/2020
8204,8205,8204,21/05/2020,22/05/2020
8205,8206,8205,22/05/2020,21/05/2020
8206,8207,8206,21/05/2020,23/05/2020
8207,8208,8207,19/05/2020,24/05/2020
8208,8209,8208,19/05/2020,20/05/2020
8209,8210,8209,18/05/2020,24/05/2020
8210,8211,8210,19/05/2020,22/05/2020
8211,8212,8211,21/05/2020,23/05/2020
8212,8213,8212,19/05/2020,20/05/2020
8213,8214,8213,20/05/2020,23/05/2020
8214,8215,8214,24/05/2020,20/05/2020
8215,8216,8215,22/05/2020,20/05/2020
8216,8217,8216,18/05/2020,18/05/2020
8217,8218,8217,18/05/2020,22/05/2020
8218,8219,8218,20/05/2020,24/05/2020
8219,8220,8219,18/05/2020,20/05/2020
8220,8221,8220,19/05/2020,20/05/2020
8221,8222,8221,23/05/2020,20/05/2020
8222,8223,8222,21/05/2020,23/05/2020
8223,8224,8223,19/05/2020,18/05/2020
8224,8225,8224,22/05/2020,20/05/2020
8225,8226,8225,20/05/2020,24/05/2020
8226,8227,8226,22/05/2020,20/05/2020
8227,8228,8227,19/05/2020,20/05/2020
8228,8229,8228,20/05/2020,21/05/2020
8229,8230,8229,19/05/2020,18/05/2020
8230,8231,8230,23/05/2020,20/05/2020
8231,8232,8231,21/05/2020,24/05/2020
8232,8233,8232,21/05/2020,19/05/2020
8233,8234,8233,21/05/2020,24/05/2020
8234,8235,8234,21/05/2020,20/05/2020
8235,8236,8235,20/05/2020,20/05/2020
8236,8237,8236,19/05/2020,18/05/2020
8237,8238,8237,24/05/2020,20/05/2020
8238,8239,8238,21/05/2020,24/05/2020
8239,8240,8239,19/05/2020,20/05/2020
8240,8241,8240,23/05/2020,24/05/2020
8241,8242,8241,23/05/2020,18/05/2020
8242,8243,8242,22/05/2020,23/05/2020
8243,8244,8243,20/05/2020,22/05/2020
8244,8245,8244,23/05/2020,23/05/2020
8245,8246,8245,21/05/2020,20/05/2020
8246,8247,8246,21/05/2020,19/05/2020
8247,8248,8247,18/05/2020,19/05/2020
8248,8249,8248,18/05/2020,19/05/2020
8249,8250,8249,19/05/2020,21/05/2020
8250,8251,8250,22/05/2020,21/05/2020
8251,8252,8251,19/05/2020,24/05/2020
8252,8253,8252,22/05/2020,23/05/2020
8253,8254,8253,18/05/2020,19/05/2020
8254,8255,8254,19/05/2020,18/05/2020
8255,8256,8255,19/05/2020,21/05/2020
8256,8257,8256,22/05/2020,21/05/2020
8257,8258,8257,19/05/2020,19/05/2020
8258,8259,8258,18/05/2020,20/05/2020
8259,8260,8259,24/05/2020,24/05/2020
8260,8261,8260,19/05/2020,20/05/2020
8261,8262,8261,19/05/2020,18/05/2020
8262,8263,8262,20/05/2020,22/05/2020
8263,8264,8263,24/05/2020,24/05/2020
8264,8265,8264,20/05/2020,22/05/2020
8265,8266,8265,19/05/2020,23/05/2020
8266,8267,8266,24/05/2020,18/05/2020
8267,8268,8267,22/05/2020,22/05/2020
8268,8269,8268,18/05/2020,19/05/2020
8269,8270,8269,22/05/2020,24/05/2020
8270,8271,8270,20/05/2020,22/05/2020
8271,8272,8271,19/05/2020,19/05/2020
8272,8273,8272,23/05/2020,21/05/2020
8273,8274,8273,19/05/2020,24/05/2020
8274,8275,8274,19/05/2020,20/05/2020
8275,8276,8275,19/05/2020,22/05/2020
8276,8277,8276,19/05/2020,22/05/2020
8277,8278,8277,19/05/2020,20/05/2020
8278,8279,8278,22/05/2020,23/05/2020
8279,8280,8279,20/05/2020,18/05/2020
8280,8281,8280,21/05/2020,24/05/2020
8281,8282,8281,23/05/2020,23/05/2020
8282,8283,8282,20/05/2020,21/05/2020
8283,8284,8283,20/05/2020,19/05/2020
8284,8285,8284,19/05/2020,24/05/2020
8285,8286,8285,23/05/2020,23/05/2020
8286,8287,8286,21/05/2020,22/05/2020
8287,8288,8287,23/05/2020,20/05/2020
8288,8289,8288,20/05/2020,21/05/2020
8289,8290,8289,19/05/2020,18/05/2020
8290,8291,8290,19/05/2020,18/05/2020
8291,8292,8291,20/05/2020,18/05/2020
8292,8293,8292,20/05/2020,24/05/2020
8293,8294,8293,21/05/2020,20/05/2020
8294,8295,8294,21/05/2020,22/05/2020
8295,8296,8295,22/05/2020,21/05/2020
8296,8297,8296,21/05/2020,18/05/2020
8297,8298,8297,23/05/2020,18/05/2020
8298,8299,8298,20/05/2020,18/05/2020
8299,8300,8299,20/05/2020,22/05/2020
8300,8301,8300,23/05/2020,19/05/2020
8301,8302,8301,21/05/2020,19/05/2020
8302,8303,8302,19/05/2020,23/05/2020
8303,8304,8303,18/05/2020,24/05/2020
8304,8305,8304,19/05/2020,23/05/2020
8305,8306,8305,18/05/2020,18/05/2020
8306,8307,8306,18/05/2020,21/05/2020
8307,8308,8307,24/05/2020,19/05/2020
8308,8309,8308,20/05/2020,23/05/2020
8309,8310,8309,19/05/2020,24/05/2020
8310,8311,8310,20/05/2020,22/05/2020
8311,8312,8311,19/05/2020,22/05/2020
8312,8313,8312,22/05/2020,24/05/2020
8313,8314,8313,24/05/2020,24/05/2020
8314,8315,8314,22/05/2020,20/05/2020
8315,8316,8315,18/05/2020,23/05/2020
8316,8317,8316,23/05/2020,23/05/2020
8317,8318,8317,20/05/2020,24/05/2020
8318,8319,8318,21/05/2020,22/05/2020
8319,8320,8319,22/05/2020,20/05/2020
8320,8321,8320,20/05/2020,19/05/2020
8321,8322,8321,19/05/2020,19/05/2020
8322,8323,8322,19/05/2020,21/05/2020
8323,8324,8323,23/05/2020,19/05/2020
8324,8325,8324,22/05/2020,22/05/2020
8325,8326,8325,21/05/2020,20/05/2020
8326,8327,8326,21/05/2020,21/05/2020
8327,8328,8327,23/05/2020,19/05/2020
8328,8329,8328,19/05/2020,23/05/2020
8329,8330,8329,23/05/2020,23/05/2020
8330,8331,8330,24/05/2020,19/05/2020
8331,8332,8331,18/05/2020,22/05/2020
8332,8333,8332,23/05/2020,22/05/2020
8333,8334,8333,21/05/2020,23/05/2020
8334,8335,8334,20/05/2020,22/05/2020
8335,8336,8335,20/05/2020,22/05/2020
8336,8337,8336,21/05/2020,24/05/2020
8337,8338,8337,24/05/2020,19/05/2020
8338,8339,8338,20/05/2020,20/05/2020
8339,8340,8339,22/05/2020,22/05/2020
8340,8341,8340,23/05/2020,20/05/2020
8341,8342,8341,24/05/2020,19/05/2020
8342,8343,8342,22/05/2020,23/05/2020
8343,8344,8343,18/05/2020,19/05/2020
8344,8345,8344,19/05/2020,21/05/2020
8345,8346,8345,23/05/2020,21/05/2020
8346,8347,8346,21/05/2020,19/05/2020
8347,8348,8347,23/05/2020,18/05/2020
8348,8349,8348,18/05/2020,24/05/2020
8349,8350,8349,22/05/2020,20/05/2020
8350,8351,8350,22/05/2020,19/05/2020
8351,8352,8351,24/05/2020,23/05/2020
8352,8353,8352,20/05/2020,24/05/2020
8353,8354,8353,23/05/2020,22/05/2020
8354,8355,8354,22/05/2020,24/05/2020
8355,8356,8355,23/05/2020,20/05/2020
8356,8357,8356,20/05/2020,23/05/2020
8357,8358,8357,19/05/2020,23/05/2020
8358,8359,8358,18/05/2020,23/05/2020
8359,8360,8359,22/05/2020,24/05/2020
8360,8361,8360,18/05/2020,23/05/2020
8361,8362,8361,20/05/2020,21/05/2020
8362,8363,8362,18/05/2020,18/05/2020
8363,8364,8363,24/05/2020,23/05/2020
8364,8365,8364,23/05/2020,24/05/2020
8365,8366,8365,19/05/2020,20/05/2020
8366,8367,8366,20/05/2020,19/05/2020
8367,8368,8367,21/05/2020,19/05/2020
8368,8369,8368,24/05/2020,19/05/2020
8369,8370,8369,21/05/2020,24/05/2020
8370,8371,8370,22/05/2020,23/05/2020
8371,8372,8371,24/05/2020,18/05/2020
8372,8373,8372,19/05/2020,22/05/2020
8373,8374,8373,23/05/2020,23/05/2020
8374,8375,8374,18/05/2020,20/05/2020
8375,8376,8375,19/05/2020,19/05/2020
8376,8377,8376,22/05/2020,19/05/2020
8377,8378,8377,19/05/2020,19/05/2020
8378,8379,8378,24/05/2020,21/05/2020
8379,8380,8379,21/05/2020,21/05/2020
8380,8381,8380,23/05/2020,21/05/2020
8381,8382,8381,20/05/2020,18/05/2020
8382,8383,8382,19/05/2020,22/05/2020
8383,8384,8383,19/05/2020,21/05/2020
8384,8385,8384,23/05/2020,20/05/2020
8385,8386,8385,18/05/2020,21/05/2020
8386,8387,8386,23/05/2020,24/05/2020
8387,8388,8387,23/05/2020,20/05/2020
8388,8389,8388,21/05/2020,21/05/2020
8389,8390,8389,19/05/2020,24/05/2020
8390,8391,8390,21/05/2020,23/05/2020
8391,8392,8391,20/05/2020,20/05/2020
8392,8393,8392,24/05/2020,21/05/2020
8393,8394,8393,22/05/2020,22/05/2020
8394,8395,8394,23/05/2020,23/05/2020
8395,8396,8395,18/05/2020,18/05/2020
8396,8397,8396,24/05/2020,20/05/2020
8397,8398,8397,24/05/2020,21/05/2020
8398,8399,8398,22/05/2020,18/05/2020
8399,8400,8399,23/05/2020,23/05/2020
8400,8401,8400,19/05/2020,22/05/2020
8401,8402,8401,20/05/2020,24/05/2020
8402,8403,8402,23/05/2020,22/05/2020
8403,8404,8403,20/05/2020,23/05/2020
8404,8405,8404,20/05/2020,19/05/2020
8405,8406,8405,18/05/2020,24/05/2020
8406,8407,8406,18/05/2020,19/05/2020
8407,8408,8407,20/05/2020,23/05/2020
8408,8409,8408,18/05/2020,24/05/2020
8409,8410,8409,21/05/2020,19/05/2020
8410,8411,8410,22/05/2020,24/05/2020
8411,8412,8411,22/05/2020,24/05/2020
8412,8413,8412,24/05/2020,19/05/2020
8413,8414,8413,23/05/2020,22/05/2020
8414,8415,8414,20/05/2020,21/05/2020
8415,8416,8415,23/05/2020,21/05/2020
8416,8417,8416,20/05/2020,20/05/2020
8417,8418,8417,23/05/2020,22/05/2020
8418,8419,8418,21/05/2020,18/05/2020
8419,8420,8419,23/05/2020,24/05/2020
8420,8421,8420,20/05/2020,23/05/2020
8421,8422,8421,23/05/2020,18/05/2020
8422,8423,8422,21/05/2020,24/05/2020
8423,8424,8423,24/05/2020,19/05/2020
8424,8425,8424,20/05/2020,21/05/2020
8425,8426,8425,18/05/2020,20/05/2020
8426,8427,8426,22/05/2020,23/05/2020
8427,8428,8427,21/05/2020,23/05/2020
8428,8429,8428,24/05/2020,21/05/2020
8429,8430,8429,24/05/2020,21/05/2020
8430,8431,8430,19/05/2020,20/05/2020
8431,8432,8431,19/05/2020,19/05/2020
8432,8433,8432,18/05/2020,23/05/2020
8433,8434,8433,19/05/2020,18/05/2020
8434,8435,8434,20/05/2020,18/05/2020
8435,8436,8435,22/05/2020,23/05/2020
8436,8437,8436,23/05/2020,23/05/2020
8437,8438,8437,22/05/2020,18/05/2020
8438,8439,8438,21/05/2020,18/05/2020
8439,8440,8439,21/05/2020,18/05/2020
8440,8441,8440,23/05/2020,19/05/2020
8441,8442,8441,24/05/2020,22/05/2020
8442,8443,8442,22/05/2020,24/05/2020
8443,8444,8443,18/05/2020,19/05/2020
8444,8445,8444,22/05/2020,22/05/2020
8445,8446,8445,23/05/2020,18/05/2020
8446,8447,8446,19/05/2020,24/05/2020
8447,8448,8447,18/05/2020,24/05/2020
8448,8449,8448,18/05/2020,18/05/2020
8449,8450,8449,21/05/2020,18/05/2020
8450,8451,8450,22/05/2020,24/05/2020
8451,8452,8451,18/05/2020,20/05/2020
8452,8453,8452,23/05/2020,24/05/2020
8453,8454,8453,20/05/2020,20/05/2020
8454,8455,8454,18/05/2020,21/05/2020
8455,8456,8455,19/05/2020,19/05/2020
8456,8457,8456,21/05/2020,19/05/2020
8457,8458,8457,24/05/2020,22/05/2020
8458,8459,8458,18/05/2020,19/05/2020
8459,8460,8459,24/05/2020,21/05/2020
8460,8461,8460,21/05/2020,20/05/2020
8461,8462,8461,20/05/2020,20/05/2020
8462,8463,8462,21/05/2020,20/05/2020
8463,8464,8463,24/05/2020,24/05/2020
8464,8465,8464,21/05/2020,22/05/2020
8465,8466,8465,18/05/2020,20/05/2020
8466,8467,8466,21/05/2020,21/05/2020
8467,8468,8467,20/05/2020,21/05/2020
8468,8469,8468,23/05/2020,19/05/2020
8469,8470,8469,21/05/2020,18/05/2020
8470,8471,8470,19/05/2020,24/05/2020
8471,8472,8471,18/05/2020,22/05/2020
8472,8473,8472,19/05/2020,22/05/2020
8473,8474,8473,18/05/2020,23/05/2020
8474,8475,8474,24/05/2020,24/05/2020
8475,8476,8475,22/05/2020,24/05/2020
8476,8477,8476,21/05/2020,22/05/2020
8477,8478,8477,24/05/2020,21/05/2020
8478,8479,8478,21/05/2020,23/05/2020
8479,8480,8479,20/05/2020,21/05/2020
8480,8481,8480,24/05/2020,19/05/2020
8481,8482,8481,22/05/2020,23/05/2020
8482,8483,8482,19/05/2020,19/05/2020
8483,8484,8483,22/05/2020,18/05/2020
8484,8485,8484,18/05/2020,18/05/2020
8485,8486,8485,19/05/2020,24/05/2020
8486,8487,8486,20/05/2020,23/05/2020
8487,8488,8487,19/05/2020,19/05/2020
8488,8489,8488,24/05/2020,24/05/2020
8489,8490,8489,23/05/2020,18/05/2020
8490,8491,8490,24/05/2020,24/05/2020
8491,8492,8491,18/05/2020,18/05/2020
8492,8493,8492,20/05/2020,24/05/2020
8493,8494,8493,22/05/2020,22/05/2020
8494,8495,8494,18/05/2020,19/05/2020
8495,8496,8495,20/05/2020,20/05/2020
8496,8497,8496,23/05/2020,19/05/2020
8497,8498,8497,21/05/2020,23/05/2020
8498,8499,8498,22/05/2020,19/05/2020
8499,8500,8499,18/05/2020,19/05/2020
8500,8501,8500,22/05/2020,22/05/2020
8501,8502,8501,19/05/2020,20/05/2020
8502,8503,8502,21/05/2020,19/05/2020
8503,8504,8503,18/05/2020,24/05/2020
8504,8505,8504,23/05/2020,21/05/2020
8505,8506,8505,20/05/2020,21/05/2020
8506,8507,8506,21/05/2020,22/05/2020
8507,8508,8507,20/05/2020,19/05/2020
8508,8509,8508,21/05/2020,18/05/2020
8509,8510,8509,23/05/2020,19/05/2020
8510,8511,8510,19/05/2020,22/05/2020
8511,8512,8511,18/05/2020,22/05/2020
8512,8513,8512,23/05/2020,19/05/2020
8513,8514,8513,22/05/2020,23/05/2020
8514,8515,8514,23/05/2020,22/05/2020
8515,8516,8515,21/05/2020,21/05/2020
8516,8517,8516,19/05/2020,22/05/2020
8517,8518,8517,23/05/2020,20/05/2020
8518,8519,8518,23/05/2020,19/05/2020
8519,8520,8519,20/05/2020,19/05/2020
8520,8521,8520,22/05/2020,24/05/2020
8521,8522,8521,22/05/2020,24/05/2020
8522,8523,8522,19/05/2020,22/05/2020
8523,8524,8523,20/05/2020,24/05/2020
8524,8525,8524,18/05/2020,21/05/2020
8525,8526,8525,21/05/2020,22/05/2020
8526,8527,8526,23/05/2020,24/05/2020
8527,8528,8527,19/05/2020,24/05/2020
8528,8529,8528,22/05/2020,20/05/2020
8529,8530,8529,18/05/2020,22/05/2020
8530,8531,8530,23/05/2020,18/05/2020
8531,8532,8531,23/05/2020,23/05/2020
8532,8533,8532,18/05/2020,22/05/2020
