NUMERO,INDIVIDUAL,DURACION,MENAJE
8575,1,163,0
8576,1,73,1
8577,1,152,0
8578,0,148,1
8579,1,178,0
8580,0,88,1
8581,0,73,1
8582,1,142,0
8583,1,43,0
8584,0,120,1
8585,1,32,0
8586,0,67,0
8587,1,46,1
8588,1,106,0
8589,0,151,1
8590,0,150,1
8591,1,167,1
8592,0,98,0
8593,0,102,1
8594,0,28,0
8595,1,120,1
8596,0,87,1
8597,1,171,0
8598,0,65,1
8599,0,164,0
8600,0,18,1
8601,1,14,1
8602,0,9,0
8603,1,81,0
8604,1,132,0
8605,1,145,1
8606,0,120,0
8607,0,177,1
8608,0,47,0
8609,0,9,1
8610,0,14,0
8611,0,42,1
8612,1,104,1
8613,0,68,1
8614,1,128,0
8615,0,22,1
8616,1,160,0
8617,0,148,0
8618,0,39,0
8619,1,57,1
8620,1,4,1
8621,0,176,1
8622,0,114,0
8623,1,87,0
8624,0,75,1
8625,0,27,1
8626,0,140,0
8627,0,4,1
8628,1,145,0
8629,1,147,0
8630,0,25,0
8631,0,22,0
8632,1,153,1
8633,0,149,1
8634,1,173,0
8635,0,39,1
8636,0,141,1
8637,1,23,0
8638,1,145,0
8639,0,5,0
8640,1,148,0
8641,0,28,0
8642,1,172,0
8643,1,116,1
8644,1,117,0
8645,0,115,0
8646,1,103,1
8647,0,20,1
8648,1,49,1
8649,0,84,1
8650,1,116,0
8651,0,174,1
8652,0,9,1
8653,0,37,0
8654,1,32,0
8655,1,94,1
8656,0,93,0
8657,1,169,0
8658,1,54,0
8659,1,75,0
8660,1,7,0
8661,0,2,0
8662,0,56,1
8663,0,106,0
8664,0,163,0
8665,0,126,1
8666,0,2,0
8667,0,118,0
8668,0,42,0
8669,0,22,1
8670,0,38,1
8671,1,136,1
8672,1,176,0
8673,1,154,0
8674,1,33,1
8675,1,121,1
8676,0,68,1
8677,0,36,0
8678,1,61,0
8679,1,122,1
8680,0,111,0
8681,1,169,0
8682,0,31,1
8683,0,97,0
8684,0,73,1
8685,0,98,1
8686,0,116,1
8687,0,123,0
8688,0,8,0
8689,0,105,1
8690,1,69,0
8691,0,91,0
8692,0,91,0
8693,0,167,1
8694,1,109,1
8695,0,33,0
8696,1,130,0
8697,1,70,0
8698,1,75,0
8699,0,167,0
8700,1,163,1
8701,1,165,0
8702,0,179,1
8703,0,136,0
8704,0,9,1
8705,0,98,1
8706,0,25,1
8707,1,84,1
8708,1,78,0
8709,0,7,0
8710,0,46,0
8711,1,178,1
8712,1,123,0
8713,1,120,0
8714,0,119,1
8715,0,14,1
8716,1,52,1
8717,0,161,1
8718,0,39,1
8719,0,89,0
8720,1,3,1
8721,1,16,1
8722,1,76,0
8723,1,2,0
8724,1,148,1
8725,1,167,0
8726,0,173,1
8727,0,126,1
8728,0,151,1
8729,1,65,1
8730,1,58,1
8731,0,41,0
8732,1,136,1
8733,0,140,1
8734,0,73,1
8735,1,10,1
8736,1,74,0
8737,1,117,1
8738,0,158,1
8739,0,85,0
8740,0,111,1
8741,0,43,0
8742,1,71,0
8743,1,131,1
8744,0,8,0
8745,0,103,1
8746,0,167,0
8747,1,127,0
8748,0,141,1
8749,1,144,1
8750,1,133,1
8751,1,13,0
8752,0,106,1
8753,1,147,1
8754,0,22,0
8755,0,127,1
8756,1,145,0
8757,1,139,1
8758,1,95,1
8759,0,51,0
8760,0,135,0
8761,0,130,1
8762,1,164,1
8763,1,82,1
8764,1,127,1
8765,1,151,1
8766,0,108,0
8767,0,65,0
8768,1,93,1
8769,1,84,1
8770,0,141,1
8771,1,99,1
8772,1,155,1
8773,1,81,1
8774,1,30,1
8775,0,98,0
8776,1,97,1
8777,0,82,0
8778,1,129,0
8779,0,33,0
8780,1,123,1
8781,0,116,0
8782,0,41,1
8783,0,39,1
8784,0,130,0
8785,0,175,1
8786,0,18,1
8787,1,159,1
8788,0,139,0
8789,0,84,1
8790,1,35,0
8791,0,169,0
8792,1,152,0
8793,0,101,1
8794,0,25,0
8795,1,129,1
8796,0,124,0
8797,1,54,0
8798,0,79,0
8799,0,176,0
8800,1,82,0
8801,0,125,0
8802,0,58,0
8803,0,37,1
8804,1,89,1
8805,0,132,1
8806,1,62,0
8807,0,19,1
8808,1,75,0
8809,1,110,1
8810,0,26,0
8811,0,162,0
8812,0,138,1
8813,0,142,0
8814,0,98,0
8815,1,169,0
8816,1,108,1
8817,0,36,0
8818,1,166,1
8819,0,127,1
8820,0,88,1
8821,1,126,0
8822,0,111,0
8823,0,164,1
8824,1,177,1
8825,0,59,0
8826,0,136,1
8827,1,27,0
8828,1,30,0
8829,1,83,1
8830,0,142,0
8831,0,2,1
8832,0,79,0
8833,1,143,0
8834,0,30,1
8835,0,134,1
8836,0,163,1
8837,1,62,0
8838,1,165,0
8839,0,58,1
8840,1,129,0
8841,1,121,1
8842,0,115,1
8843,1,72,1
8844,0,6,0
8845,0,72,1
8846,1,180,0
8847,1,43,0
8848,1,115,0
8849,0,36,1
8850,1,95,0
8851,1,46,1
8852,1,10,0
8853,0,118,0
8854,1,67,1
8855,1,102,1
8856,1,170,0
8857,0,55,1
8858,0,90,0
8859,1,128,0
8860,0,73,0
8861,0,179,0
8862,0,23,1
8863,0,147,0
8864,0,176,1
8865,0,177,1
8866,1,144,1
8867,0,110,0
8868,0,120,1
8869,0,75,1
8870,1,120,0
8871,1,143,1
8872,0,172,0
8873,1,34,1
8874,0,94,1
8875,1,45,0
8876,0,3,0
8877,1,6,1
8878,0,134,0
8879,0,18,1
8880,0,143,0
8881,0,63,1
8882,1,4,0
8883,0,100,0
8884,0,73,1
8885,0,81,0
8886,1,133,1
8887,1,13,1
8888,0,88,1
8889,0,29,1
8890,1,74,1
8891,0,48,0
8892,0,81,0
8893,1,145,0
8894,1,86,1
8895,1,36,0
8896,1,114,0
8897,1,72,1
8898,0,83,0
8899,0,82,0
8900,0,97,1
8901,0,116,1
8902,0,154,1
8903,1,70,1
8904,0,100,0
8905,0,8,1
8906,1,5,1
8907,0,85,0
8908,1,119,0
8909,1,162,0
8910,1,123,0
8911,0,121,0
8912,1,160,1
8913,1,71,1
8914,1,53,0
8915,1,149,1
8916,0,41,0
8917,0,159,0
8918,1,176,1
8919,0,25,0
8920,0,158,1
8921,0,55,1
8922,0,51,0
8923,0,173,0
8924,1,95,0
8925,0,118,1
8926,0,138,1
8927,0,171,1
8928,0,55,0
8929,1,141,0
8930,0,37,0
8931,0,86,1
8932,1,120,0
8933,0,39,1
8934,0,83,0
8935,0,152,0
8936,1,94,1
8937,1,139,1
8938,0,158,1
8939,1,175,0
8940,0,164,0
8941,0,90,1
8942,1,19,0
8943,1,103,0
8944,0,38,1
8945,1,178,0
8946,1,13,0
8947,0,46,0
8948,1,103,0
8949,1,140,1
8950,0,44,1
8951,1,130,1
8952,0,53,0
8953,0,123,1
8954,1,104,1
8955,1,50,0
8956,1,37,0
8957,0,139,0
8958,1,162,1
8959,1,1,1
8960,1,47,1
8961,0,156,1
8962,0,120,1
8963,1,70,0
8964,1,178,1
8965,1,154,1
8966,1,1,1
8967,0,75,0
8968,0,10,0
8969,1,1,1
8970,1,178,0
8971,1,43,1
8972,1,177,0
8973,0,99,0
8974,0,93,0
8975,0,165,0
8976,1,164,1
8977,1,102,1
8978,1,92,1
8979,1,79,1
8980,0,102,1
8981,0,73,0
8982,0,44,0
8983,0,112,0
8984,1,166,1
8985,1,13,0
8986,1,107,1
8987,0,56,0
8988,0,30,1
8989,0,32,1
8990,1,151,1
8991,1,50,1
8992,1,88,0
8993,0,157,1
8994,1,45,0
8995,0,46,0
8996,1,121,1
8997,1,76,0
8998,1,46,1
8999,0,111,1
9000,1,87,1
9001,0,156,0
9002,0,46,0
9003,0,17,1
9004,0,22,0
9005,1,10,1
9006,1,12,1
9007,1,19,1
9008,1,180,0
9009,0,86,1
9010,0,80,1
9011,0,120,0
9012,1,36,0
9013,1,64,0
9014,1,37,1
9015,1,102,0
9016,0,127,0
9017,1,47,1
9018,1,18,1
9019,1,47,0
9020,0,12,0
9021,0,115,0
9022,1,17,0
9023,0,96,1
9024,1,172,1
9025,1,101,1
9026,1,150,0
9027,1,122,0
9028,1,68,0
9029,1,13,1
9030,1,74,0
9031,0,46,1
9032,0,118,1
9033,0,47,1
9034,0,14,1
9035,0,2,1
9036,0,113,0
9037,1,29,0
9038,0,76,1
9039,1,4,0
9040,1,169,0
9041,1,87,0
9042,1,174,0
9043,0,180,0
9044,1,120,0
9045,0,25,1
9046,1,54,1
9047,0,165,1
9048,1,17,1
9049,0,51,1
9050,0,76,1
9051,1,6,0
9052,0,107,1
9053,1,147,1
9054,1,48,1
9055,0,137,0
9056,1,108,0
9057,0,97,0
9058,0,30,1
9059,0,152,0
9060,1,121,0
9061,1,37,0
9062,1,33,0
9063,1,131,0
9064,1,141,0
9065,1,145,0
9066,0,50,0
9067,1,64,0
9068,1,175,1
9069,0,72,1
9070,1,164,0
9071,1,107,1
9072,1,10,0
9073,1,141,0
9074,0,148,0
9075,0,83,1
9076,0,160,0
9077,0,61,0
9078,1,164,0
9079,0,131,1
9080,0,79,1
9081,1,30,0
9082,0,38,0
9083,1,2,1
9084,0,24,1
9085,0,41,1
9086,1,76,0
9087,0,137,1
9088,1,124,0
9089,1,162,1
9090,1,44,1
9091,0,169,1
9092,0,136,1
9093,0,88,0
9094,1,66,1
9095,1,96,0
9096,0,103,0
9097,1,130,1
9098,1,101,0
9099,1,94,0
9100,1,33,1
9101,0,89,0
9102,1,153,1
9103,1,92,0
9104,0,46,1
9105,1,38,0
9106,0,87,1
9107,1,23,0
9108,1,50,1
9109,0,38,1
9110,1,140,0
9111,0,174,1
9112,1,76,0
9113,1,20,0
9114,1,120,1
9115,1,84,0
9116,0,10,0
9117,0,56,1
9118,0,19,0
9119,1,155,1
9120,1,120,0
9121,0,29,0
9122,0,167,1
9123,1,131,0
9124,0,70,1
9125,0,119,1
9126,1,17,0
9127,1,92,0
9128,1,65,0
9129,0,137,1
9130,0,179,0
9131,0,154,0
9132,0,116,1
9133,1,173,1
9134,1,140,1
9135,0,55,1
9136,1,163,1
9137,1,56,0
9138,0,170,0
9139,1,55,0
9140,0,4,0
9141,0,73,1
9142,0,164,1
9143,1,13,0
9144,1,37,0
9145,0,38,1
9146,1,141,0
9147,0,64,0
9148,1,57,0
9149,1,124,1
9150,0,102,0
9151,0,121,0
9152,0,78,0
9153,0,175,1
9154,0,65,1
9155,1,4,0
9156,0,112,1
9157,0,106,1
9158,1,7,1
9159,0,3,0
9160,1,170,0
9161,0,8,1
9162,0,177,0
9163,0,115,0
9164,1,103,0
9165,1,116,0
9166,1,168,0
9167,1,62,0
9168,0,19,1
9169,0,63,1
9170,0,30,0
9171,0,89,0
9172,0,167,1
9173,0,29,0
9174,0,99,0
9175,0,4,0
9176,0,178,0
9177,0,43,0
9178,0,135,1
9179,0,171,0
9180,1,21,0
9181,0,145,0
9182,1,161,0
9183,1,7,0
9184,0,83,1
9185,1,122,1
9186,0,32,0
9187,0,164,1
9188,0,71,1
9189,1,20,1
9190,0,148,0
9191,1,33,0
9192,0,88,1
9193,0,75,1
9194,1,24,1
9195,1,160,0
9196,0,52,0
9197,1,99,1
9198,1,178,1
9199,1,108,0
9200,1,180,0
9201,1,164,0
9202,1,84,1
9203,0,163,1
9204,0,76,0
9205,0,54,0
9206,0,102,1
9207,0,20,1
9208,1,82,1
9209,0,88,1
9210,1,69,1
9211,1,158,1
9212,1,112,0
9213,0,83,0
9214,1,48,0
9215,1,78,0
9216,1,30,0
9217,1,134,0
9218,0,137,0
9219,1,9,1
9220,0,41,1
9221,0,163,1
9222,0,16,0
9223,1,32,0
9224,0,3,0
9225,0,26,0
9226,1,18,0
9227,1,174,0
9228,0,75,0
9229,0,92,1
9230,1,45,0
9231,0,127,0
9232,0,131,1
9233,0,174,1
9234,0,104,1
9235,0,16,0
9236,0,24,0
9237,0,52,1
9238,1,114,0
9239,1,2,0
9240,0,34,1
9241,0,75,0
9242,0,23,1
9243,0,92,1
9244,0,35,0
9245,0,121,0
9246,1,101,1
9247,1,106,1
9248,0,4,0
9249,1,60,1
9250,1,162,1
9251,1,103,0
9252,0,50,0
9253,1,164,0
9254,1,99,1
9255,1,42,1
9256,1,42,0
9257,0,73,1
9258,1,100,0
9259,1,84,0
9260,1,134,0
9261,1,118,1
9262,1,2,0
9263,1,33,0
9264,1,76,0
9265,1,110,1
9266,0,173,0
9267,0,41,1
9268,1,49,1
9269,1,114,0
9270,1,153,0
9271,1,30,0
9272,1,163,0
9273,0,164,0
9274,1,79,0
9275,1,169,0
9276,1,177,0
9277,0,127,1
9278,0,116,1
9279,0,29,1
9280,1,70,0
9281,0,64,0
9282,0,42,1
9283,1,97,1
9284,0,84,1
9285,1,118,1
9286,1,114,1
9287,1,4,1
9288,0,95,0
9289,1,68,1
9290,0,62,1
9291,0,48,0
9292,0,107,1
9293,0,10,1
9294,0,59,1
9295,0,114,1
9296,0,110,0
9297,1,99,0
9298,1,28,1
9299,0,79,0
9300,0,151,1
9301,1,28,0
9302,0,34,1
9303,1,124,1
9304,1,57,1
9305,0,126,1
9306,0,57,0
9307,1,79,0
9308,0,20,0
9309,1,8,1
9310,0,82,0
9311,0,168,0
9312,0,12,0
9313,0,139,0
9314,1,86,0
9315,0,120,0
9316,0,137,1
9317,0,145,0
9318,0,121,0
9319,0,98,0
9320,0,172,0
9321,0,38,1
9322,0,76,0
9323,0,126,1
9324,0,109,0
9325,1,84,0
9326,0,150,0
9327,0,22,1
9328,1,37,1
9329,0,4,0
9330,1,21,1
9331,0,156,1
9332,1,5,0
9333,0,22,1
9334,0,16,1
9335,0,19,1
9336,1,178,1
9337,1,87,1
9338,0,164,0
9339,1,82,1
9340,1,22,1
9341,1,179,0
9342,1,172,0
9343,0,95,0
9344,0,53,0
9345,0,135,0
9346,1,117,1
9347,0,100,1
9348,0,19,0
9349,0,59,0
9350,0,45,1
9351,1,155,0
9352,1,150,0
9353,0,88,1
9354,0,76,1
9355,0,161,1
9356,1,54,0
9357,1,51,1
9358,0,142,1
9359,0,173,0
9360,1,118,1
9361,1,154,1
9362,0,67,1
9363,1,175,0
9364,1,107,1
9365,1,123,1
9366,1,31,1
9367,0,123,0
9368,0,79,1
9369,1,66,1
9370,1,143,1
9371,1,88,0
9372,0,14,1
9373,0,125,0
9374,1,127,0
9375,0,132,1
9376,0,62,1
9377,1,59,0
9378,1,2,0
9379,1,7,1
9380,0,27,0
9381,1,166,1
9382,1,53,1
9383,1,26,0
9384,1,84,0
9385,1,152,1
9386,0,163,1
9387,0,45,0
9388,0,45,0
9389,0,39,1
9390,0,116,0
9391,0,135,0
9392,1,153,0
9393,1,176,1
9394,1,94,0
9395,1,33,0
9396,1,154,1
9397,1,68,0
9398,1,134,1
9399,1,32,1
9400,1,165,1
9401,1,34,1
9402,0,81,1
9403,0,111,1
9404,1,92,0
9405,0,2,1
9406,1,169,0
9407,0,141,1
9408,1,106,1
9409,1,176,0
9410,0,127,0
9411,0,4,0
9412,1,23,1
9413,0,86,0
9414,0,8,1
9415,0,131,0
9416,0,51,1
9417,0,71,1
9418,0,175,1
9419,0,66,0
9420,1,97,0
9421,1,176,1
9422,0,153,0
9423,0,51,0
9424,0,121,0
9425,0,40,1
9426,1,166,0
9427,0,6,0
9428,1,69,1
9429,0,104,0
9430,0,58,0
9431,0,158,1
9432,1,77,0
9433,1,84,1
9434,1,117,1
9435,0,162,1
9436,1,129,1
9437,0,11,1
9438,1,37,0
9439,0,130,1
9440,0,138,1
9441,1,60,0
9442,1,154,1
9443,0,79,1
9444,0,68,1
9445,1,24,0
9446,0,27,0
9447,1,65,1
9448,1,28,1
9449,1,152,1
9450,0,107,0
9451,0,11,0
9452,0,106,1
9453,1,144,1
9454,0,71,1
9455,0,46,0
9456,0,96,0
9457,1,63,0
9458,0,59,1
9459,0,150,0
9460,0,180,0
9461,0,150,1
9462,0,56,0
9463,1,158,1
9464,0,154,0
9465,1,163,1
9466,0,156,0
9467,1,75,1
9468,0,38,0
9469,0,46,0
9470,1,59,1
9471,0,70,1
9472,0,48,1
9473,1,105,0
9474,1,177,1
9475,0,140,0
9476,1,174,1
9477,1,157,0
9478,1,94,0
9479,1,81,1
9480,1,154,1
9481,1,80,0
9482,1,53,0
9483,0,162,0
9484,0,85,1
9485,1,64,1
9486,0,80,0
9487,0,22,1
9488,1,74,1
9489,1,116,0
9490,1,68,1
9491,1,20,0
9492,0,116,1
9493,1,63,1
9494,1,129,1
9495,0,41,0
9496,0,153,1
9497,0,106,1
9498,0,152,1
9499,0,77,0
9500,0,114,0
9501,0,167,1
9502,1,35,0
9503,1,56,0
9504,1,33,1
9505,1,71,1
9506,0,164,0
9507,0,34,0
9508,1,170,0
9509,0,119,1
9510,1,161,1
9511,0,165,1
9512,0,153,0
9513,0,25,0
9514,0,53,0
9515,1,127,0
9516,0,66,0
9517,1,160,0
9518,0,5,0
9519,1,117,0
9520,1,33,0
9521,0,137,0
9522,0,137,0
9523,1,71,0
9524,0,137,1
9525,1,174,1
9526,0,17,0
9527,0,91,1
9528,1,79,1
9529,1,170,0
9530,0,138,0
9531,0,143,0
9532,1,96,1
9533,1,124,1
9534,1,172,1
9535,0,151,0
9536,0,68,1
9537,0,132,1
9538,1,121,1
9539,0,71,1
9540,0,121,1
9541,0,31,0
9542,0,173,1
9543,0,148,1
9544,0,138,1
9545,0,109,0
9546,0,58,0
9547,0,41,1
9548,1,85,1
9549,1,76,0
9550,1,97,0
9551,0,128,0
9552,0,7,1
9553,1,89,0
9554,1,69,1
9555,0,1,0
9556,0,29,1
9557,0,27,0
9558,0,74,0
9559,1,3,0
9560,0,167,1
9561,1,82,0
9562,0,95,0
9563,0,65,0
9564,0,101,0
9565,1,98,1
9566,1,173,1
9567,0,141,1
9568,0,32,1
9569,0,97,0
9570,1,127,1
9571,1,165,1
9572,1,113,1
9573,1,140,0
9574,0,174,0
9575,1,168,1
9576,1,174,1
9577,1,100,0
9578,0,9,0
9579,0,66,0
9580,1,84,1
9581,1,167,1
9582,0,54,1
9583,0,156,1
9584,0,60,1
9585,0,167,1
9586,1,91,0
9587,0,77,1
9588,0,76,1
9589,1,21,0
9590,0,137,1
9591,0,47,0
9592,0,112,0
9593,0,161,1
9594,0,161,0
9595,0,92,0
9596,1,117,1
9597,1,178,1
9598,0,20,0
9599,1,90,0
9600,1,178,1
9601,1,14,0
9602,1,23,0
9603,1,146,0
9604,1,103,1
9605,0,26,0
9606,0,147,0
9607,1,83,0
9608,0,126,1
9609,1,166,1
9610,1,53,1
9611,0,28,0
9612,0,52,0
9613,0,157,0
9614,1,10,1
9615,0,65,1
9616,1,72,0
9617,0,60,0
9618,1,26,1
9619,1,35,1
9620,1,90,1
9621,0,147,0
9622,1,100,1
9623,1,48,1
9624,0,140,0
9625,1,42,1
9626,1,25,1
9627,1,30,1
9628,1,39,1
9629,1,105,1
9630,0,17,0
9631,0,24,0
9632,1,86,0
9633,1,100,1
9634,1,100,1
9635,0,131,0
9636,1,69,0
9637,0,170,1
9638,0,24,0
9639,0,67,0
9640,0,101,1
9641,1,133,1
9642,0,158,1
9643,1,153,1
9644,0,89,1
9645,0,27,1
9646,1,117,1
9647,0,14,1
9648,1,128,0
9649,0,71,0
9650,1,38,0
9651,0,135,0
9652,0,92,0
9653,0,63,1
9654,1,71,1
9655,1,68,0
9656,1,178,0
9657,1,48,1
9658,1,12,0
9659,0,52,0
9660,0,3,0
9661,0,130,1
9662,0,68,1
9663,1,116,1
9664,0,56,1
9665,0,176,1
9666,0,155,1
9667,0,114,0
9668,0,172,0
9669,1,162,1
9670,0,173,0
9671,1,108,1
9672,0,45,0
9673,1,158,0
9674,0,54,0
9675,0,91,0
9676,1,153,1
9677,1,126,0
9678,0,48,0
9679,0,104,0
9680,0,72,1
9681,0,58,1
9682,0,12,1
9683,1,35,1
9684,0,175,0
9685,1,134,1
9686,1,58,1
9687,0,12,1
9688,1,49,1
9689,1,65,0
9690,0,173,0
9691,0,141,1
9692,0,168,1
9693,0,66,1
9694,1,148,0
9695,1,178,0
9696,0,61,1
9697,0,38,1
9698,1,94,1
9699,0,57,1
9700,0,55,1
9701,1,83,0
9702,1,118,0
9703,0,151,0
9704,1,144,0
9705,1,140,1
9706,0,160,1
9707,0,179,1
9708,1,27,0
9709,0,89,0
9710,0,16,1
9711,1,129,0
9712,1,79,0
9713,1,104,0
9714,1,17,0
9715,1,33,0
9716,0,27,0
9717,0,152,0
9718,0,56,0
9719,0,41,1
9720,0,113,0
9721,1,46,0
9722,0,18,1
9723,0,52,0
9724,0,12,1
9725,1,57,1
9726,1,56,1
9727,1,100,1
9728,1,84,0
9729,1,9,0
9730,1,162,0
9731,0,94,1
9732,1,165,1
9733,1,103,0
9734,0,151,0
9735,1,154,1
9736,0,27,0
9737,0,95,1
9738,1,104,1
9739,1,83,0
9740,0,34,1
9741,1,169,1
9742,1,72,1
9743,0,130,1
9744,0,114,0
9745,1,27,1
9746,0,175,1
9747,1,81,1
9748,0,179,1
9749,0,76,0
9750,0,15,1
9751,0,3,0
9752,0,120,1
9753,0,153,1
9754,1,71,0
9755,1,110,0
9756,0,133,1
9757,0,98,1
9758,1,59,0
9759,0,14,1
9760,0,85,1
9761,0,166,0
9762,0,151,0
9763,1,117,0
9764,0,150,1
9765,1,7,0
9766,0,124,1
9767,0,124,0
9768,1,82,0
9769,0,119,1
9770,0,13,0
9771,1,157,0
9772,0,135,0
9773,0,120,0
9774,0,43,0
9775,0,73,1
9776,0,50,0
9777,1,138,0
9778,1,109,1
9779,1,122,1
9780,1,180,1
9781,0,19,0
9782,0,139,1
9783,0,40,0
9784,0,41,1
9785,0,6,1
9786,0,12,1
9787,0,94,1
9788,1,9,1
9789,0,15,0
9790,0,92,0
9791,1,94,1
9792,0,18,0
9793,0,9,0
9794,1,110,1
9795,1,44,0
9796,1,25,0
9797,0,16,1
9798,0,23,0
9799,1,62,0
9800,0,50,0
9801,0,41,1
9802,0,38,1
9803,0,24,0
9804,1,152,0
9805,0,143,1
9806,0,40,0
9807,0,5,0
9808,0,27,1
9809,0,110,1
9810,0,113,0
9811,0,143,0
9812,0,45,0
9813,1,3,1
9814,1,66,0
9815,0,63,1
9816,1,75,0
9817,0,156,0
9818,0,115,1
9819,0,153,0
9820,0,19,0
9821,0,43,0
9822,0,138,1
9823,1,14,1
9824,0,18,1
9825,1,162,1
9826,1,92,0
9827,1,164,0
9828,0,91,1
9829,1,163,0
9830,1,119,0
9831,0,78,1
9832,0,43,0
9833,0,141,0
9834,0,79,0
9835,1,74,0
9836,1,140,0
9837,1,81,1
9838,0,41,0
9839,0,119,1
9840,0,62,1
9841,1,139,1
9842,1,58,1
9843,0,69,1
9844,1,53,1
9845,1,154,0
9846,0,61,1
9847,1,177,1
9848,1,19,1
9849,0,154,0
9850,0,98,1
9851,0,75,0
9852,1,162,0
9853,0,91,1
9854,0,58,1
9855,0,139,1
9856,1,64,1
9857,1,128,0
9858,0,1,1
9859,1,140,1
9860,0,7,1
9861,1,55,0
9862,0,14,1
9863,1,64,0
9864,0,73,1
9865,0,137,1
9866,0,17,1
9867,1,85,0
9868,0,93,0
9869,1,145,1
9870,1,150,1
9871,0,35,1
9872,1,72,1
9873,1,179,1
9874,0,115,0
9875,1,119,1
9876,0,3,1
9877,1,158,1
9878,1,165,1
9879,1,28,0
9880,1,69,1
9881,1,5,0
9882,1,112,1
9883,1,163,1
9884,1,94,1
9885,1,139,0
9886,1,26,0
9887,1,32,0
9888,0,56,1
9889,0,28,0
9890,1,70,1
9891,1,98,0
9892,0,124,1
9893,1,157,1
9894,1,167,0
9895,1,63,1
9896,0,153,1
9897,1,170,0
9898,0,154,0
9899,1,58,0
9900,1,86,1
9901,1,28,0
9902,0,48,0
9903,0,155,1
9904,0,19,1
9905,1,1,1
9906,0,6,1
9907,0,116,1
9908,1,76,0
9909,1,139,1
9910,1,20,1
9911,0,50,1
9912,1,160,0
9913,0,119,0
9914,1,172,0
9915,0,137,1
9916,0,55,0
9917,1,56,1
9918,1,2,1
9919,0,141,0
9920,0,16,0
9921,0,179,0
9922,0,83,1
9923,0,126,0
9924,1,2,1
9925,0,95,1
9926,1,48,1
9927,0,149,1
9928,1,141,1
9929,1,129,0
9930,1,80,0
9931,0,14,0
9932,0,144,1
9933,1,82,0
9934,1,24,1
9935,1,113,1
9936,1,8,0
9937,1,158,1
9938,0,113,1
9939,0,120,0
9940,0,113,1
9941,0,170,1
9942,1,85,1
9943,0,83,0
9944,1,142,0
9945,1,95,1
9946,0,28,0
9947,1,141,1
9948,1,76,0
9949,0,33,0
9950,1,76,0
9951,0,136,0
9952,1,61,0
9953,0,114,1
9954,1,1,0
9955,0,58,1
9956,0,178,0
9957,0,56,1
9958,1,138,0
9959,0,2,1
9960,0,82,1
9961,0,38,1
9962,1,178,0
9963,1,7,0
9964,1,137,1
9965,1,6,0
9966,1,75,1
9967,0,37,0
9968,0,174,0
9969,1,85,1
9970,0,38,0
9971,0,178,0
9972,1,49,1
9973,1,104,0
9974,1,89,1
9975,0,167,1
9976,0,78,1
9977,1,108,0
9978,0,131,0
9979,0,42,1
9980,0,147,0
9981,0,42,0
9982,0,147,0
9983,0,44,1
9984,0,99,1
9985,1,20,1
9986,0,70,0
9987,1,38,1
9988,1,140,0
9989,0,104,0
9990,1,45,0
9991,1,122,1
9992,0,46,0
9993,1,44,0
9994,0,5,0
9995,0,20,0
9996,0,24,0
9997,0,152,0
9998,1,151,1
9999,1,78,0
10000,1,74,1
10001,1,14,0
10002,0,113,1
10003,1,70,1
10004,1,137,0
10005,1,60,0
10006,1,126,1
10007,0,77,0
10008,1,15,1
10009,1,147,0
10010,0,88,1
10011,1,2,1
10012,0,66,0
10013,1,167,1
10014,0,140,0
10015,1,158,0
10016,1,106,0
10017,0,114,1
10018,1,37,1
10019,0,4,0
10020,1,125,1
10021,0,100,0
10022,1,105,1
10023,0,42,0
10024,0,17,0
10025,1,108,0
10026,0,59,1
10027,1,52,1
10028,0,130,1
10029,1,129,1
10030,0,43,0
10031,0,132,0
10032,1,163,1
10033,0,126,0
10034,1,40,0
10035,1,32,1
10036,1,24,0
10037,0,110,0
10038,1,109,0
10039,0,151,0
10040,1,74,0
10041,0,180,1
10042,1,151,1
10043,1,2,1
10044,0,65,1
10045,1,94,1
10046,0,8,1
10047,1,162,1
10048,0,127,0
10049,1,19,1
10050,0,105,1
10051,0,100,0
10052,0,87,1
10053,0,152,0
10054,1,98,1
10055,0,6,1
10056,1,24,0
10057,1,126,0
10058,1,62,0
10059,1,142,0
10060,0,130,1
10061,1,40,0
10062,1,61,0
10063,1,103,1
10064,1,6,0
10065,1,111,1
10066,1,23,0
10067,1,10,0
10068,1,6,1
10069,0,44,1
10070,1,81,0
10071,1,159,0
10072,1,120,1
10073,1,97,1
10074,0,39,1
10075,0,75,1
10076,0,44,1
10077,1,120,0
10078,1,98,1
10079,0,153,0
10080,0,67,0
10081,0,60,0
10082,1,169,0
10083,1,68,0
10084,1,20,1
10085,1,91,0
10086,1,43,1
10087,1,134,1
10088,0,62,0
10089,0,105,0
10090,0,30,1
10091,0,102,1
10092,1,161,1
10093,1,138,0
10094,1,90,0
10095,1,9,1
10096,1,164,1
10097,0,159,0
10098,1,46,1
10099,1,159,0
10100,0,134,1
10101,1,10,1
10102,1,139,1
10103,1,166,0
10104,0,38,1
10105,1,18,1
10106,1,36,0
10107,1,38,1
10108,0,30,1
10109,1,2,1
10110,0,116,1
10111,0,108,1
10112,0,168,1
10113,1,155,0
10114,0,75,0
10115,1,165,0
10116,1,132,1
10117,0,31,1
10118,0,122,0
10119,0,37,0
10120,0,134,1
10121,0,119,0
10122,0,153,1
10123,1,82,1
10124,1,107,0
10125,0,127,0
10126,1,16,0
