DIRECCION,COSTO,SEGURO,NUMEROHABITACIONES,MENAJE
 759  Cambodia Ct.,364888,5844B2AB-4B2B-44F2-A2EE-28ED87764B68,4,0
 58549 North Jordan St.,639231,579F60DE-66CB-467C-86B8-86A7FA149720,3,0
 93422 South Algeria Way,506237,4BA70088-141C-4612-8E5A-92DE39BAFA6A,2,0
 66128 East Kazakhstan Way,292398,C24023BA-116B-4DF0-9AEA-A74BE8BC1838,1,0
 83320 South Andorra Way,355606,FC1C3CAE-AE4F-4AD4-BD5E-81C55A66E0B9,4,0
 71369 West Virgin Islands, British Ct.,733811,F4587503-24F3-419A-BF3F-775D0C220A31,4,0
 64136 West Glendale Ave.,561343,E4140C2C-9E53-4076-82EB-FA9E132B2328,1,1
 13173 West Bulgaria Blvd.,553553,B755B208-DA9E-4965-A9CD-C5CC6C8E8BAE,2,0
 51317 South Pitcairn Blvd.,731715,78451793-9C09-4876-B8D8-3CE1EBEDFDE1,2,1
 36814 West Anguilla Ln.,326709,17A3CA15-D0E3-45E2-AE0E-1D210447E0DC,2,1
 26528 South Togo Way,573648,87FA5A73-AF6E-4F28-98FD-41522DDE122A,1,0
 82199 South Argentina Ct.,437921,0D0F2D63-49AC-42AB-B60C-DE4F7368AD09,5,0
 68741 North Coos Bay Ave.,622328,27686AA1-2CAB-4A94-A1CC-AA215A15CCA1,4,0
 1113 West Oxnard Blvd.,194540,48E1BCC3-69C8-4FC7-8B84-217203B17C85,4,0
 76240 South Bosnia and Herzegovina Blvd.,494271,E6F76CA1-63F0-4451-A215-420538A8398C,5,1
 40631 South China Ln.,376116,C708CB07-8835-40F9-82B8-82A25F9C3788,2,1
 76039 West British Indian Ocean Territory St.,570376,D63FF9A9-B168-40D6-9A54-EFD373010FD0,4,0
 7189  Afghanistan Blvd.,804345,B88CACDF-82E2-44AB-9D32-626283E37048,5,1
 57699  Belgium Ave.,244926,0D453DB1-0A56-4963-A890-086DF4D050B5,4,1
 59292 East Minnetonka Ave.,453625,0FFAE1C0-74E3-49ED-A42C-005129EACBEA,1,1
 56519 North Holy See Vatican City State Way,116130,6162F027-2D1E-4919-B7B3-BE17E276DA01,1,1
 59230 East Ada Ct.,747753,3886A35B-28D5-4818-9B80-7C580D0AD59A,2,0
 69836  Swaziland St.,361203,2A6DBDD5-72D4-4DD0-9D96-0BB7A6D78B0B,4,1
 60844 West Kansas City St.,514574,F1411F56-46D9-4D7D-961B-EC7787681198,3,0
 15516  Johnson City Ln.,213802,A44F12A3-0861-4477-A665-A468B8975B67,2,0
 64673 North Bahamas Ave.,328132,12877359-9D1A-4AE5-8DB6-F29ED70C788F,1,0
 6622  Lynn Ave.,288803,AD1F8C19-06B7-420F-A894-F79D5014A357,1,0
 14855 East Niger St.,789363,C1530524-AEDA-4681-A198-AB10E82A489D,5,0
 76958 East Bangladesh Ave.,622715,3F286EEF-F832-4BED-B03B-27D5D682F6A1,3,1
 35615  Powell Ln.,701739,FB731FD4-5DF5-4A9A-B6F0-54E01184B8F0,2,0
 97492 North Belize Ln.,573949,B63A5558-1910-41EA-9A80-37ECB40C6AF8,5,0
 68666 South Greenfield St.,426056,ED012B79-1EA5-4905-853D-5385B27193A2,3,0
 63066 West Italy Way,255964,E8AB1336-4FEF-400B-85CA-081B4CA11DC4,3,1
 9805 North Guthrie Blvd.,679358,4B5A781C-0ED7-4BAA-90E9-16C7B39CBD12,1,0
 877 West Turks and Caicos Islands Ave.,699311,F2908631-E5F2-4E7A-BC58-6056EA7DE5F2,2,1
 99011 West Comoros Ct.,534065,289BD1D9-EEBD-44CA-9AC7-C94296483FCE,2,0
 47106 East Charlotte Amalie Ln.,729144,C07A3F94-6E17-4E00-B0B9-714FBB98BFBB,3,1
 81828 West Mongolia St.,873631,51667A48-C2AC-4BA0-BAEF-AF48D99BC23E,2,0
 29478 East Bulgaria Ave.,334078,015270F4-31E4-48E5-8148-90F8B9AF8D71,4,0
 21226 South Lynwood Ln.,637497,9F7DD1ED-731D-4FC4-88A4-D9B5369A0A19,3,1
 57071  Chad Way,346705,EAC824AD-7FA1-4528-9360-0862AF932B90,1,0
 43721 East Malta Way,262185,9C0D39F2-A766-4ED0-BCA0-32D6B4B28804,5,1
 37003  New Caledonia Ln.,206472,A5F973B0-004F-4A4D-865C-C58E6CDDEFCD,5,1
 55405 South Hope Ct.,336513,DBBD59DF-B0DC-43E1-8EFC-8AB431A401CE,4,1
 37894 South Mexico Ln.,126124,A728F56D-72C5-4D35-B553-BBAE86589E98,1,0
 14424  Diamond Bar Blvd.,885272,DA6F8CA0-1108-448A-8D68-7BA8AACEF831,1,1
 26622 South Kent Way,226237,E2EE0CF3-7CE8-4B52-BD6E-37FB7CA37434,1,1
 86230 South Malaysia Blvd.,268227,411B1BB9-C8B7-4FE4-8A3E-FB999E12F467,2,0
 98160  Cameroon Ln.,101828,603DBB8D-6B47-4EAA-94E6-29F9DD5E622B,5,1
 15560  Haiti Ct.,201728,9B94B3EF-FC2E-483C-888C-FC02BABB8C58,3,0
 51980 West Thailand St.,386710,FE45188F-3F1F-453C-9962-3A10B40CFF14,4,0
 12378  Antigua and Barbuda Ct.,844411,2F5E48AA-802A-4534-9846-B68248B0D75B,2,1
 97957  Forrest City Way,634393,EA4FE028-6AD3-41B0-AEB3-F975783C72FF,1,1
 7334 South Brazil Ave.,651169,7656F54E-8105-4924-8ABA-58429E5FF191,5,1
 32520 North South Georgia and The South Sandwich Islands Way,102152,BEE8D134-1201-476C-BD22-B04A33B62BF2,3,1
 1391 West Bermuda Way,102881,7F5E5190-5DAB-4DFC-AF8E-18DBBDFDB8E5,4,0
 57431 West Bhutan Ave.,639648,0ECFAD9A-E1AC-40CA-9CC4-6E46CB88AEBC,3,0
 17083 North Sierra Leone Ln.,195704,F453F343-15A2-4732-8C15-53F6A539BDA1,1,1
 25016 North Chickasha Way,628158,D0929B53-5ACC-4425-A729-910A89F07135,3,1
 3444 East Guam Ave.,120828,363BEE51-5384-4C94-9153-DE3A4C515FBB,4,1
 37729 West Aruba Way,242063,F24DCA14-5F72-47EF-9E2A-A80B35170515,5,1
 57367 East Colorado Springs Ave.,566877,122D9A2B-980E-4A36-914E-EC51BD77F11B,4,0
 98856 West Bulgaria Way,716574,766E21DD-E2C9-4F35-89F4-B5C8FD46408D,4,0
 92160 West Botswana Way,241822,00426790-7F24-402E-9751-05F513D747CF,3,0
 73155 South Cocos Keeling Islands St.,555577,D57EE675-6FE2-46F6-9710-02B0D0BD1679,4,0
 18768 South Andorra Way,517072,A6D0CD05-8851-4AB5-8969-276FF8E0A8F4,4,1
 98874 North Bahamas St.,132274,D3C5FE80-4414-404F-8A01-C3C7BA258DAB,1,1
 55621 North Brazil Ln.,591081,BF5AB85B-123D-4D28-BA9A-37FFC49F9E69,3,1
 82301 South Botswana Way,626715,1D67F692-0B91-44E8-89DF-D5D992862039,3,0
 78030 South Boulder City Way,102340,A13A3D15-1A11-4459-8161-8210AAD6CC53,5,0
 95633 West Costa Rica Ct.,813114,88211F54-4377-4CE7-81C9-5A4625851DCB,2,1
 1017 South Kankakee Ave.,613840,C8C011A0-D99F-428D-ACFD-D2445278D77A,4,1
 74938 South North Pole Ct.,885603,56ED5F1E-5CF8-4FF3-8BDE-B637DB09428D,4,1
 23308 West Harrisburg St.,841793,DD0AA1D2-8C26-4F2E-AE6F-5AA150B8BDA4,4,1
 61452 South India Ln.,328044,39FB3AD2-6A5F-43A9-93C0-E8794C9515D7,5,1
 65435 South Greenland Ct.,621081,727EF00E-250F-4EEC-B202-729945E2344E,2,0
 54204  Zimbabwe Way,764496,DA4A872B-3136-4122-A2D9-4EC25ECF7403,3,1
 60013 North Fall River Blvd.,323667,6B576B80-888E-44C3-8634-6C0C4F178B9C,3,1
 2441  Romania Ct.,629839,2FF60CC8-708F-415F-8CAE-3D1B20AF0209,1,1
 16250 East Togo Ln.,103434,F0E0893F-0A6B-494C-973C-35A88B34C05A,3,1
 25623 East Algeria Ln.,530814,0CDF0C8F-FC25-4A02-A3B8-CE2EBCD46077,2,1
 19100 North Cruz Bay Ct.,527540,CDF59493-19A9-4151-A78A-D1F96FCD5A21,5,1
 40001 East Bosnia and Herzegovina Way,389681,4EF980BD-26FB-4291-A517-FCA38E23756B,2,0
 275 North Georgetown St.,783116,034C0569-3CAB-4D43-B53E-62435348C989,5,0
 94629 North United Kingdom Way,153027,ABBC3764-4AEE-422D-8F81-170A207868D2,4,0
 94771 South Israel St.,613474,90103A5F-C471-469D-A3ED-E8E186C2BD36,1,0
 74819 East Timor-leste Blvd.,824959,62BC7B68-B165-403E-8BF6-C3729F448652,4,0
 53803 West New Zealand Blvd.,493645,40CC90D9-52AC-4B84-A48C-AB283B9109DA,3,0
 75518 South Algeria Ln.,239963,511AA1AF-61A8-4245-B248-2AC6BEA5DBE3,1,0
 31793 East Poland Way,331803,60288AAC-557D-4A10-A1A8-1E548D37DD9C,3,1
 82642 North Korea Way,274748,87DDD475-FA87-45D7-8603-059A358BF7DF,4,0
 96912 South Canada Ct.,187038,009D850A-3720-4123-B243-EE2E7CDFFC8E,1,1
 97006 South Dover Ln.,129902,E73287E1-513C-4123-AD42-BAD74AC7192A,3,1
 67275 South Antigua and Barbuda Ave.,377697,5F3DB248-C55E-4789-BC19-05CCC4AD41B2,2,1
 22498  Chad Way,291821,1571FB8C-A4E7-4C3D-8D7E-01EAB9E36924,5,0
 15978 East Anguilla Ave.,816853,2CCAB5A5-AFD5-468C-B17E-46D22FD6A27A,5,1
 98554 West Grenada Ct.,384118,FC03A424-5D22-4B0E-961F-B89BA7671BAF,1,1
 83320 North Chicago Heights Blvd.,259604,FD3F7F42-0E86-44E2-A149-C43464C72AC7,4,1
 27181 North Gulfport Way,305413,59CACE66-2324-42E8-8E3A-9DF4EA98F2BC,4,1
 65838 West Berlin Way,592355,868A43DC-7C46-43B6-B06D-12FA1D2BA78F,5,0
 16565 West Honduras Blvd.,627801,0C97912E-8985-42F1-8823-7A3DDAC9D52E,3,0
 7262  British Indian Ocean Territory Ln.,818941,C8C6FA9B-3FB3-4A8E-A617-5C020E8088F1,1,0
 886 East Christmas Island St.,598959,C947CEEB-DDA6-488E-BD88-B469B5C8E1BA,1,0
 1474 North Mexico Ln.,158881,90FA56A4-235A-4C21-88A6-D0CDE43D1D73,2,0
 30572 East Sri Lanka St.,318831,4F255656-881C-48EC-9DB5-DE451F0EABB9,4,1
 77678 West Brigham City Ln.,761746,A46A457C-831C-4C7E-9A7F-CFFDAB2AA6DB,5,0
 3440  Pitcairn Ct.,121962,3867FFCB-EDDF-4010-927D-5EABF7A89B63,4,1
 96936 North Slovenia Ln.,628249,2A6071D2-81DC-45BD-90EA-2DFB1A1224D4,4,0
 29539 East Cambodia St.,788623,E4133F0D-7C10-4D90-AEFF-6DF8AFCD33DC,5,1
 43527  Sao Tome and Principe Way,363676,63D6A735-C3C5-4383-ADC3-BD716EEFA419,4,1
 73077 West Congo St.,254003,F2053449-6201-4846-8B29-9A466B18A9C2,4,0
 75403 South Cape Verde Way,218340,AC37E4D8-9FAD-4C0B-B712-EED4D17AB3A1,4,1
 77806  Dickinson Ave.,784616,B7FCBF22-812D-47B4-B123-DF523E0384A8,2,1
 12276 North Guayanilla St.,797338,B8159D79-B12E-4F59-9DA7-0537CEACF928,4,1
 72246  Albania St.,888331,4F603D3D-2061-4795-92FB-24153F934534,2,0
 88743  Montserrat St.,180353,BCF3FCEB-776F-4652-BD8B-B69646CFB806,3,1
 35992 West Beacon Ct.,134904,5709FF09-44A8-4952-A2F7-5AC2120FDA41,3,0
 66685 North Tuvalu Ct.,565465,E0024489-37B1-4BA2-8FB9-9BD64358D380,5,0
 28591 East Clairton Way,422092,7EB4EA42-F60F-422A-A843-3EF626BE199E,5,1
 92355 East Haverhill Ct.,812464,FB9D8380-4E97-4F79-B228-1E5DD38A1B25,5,1
 46232 North Azerbaijan Way,618837,76D062DB-7703-4104-A0DD-B337000FECDD,4,0
 3102  Tuvalu Ln.,816169,09BCA002-8353-44F7-9E93-A2456DB611C5,3,0
 87929 South New Rochelle Ln.,646138,644B38F0-7D2D-4F66-8DDD-693DD52C1EC9,2,0
 36120  Korea, Republic of Ave.,891608,6E0A5DB3-8019-41C8-9FA8-84A1B4E4B6E9,4,0
 71467 North Saint Pierre and Miquelon Ct.,533539,6145D538-CF1E-41F8-9D22-62350E515525,5,0
 8208 North Sri Lanka St.,647944,A9328A4F-C4F3-4B3F-B5F0-2A7763625243,4,1
 77086 West Austria Blvd.,371163,21D59C08-60BF-44C4-A22E-A7D7CA4F812F,4,1
 29477  Holy See Vatican City State Blvd.,369491,D6E9E504-01D0-4E52-A4F4-1440C0CEC6F3,4,0
 31256  Cook Islands Ave.,145070,85205E16-9B7E-4B9B-94F5-20AF30BDB409,2,1
 62797 East Cambodia Blvd.,687436,4F6C247A-DF7A-4AAD-83AF-7F5E4BF9EF94,2,1
 68835  Fairfield Way,264015,36BB7695-3671-4BCA-9297-A835465BB335,4,1
 90356 West Cocos Keeling Islands Way,697441,3986EE83-29C3-4568-AC68-73EA522D613E,4,0
 17456 South Thailand Way,275468,05068567-780E-4566-A760-B2087F5CEB04,5,0
 76309  Eritrea Way,164044,BB050DB0-1433-4600-BD8F-D6EE98CA38AD,1,1
 67106 West Algeria Ave.,661379,55429312-D2DC-437F-AFB4-7AA340D69DDE,2,0
 87549 West Aguadilla Way,652976,FCA30373-E112-46AF-A9F3-A0FF68DE9DFC,1,1
 98589 East Albania St.,891149,AAE51926-86B0-4D51-B305-F718D7EE4C27,5,1
 66657  Thailand St.,800495,FF294F62-CDD7-4558-B7C8-3235F90758DF,1,0
 41936 South Antarctica Ave.,176390,0A7566BF-C9D4-4240-AF2F-9BAE77E5C782,4,1
 83511  Chile Ave.,815591,3A5BB08D-8114-46E7-A285-CE8CAEC074D7,2,0
 54842 North Bhutan Ln.,472304,1EAC634E-A348-4039-A657-FCEC7982FF49,2,1
 12832 East Connellsville Ave.,214694,335D2281-C248-4BCE-AAEF-1A78116CCE5A,3,1
 26117 East China Blvd.,359798,802471AA-987A-4BFA-9012-F641583301BA,1,1
 25963 South Charleston Ct.,847319,529B3B98-082B-45D1-B836-F5A76B4F63C6,3,0
 72191 North Central African Republic St.,208499,21FD2176-893D-46C9-B363-BE192558912F,4,0
 68364  Sweden Ave.,527543,B01F34F7-8A7A-445E-98A4-114A47FB64C2,4,0
 90801 East Wallis and Futuna Ln.,899518,9E86BE4F-F145-48FD-B07A-6133A4234FBB,1,1
 24086  Cocos Keeling Islands Way,825848,31C84A6B-F562-4A6F-B2EE-00B9504B4E2A,2,0
 36106 South United Kingdom Ct.,334009,0B1558BE-BAA1-4A36-BB54-88EC862E1F56,4,0
 79182 West DuBois St.,673741,AF2E4E62-66D0-4344-A00C-093D1C74C603,4,1
 57863 East Ghana Ave.,320867,34D3B413-C452-40A9-AA34-B813BAF6543B,3,1
 42181 East Slovakia St.,884294,6810CA99-6BEB-4E3C-977E-76F26B484BA5,5,0
 39832 West Central African Republic St.,136221,5D5AEE5A-4F82-43A2-93DA-B9C7ECA90E58,4,0
 95646 East Grass Valley Way,871851,2B19787B-646F-454C-A791-0CC3E4526AF6,5,0
 7154 North Chula Vista Ave.,526548,8C004AA4-3376-4A41-BF8E-F3B92A93BB1A,1,1
 70169  Cyprus Ln.,706900,FE0C9F74-2B21-4BFA-9AA4-46D7F10FF428,4,1
 28699 South Belarus Ct.,121618,245E1840-3A94-42FD-AED7-63D1940C009E,3,0
 62786 West Brunei Darussalam Ave.,604173,5B3F7536-AD24-45A8-A0D3-5F3656956774,5,1
 75600 West China Ln.,209272,C20F3BB2-C4CD-4BD2-85CB-7A2BE1C28695,3,0
 88545 North Montserrat St.,812590,192C5483-10F3-413A-941E-FCB377750E9C,2,1
 12843 South Kuwait Ct.,232716,48095007-91D8-4073-AF0B-F4411798AB61,1,1
 8597 East Iran, Islamic Republic of Blvd.,215188,11DF84DD-3F27-4029-8811-02C6874E6455,4,1
 47459 West Brown Deer Blvd.,796094,17C08B2B-B763-4A84-B109-E3BD146C3A6C,2,0
 78678  Bermuda St.,233848,2774A814-A103-4F56-BB6F-F9F600B9E587,2,0
 52744 West Sierra Leone St.,508198,F53A765B-F96A-44B5-8F0A-FBFCC74509AF,2,1
 66106 East Chino Hills St.,132747,238D0354-3229-4767-81C5-C0CA83EBD74B,3,0
 56237 North Turkey St.,169794,7BBF5BDD-779B-415B-9113-C0C3E94EDDE4,2,0
 71171 East Greenland Ln.,464861,DCF6AE8D-5263-4AD5-BB16-715317ECB0B0,4,0
 27164  Andorra Ln.,94897,E314B6D3-DC84-464F-94E1-0517DB54211E,1,1
 58362 East Eau Claire Ln.,737493,2E3579DF-91F4-4799-8650-9082E41D2587,2,0
 77318 South Namibia Ct.,653677,2357047E-0392-4945-AFB5-1F9719CABF9B,3,0
 69020 West Jamaica Ave.,271596,1CE05421-129B-482E-9ED1-D85AB56C6FEB,5,0
 97291 South Anguilla St.,807867,077F4979-368B-4E83-922B-3C6D7C77EF6E,4,1
 72418 South Bandera Blvd.,358207,703E20CB-CA8C-44DE-BB4E-AA7888CC770F,4,0
 16441 West Fiji St.,729133,171C01C4-C5E6-4B7A-92AD-A7F52370424C,5,1
 33533 West Indonesia Ln.,857407,78FF9EB3-0950-4C65-88CC-64DAC8B7FA86,4,0
 50009 South Austria Way,185002,839B5D86-246A-4696-BCA1-AF137676ADD7,2,1
 88094 North Cambodia Blvd.,747474,3FC3B2A8-05BC-4DFF-A2DF-32347C831696,1,0
 9243 West Angola St.,765457,26DD967D-CF83-4176-A848-E8B1D581251C,3,1
 76026 East Kiribati Ln.,349333,E1DC197E-C96E-42D8-AE97-EA574DAE25F8,2,1
 92008 East Fort Worth Way,577333,3FF03650-FB57-4847-BF52-E3B61773FF3D,4,0
 52447  Azerbaijan Way,543504,7C9B8819-6BE5-4376-8F43-3CC86D07FD04,3,0
 16818  Meriden Ave.,686869,78B7C79F-CBFB-4EDF-BFE8-34EB71B3206A,2,0
 7965 North Barbados Ct.,537804,16404694-CCDD-4424-84D1-842B699167BD,1,1
 14510  France St.,741151,A4FE20E4-3B7E-4398-A8E7-8715E369ACF0,1,0
 18215 East Belarus Ln.,486752,29700E7D-2A19-4118-848D-57407CF8EBD0,2,1
 7276 North Mexico Blvd.,385425,59BE20FB-CAE0-4E59-9717-17C30F3EF1D1,4,1
 30010  Palestinian Territory, Occupied Way,806398,1FFFC57B-94DE-4BA9-BF61-BA6D6F5311F6,4,1
 2106 North Algeria Blvd.,502767,BFCF6E1F-CA20-47BC-A83D-24EB8E1DDDB9,1,0
 66686 North Peru St.,286973,8634A979-9E2B-4262-8A1F-00FB2957A21D,3,0
 34000 South French Southern Territories Ave.,319888,BBB0CB8E-F5E5-4CC9-A51E-685C041B5AA2,2,1
 30185 East Everett Way,755482,4477E536-BB2C-4801-8F54-D5A148385C3D,1,0
 74538 North Cook Islands Blvd.,142618,69D146A2-84E1-4A20-9133-F1A9637B72A3,4,1
 53261 West Guyana St.,456525,E737966B-9F22-4176-9B03-88C1DAA45BE9,5,0
 87255 West Saint Pierre and Miquelon Ct.,441316,3C569EBA-B6C2-406C-A4F8-D93C59EB1396,5,1
 35860 South Virgin Islands, U.S. Ln.,511937,A8241E0A-F48D-46EB-89A0-7DB0ED12927A,5,1
 55081  Turkmenistan Way,532286,EBDC0033-AD15-4074-9C95-70B3C68C8F27,3,1
 58894 South Apple Valley Ave.,609917,F3269627-E90A-4417-AE55-AA238B27EF46,3,0
 12369 North Idabel St.,621101,43CA601E-3070-4C1F-AA29-BC448F8A15C5,1,0
 11322 East Azerbaijan Ave.,806634,94817D4D-C092-41C7-91CD-F0BDECACFD1D,2,1
 27541  Reunion Way,453995,BED3AB87-900F-436E-B585-489D87C45137,4,0
 29001  Iowa City Way,271806,6C892D1D-3943-4728-8CD0-78BE1A1DA853,3,1
 61460  Cody Ln.,758945,14B4F185-B8CD-4B73-BFF5-6129D97240FB,3,1
 98791 South Bowie Ln.,887388,80390D79-6405-4EA2-9297-1A71A90DF6FB,5,1
 56354 South Japan Ave.,426768,F3C91446-934A-492B-A878-A714A30801C0,3,0
 88520  New Zealand Ave.,424634,7888CD5B-736B-43F8-84F2-2EEFBDB19721,1,0
 10716 West Cocos Keeling Islands Ln.,832109,C5FDACB7-4E74-4001-BEEC-F2E12CD2D6A4,3,1
 92095  Brunei Darussalam Way,488317,883B0167-08E3-42AD-8AAC-EF4EAB34536B,5,1
 67088 East Kazakhstan St.,215755,498EAA28-34C8-405A-8EBC-0F674C84FB0E,4,0
 14688  Lebanon St.,800826,67FCF825-7836-405A-BDCB-0361CFD132CA,1,1
 26124 South Gardena Way,393179,D41C56C0-97F0-4B96-B9CE-A5ADEB6D4497,3,0
 92614  Palau Ln.,562365,4A7F5526-A8C2-41BC-8977-B99540640B35,3,0
 54662 South United Kingdom Ave.,709618,EA316589-9F74-4516-8A18-E68131D97692,4,0
 30321 North Comoros Blvd.,119400,C5A2E1C9-90D2-47D3-B15D-8E5A7634CEE8,3,1
 30151 North Arcadia Ln.,804671,0A654743-E6FB-4A74-B0ED-6C92DF0419C9,1,0
 35736 South Bosnia and Herzegovina St.,407389,DED0FA82-005F-484F-83D2-9D93E384CDAC,5,1
 44360 North Elizabeth City St.,685390,76D67218-2A51-4FC4-9E4F-DC5875BF4025,1,1
 42080 North Saint Helena Ave.,335117,9C393DD4-AA9E-4D80-87A7-4AF9BE80BD79,5,0
 22050 East Honduras St.,521821,460CEEDE-04FA-4282-B96F-F129D55E5B84,4,1
 52782 North Azerbaijan Ln.,542419,1AA2C843-2703-4AA2-A940-2D903ADFB817,1,1
 47733 East Brownsville Blvd.,802540,4D8E251B-8F91-458D-8433-6CE3BF785C84,2,0
 48129 North Japan Blvd.,275269,07568A8E-DB53-4769-82D3-2C053CBB8D12,1,1
 78419 West Jenks Way,758991,EDCB79AE-E890-4E7D-83B1-83B9B164084E,4,1
 76597  Hungary Ave.,496460,CB4E8045-FE2D-4854-9297-CBCF87D53CED,5,1
 52134 West Bartlesville St.,488521,59B0186A-591D-4765-9413-CB87F02F047A,4,0
 79258 West Libyan Arab Jamahiriya Blvd.,602869,FAE99264-FB3E-4CC9-871E-E20C12A95EF2,3,0
 47349 North Aspen Way,788254,DE3A2302-5B48-4956-B84F-002C4A1F30BC,4,0
 60631 North China Ave.,92892,803075F8-3F06-4C51-AD8E-5A28DBABE3A5,3,1
 30914  Erie St.,579861,D1CA3D76-EF6E-451D-A275-64CBF1F559C3,4,1
 6417 West Spain Ct.,755055,59E43AA1-F42F-4A87-B31E-DBABFEDFDA0D,1,0
 38532 West Bosnia and Herzegovina St.,862643,071C05AD-3560-4830-B11B-591568BC4F82,3,0
 45768 North Ketchikan Way,325333,A2BF51B8-D56D-4541-BAB0-ED7CCC3B190D,3,0
 40037 West Cairo Ln.,557958,22A0CC13-13A6-489A-A6F1-560EFCE44ED8,3,1
 90156  Columbus Ct.,270717,0B66EB35-1461-440B-91C1-DA0BC64E0DA2,1,0
 34793 East Sudan Ln.,198553,4049CF41-84C6-493E-BED1-5BF248086BFD,2,1
 51418 South Tokelau Blvd.,242542,90D7E333-3B84-49E0-8A59-844AF9870537,5,0
 44328  Botswana Way,573736,62304596-F2EC-4503-B0B7-65239B50AD8E,2,1
 69965 South Western Sahara Blvd.,540204,9310C90D-0CC0-4FC2-AD48-1D4BF3ACF171,2,1
 24682 North Kyrgyzstan St.,546127,AC52229F-FBE0-46D1-9C5F-572A0A05C6FE,3,0
 4648  Bangladesh St.,741881,114E4EBC-3F09-46DC-8B65-34263C290DB6,3,1
 98559 North Gaithersburg Blvd.,313539,A9E34ACC-82C1-4371-9A41-FA910941ADB9,5,1
 30836 West Brunei Darussalam Ct.,854239,19CD66B5-C721-4C57-9A3B-7CD8839B33CE,5,0
 21748 South Palau Ave.,323025,7802DB0C-4EC5-4FC2-9236-9C8F2F085761,2,0
 72923 West Barbados Ave.,474392,CE1827CE-0541-4940-A0BA-2E8FB093D820,5,1
 58953  Galveston Way,169313,395BEBF4-B8DC-47FD-B9E7-DA6F93D1CE08,1,0
 12335 West Saint Pierre and Miquelon St.,170075,14955941-8F27-4611-ACA2-5AA15D2DD58F,4,0
 25137 East Cameroon Blvd.,494854,B9CCAAB5-6418-463D-9537-14989C54AABA,5,0
 1709 East Jordan Ct.,394057,FF0F7177-80BA-4A43-BF05-BF76ABA23FF5,1,0
 93024 West Northampton Ave.,481222,5E3A2EDF-3A45-4190-8523-D24845F15934,5,1
 84255 East Kenya St.,869816,DEE31260-9121-4C89-8639-023051DD6938,1,1
 71100 South Madagascar Ln.,806833,337FAF05-7511-4423-AE42-1120A44D64A2,3,1
 7377 East Morgantown Ave.,515711,D5378C3F-AEC6-4450-80A5-32B9DB34FB18,2,1
 1298 South Peru St.,820813,D6FF01BE-E7DF-40FA-8376-4FDD64BB358F,1,0
 65977 North Durant Way,835720,193DCBA1-8A78-45F2-87B8-BE900FD2A8BC,4,0
 55433  Charlotte Ave.,480764,F7817977-8C87-43AF-842A-7041DBECEC82,3,0
 29873 West Orangeburg St.,712098,00461999-D6C5-438E-9ABF-F44841E65397,2,1
 38340  Fall River Ln.,603454,7CBDD1C6-BC96-4B4E-B47F-E9077971B3AB,1,1
 10585 South United Arab Emirates Ave.,803222,60C85497-F2D7-4703-A920-EA39B81DAC24,3,0
 72488  Downey Blvd.,653099,95F2B411-800C-4FD4-9D1F-F78302419BCB,5,0
 49024 South Costa Rica Way,177178,C4FD04E9-7E38-440E-B175-BFBFFA21EC7C,1,0
 45823  South Africa Blvd.,517275,45CCDCDC-E327-40BC-BEAE-1ACA1B8179CC,3,0
 68200 East Clemson Ave.,216199,277A7717-FD9E-4C13-904B-A48BA6B9BD49,3,0
 89787  Eureka Blvd.,897665,C272A4F2-6067-4D41-8E75-3FD814D86BFF,2,1
 28448 East Jamaica Ln.,655158,705F4C28-0E97-4C79-862C-6B75A5BCDCC0,4,1
 48979 East Clearwater Ct.,252048,741640AF-7FB8-4333-BCB1-EBE389CB8364,2,1
 68494  Myanmar Blvd.,104845,B2F59829-7E95-4A53-97A2-D719CE2EF6DD,5,0
 9526  Solomon Islands Way,811721,8186B30A-F3D2-4BF6-AF84-677EF1FFBAB8,4,1
 72446 West Charleston St.,620085,24F3768F-BC1D-4C72-B36C-1A71279F5429,2,1
 55837 West Fairmont Ct.,653642,16CF95AE-EBDA-423D-AED1-E034CFCD7EF5,4,0
 91761 North Eritrea Ct.,668770,BC9DE835-B574-424C-8880-FBD1457E1178,1,1
 79115  Paraguay Ln.,359193,E74A1260-67D8-4372-A960-EF5606C44E6D,5,1
 24851 North Turks and Caicos Islands Ave.,227425,E1636A1E-DF90-4E14-8355-877573819157,3,1
 74646 North Germany Ave.,227365,E2041837-4864-4F3E-8055-6769DD117F35,1,0
 70565 North Uzbekistan Ave.,545786,9E6FAC73-2A7A-4E08-828B-CEDFD5ED11D1,4,1
 69194 North Somalia St.,410484,D2098541-5B37-4CBF-B252-E80538F8B41A,2,1
 37693 North Anguilla Ln.,873880,9BF1A39D-D861-4375-A62B-46BB70FB9109,3,0
 61695 East Frederick Ct.,665946,84246AC2-CCC7-4087-AF17-E183E2CA8503,5,0
 8013 West Albania Ln.,147076,C396632B-01C1-4C02-8754-48790CBF910F,4,0
 19 East Greensboro Ct.,748576,AE18E12A-B9CF-4CD7-A579-4BAB26C412E0,3,0
 24181 South Malaysia Way,496789,3FAF40E8-C24D-4095-9551-C7D76BCE3573,5,1
 35249  Cary Blvd.,298199,912EC36E-ECD4-43D8-B526-BF3BA0230D82,1,1
 84814 West Cocos Keeling Islands Blvd.,667320,E04BE84A-3A5E-400D-A8F4-15B143112ABA,2,0
