NUMOFERTA, IDOPERADOR, IDLUGAR, TIPOLUGAR, HABILITADA, FECHAINICIAL, FECHAFINAL, PRECIO
 17081,17081,17081,habitación vivienda universitaria,0,16/02/2018,13/11/2019,3365728
 17082,17082,17082,habitación hotel,0,15/01/2018,31/08/2018,845941
 17083,17083,17083,habitación vivienda universitaria,1,22/11/2019,04/01/2019,2397255
 17084,17084,17084,suite vivienda universitaria,1,16/05/2018,16/05/2020,1189383
 17085,17085,17085,vivienda,0,11/08/2018,22/10/2018,2616738
 17086,17086,17086,habitación vivienda universitaria,1,18/04/2020,10/08/2018,3030410
 17087,17087,17087,habitación vivienda ,0,03/09/2019,01/02/2018,1478816
 17088,17088,17088,habitación vivienda universitaria,1,19/11/2018,10/10/2018,2609313
 17089,17089,17089,habitación hostal,0,01/10/2018,22/12/2018,3801858
 17090,17090,17090,suite hotel,0,26/03/2019,09/04/2019,2711266
 17091,17091,17091,habitación vivienda ,0,09/10/2019,11/01/2018,727761
 17092,17092,17092,suite vivienda universitaria,1,15/11/2018,18/03/2020,2869023
 17093,17093,17093,suite hotel,0,01/08/2019,14/03/2019,1539772
 17094,17094,17094,suite vivienda universitaria,1,07/02/2019,10/06/2019,923245
 17095,17095,17095,habitación hotel,1,05/09/2019,28/05/2019,3194730
 17096,17096,17096,habitación hotel,0,03/07/2019,29/10/2018,2822447
 17097,17097,17097,habitación hotel,1,08/11/2019,02/01/2018,853918
 17098,17098,17098,habitación vivienda ,0,30/04/2020,31/12/2019,2689589
 17099,17099,17099,habitación vivienda universitaria,1,12/04/2018,07/03/2020,1793291
 17100,17100,17100,habitación hotel,0,09/12/2019,26/10/2019,2940595
 17101,17101,17101,habitación vivienda ,0,09/01/2019,09/05/2020,3175163
 17102,17102,17102,vivienda,0,30/07/2019,07/11/2019,2680566
 17103,17103,17103,habitación vivienda universitaria,0,18/02/2019,05/02/2018,2847432
 17104,17104,17104,habitación vivienda universitaria,0,12/03/2018,13/02/2019,1364569
 17105,17105,17105,habitación hotel,1,04/12/2019,15/01/2018,2167146
 17106,17106,17106,habitación vivienda ,0,14/03/2018,05/09/2018,1756667
 17107,17107,17107,vivienda,0,07/12/2018,16/07/2019,3618099
 17108,17108,17108,habitación hostal,1,01/05/2018,16/03/2020,346727
 17109,17109,17109,habitación vivienda ,1,22/09/2018,31/08/2018,227878
 17110,17110,17110,habitación hotel,0,20/09/2018,25/01/2019,2930520
 17111,17111,17111,habitación hostal,1,25/03/2020,04/06/2018,3280442
 17112,17112,17112,suite hotel,1,26/05/2019,21/06/2018,3593212
 17113,17113,17113,suite hotel,0,04/04/2020,14/11/2018,1197048
 17114,17114,17114,habitación hostal,1,23/01/2018,25/12/2019,1667753
 17115,17115,17115,habitación vivienda universitaria,1,12/03/2020,07/06/2018,1462586
 17116,17116,17116,habitación hostal,0,11/02/2018,15/04/2020,3587431
 17117,17117,17117,habitación vivienda universitaria,0,14/05/2019,13/07/2018,2490362
 17118,17118,17118,habitación hotel,0,06/11/2018,25/03/2018,1542673
 17119,17119,17119,suite hotel,1,23/12/2018,28/07/2018,3504708
 17120,17120,17120,habitación hotel,0,02/01/2019,25/07/2018,416796
 17121,17121,17121,suite vivienda universitaria,0,19/06/2018,13/09/2019,143257
 17122,17122,17122,habitación hostal,1,01/07/2018,21/03/2020,574457
 17123,17123,17123,vivienda,1,14/10/2019,31/08/2018,981510
 17124,17124,17124,habitación hotel,1,09/10/2018,24/06/2019,2417508
 17125,17125,17125,habitación vivienda ,1,09/04/2018,25/04/2019,2960128
 17126,17126,17126,habitación vivienda ,1,22/03/2018,04/12/2019,3667629
 17127,17127,17127,vivienda,1,01/03/2018,11/04/2020,1536651
 17128,17128,17128,suite hotel,0,09/01/2018,18/01/2018,3228507
 17129,17129,17129,habitación vivienda ,0,27/02/2020,13/04/2018,305192
 17130,17130,17130,suite vivienda universitaria,0,27/04/2019,19/05/2020,124822
 17131,17131,17131,habitación vivienda ,0,28/08/2018,22/02/2018,3121576
 17132,17132,17132,habitación vivienda ,1,09/09/2019,22/02/2020,2421145
 17133,17133,17133,habitación vivienda ,0,05/02/2018,12/09/2018,2069245
 17134,17134,17134,suite hotel,0,09/01/2019,12/05/2020,607431
 17135,17135,17135,habitación vivienda ,1,10/06/2018,08/08/2018,2177902
 17136,17136,17136,habitación vivienda ,1,10/09/2019,20/10/2019,2492490
 17137,17137,17137,habitación vivienda universitaria,0,22/07/2018,11/11/2018,483822
 17138,17138,17138,suite hotel,1,03/10/2018,02/12/2018,1582398
 17139,17139,17139,habitación vivienda ,0,27/12/2018,01/02/2020,3512231
 17140,17140,17140,habitación hostal,1,07/08/2019,19/03/2020,542590
 17141,17141,17141,habitación vivienda universitaria,0,24/07/2018,19/08/2019,3231333
 17142,17142,17142,habitación vivienda universitaria,1,19/09/2018,31/01/2020,3902197
 17143,17143,17143,vivienda,1,05/05/2018,18/01/2019,3186904
 17144,17144,17144,habitación hostal,0,14/11/2019,19/04/2019,310104
 17145,17145,17145,habitación hotel,1,06/09/2018,20/08/2019,2148945
 17146,17146,17146,suite vivienda universitaria,0,02/02/2020,20/02/2020,926200
 17147,17147,17147,habitación hotel,1,19/06/2018,24/12/2019,3937088
 17148,17148,17148,suite vivienda universitaria,1,23/04/2020,18/01/2020,774031
 17149,17149,17149,vivienda,0,17/06/2018,07/04/2020,2652713
 17150,17150,17150,suite hotel,1,15/11/2019,28/01/2018,1873993
 17151,17151,17151,habitación vivienda ,0,03/05/2020,21/08/2019,3859753
 17152,17152,17152,habitación hostal,1,21/04/2018,28/02/2019,906084
 17153,17153,17153,habitación vivienda universitaria,0,21/09/2018,03/01/2019,1783924
 17154,17154,17154,suite hotel,0,08/11/2018,12/06/2018,1253359
 17155,17155,17155,vivienda,0,31/08/2018,27/04/2019,1425978
 17156,17156,17156,habitación hostal,0,08/02/2019,17/01/2020,724735
 17157,17157,17157,suite hotel,1,15/05/2019,19/05/2020,3449598
 17158,17158,17158,habitación hostal,1,03/08/2018,23/10/2019,3046881
 17159,17159,17159,vivienda,1,04/01/2020,06/04/2020,248836
 17160,17160,17160,suite hotel,0,20/08/2019,12/11/2018,3857692
 17161,17161,17161,suite hotel,1,06/04/2020,09/05/2018,1755584
 17162,17162,17162,suite hotel,0,18/01/2019,06/05/2020,3059868
 17163,17163,17163,habitación vivienda universitaria,1,24/01/2018,11/09/2018,3053140
 17164,17164,17164,vivienda,1,13/07/2018,29/06/2018,2750583
 17165,17165,17165,vivienda,0,19/03/2019,09/12/2018,395732
 17166,17166,17166,suite hotel,0,17/12/2018,07/05/2019,970162
 17167,17167,17167,suite vivienda universitaria,0,27/09/2018,06/06/2019,1255809
 17168,17168,17168,habitación hotel,1,18/11/2019,25/01/2019,2665138
 17169,17169,17169,habitación vivienda universitaria,0,19/11/2019,09/12/2018,701669
 17170,17170,17170,suite hotel,1,19/05/2020,18/01/2018,485444
 17171,17171,17171,habitación hotel,1,18/05/2019,23/06/2019,3313553
 17172,17172,17172,suite vivienda universitaria,1,03/05/2019,02/07/2018,3613730
 17173,17173,17173,habitación hotel,1,10/04/2018,17/02/2018,2137689
 17174,17174,17174,suite hotel,1,04/02/2018,04/04/2018,1539991
 17175,17175,17175,habitación hostal,0,16/05/2019,13/01/2018,756235
 17176,17176,17176,suite vivienda universitaria,0,13/01/2020,31/07/2018,3656203
 17177,17177,17177,habitación hostal,1,25/01/2020,02/02/2020,1790492
 17178,17178,17178,habitación vivienda ,0,22/02/2020,21/04/2018,2918976
 17179,17179,17179,suite hotel,0,27/12/2019,21/11/2018,3977110
 17180,17180,17180,habitación hostal,0,28/04/2020,24/05/2019,1515819
 17181,17181,17181,vivienda,1,08/11/2018,18/12/2019,1142396
 17182,17182,17182,vivienda,0,18/04/2020,19/04/2018,3314946
 17183,17183,17183,suite hotel,0,03/10/2018,25/02/2019,3279992
 17184,17184,17184,habitación vivienda universitaria,0,17/06/2019,20/03/2020,2978811
 17185,17185,17185,suite vivienda universitaria,1,05/10/2019,15/01/2018,2736395
 17186,17186,17186,vivienda,0,05/04/2018,10/12/2019,3206038
 17187,17187,17187,suite hotel,0,02/08/2018,19/04/2018,3665293
 17188,17188,17188,habitación vivienda universitaria,0,15/05/2020,09/02/2020,2217512
 17189,17189,17189,habitación vivienda universitaria,0,25/08/2018,23/05/2020,159064
 17190,17190,17190,habitación hotel,0,02/04/2020,14/01/2020,2255785
 17191,17191,17191,habitación hotel,1,25/12/2019,06/10/2018,1973852
 17192,17192,17192,habitación vivienda ,0,05/08/2018,03/04/2020,2213043
 17193,17193,17193,habitación vivienda ,1,28/12/2018,02/10/2018,1254523
 17194,17194,17194,habitación vivienda universitaria,1,10/09/2018,02/10/2018,1876300
 17195,17195,17195,suite hotel,1,22/03/2018,17/08/2018,3464595
 17196,17196,17196,vivienda,0,29/01/2020,13/01/2019,1831892
 17197,17197,17197,suite hotel,0,23/05/2018,21/04/2018,717481
 17198,17198,17198,suite hotel,1,05/05/2018,20/03/2019,231635
 17199,17199,17199,habitación vivienda ,0,09/02/2018,27/02/2020,2864862
 17200,17200,17200,habitación hotel,0,02/11/2019,01/03/2019,1375142
 17201,17201,17201,habitación hostal,0,30/09/2019,19/05/2019,2483354
 17202,17202,17202,habitación hotel,1,04/05/2018,23/07/2018,1838338
 17203,17203,17203,vivienda,0,09/09/2019,08/01/2018,1571693
 17204,17204,17204,suite vivienda universitaria,0,08/01/2020,27/10/2019,3436424
 17205,17205,17205,habitación hostal,1,06/02/2019,26/02/2018,483067
 17206,17206,17206,vivienda,0,04/02/2019,19/04/2020,2117210
 17207,17207,17207,habitación hostal,1,04/02/2018,15/06/2019,1314441
 17208,17208,17208,habitación hotel,0,12/01/2019,09/04/2018,480294
 17209,17209,17209,suite vivienda universitaria,0,10/09/2018,27/04/2018,1610359
 17210,17210,17210,suite vivienda universitaria,0,29/09/2018,30/06/2018,680670
 17211,17211,17211,suite vivienda universitaria,0,18/02/2018,09/10/2018,2502322
 17212,17212,17212,vivienda,1,05/07/2019,18/01/2020,3972282
 17213,17213,17213,suite vivienda universitaria,1,29/01/2018,20/11/2018,385329
 17214,17214,17214,suite vivienda universitaria,1,27/03/2018,24/11/2019,789802
 17215,17215,17215,vivienda,0,24/01/2018,08/05/2020,2060949
 17216,17216,17216,suite hotel,1,22/03/2020,18/04/2020,2585110
 17217,17217,17217,habitación hostal,0,09/02/2018,23/10/2018,1844739
 17218,17218,17218,habitación vivienda universitaria,1,31/12/2018,28/11/2018,374544
 17219,17219,17219,habitación hotel,1,14/08/2018,02/05/2020,2556959
 17220,17220,17220,habitación hotel,1,19/12/2019,21/03/2019,2904614
 17221,17221,17221,suite hotel,1,23/01/2020,22/01/2019,2130550
 17222,17222,17222,habitación hostal,1,09/03/2020,21/01/2018,2038641
 17223,17223,17223,suite vivienda universitaria,0,04/05/2020,10/12/2019,428790
 17224,17224,17224,suite hotel,0,31/03/2020,17/10/2019,2781599
 17225,17225,17225,habitación hotel,1,02/09/2018,23/01/2019,886002
 17226,17226,17226,habitación hostal,0,16/02/2018,10/06/2018,2064996
 17227,17227,17227,suite hotel,1,07/05/2018,08/01/2019,2780659
 17228,17228,17228,habitación hotel,1,02/03/2019,22/07/2019,469269
 17229,17229,17229,habitación vivienda ,0,02/08/2018,08/08/2018,489212
 17230,17230,17230,habitación vivienda universitaria,1,01/07/2019,25/11/2019,1961863
 17231,17231,17231,suite hotel,1,15/03/2018,31/12/2019,367468
 17232,17232,17232,habitación hotel,1,01/03/2018,08/03/2019,2051844
 17233,17233,17233,suite vivienda universitaria,0,12/07/2019,09/12/2019,3461215
 17234,17234,17234,vivienda,1,24/07/2018,14/05/2018,3796644
 17235,17235,17235,habitación hostal,0,12/09/2019,10/05/2018,2347762
 17236,17236,17236,habitación vivienda universitaria,1,07/12/2018,27/03/2019,2975535
 17237,17237,17237,habitación hostal,1,05/01/2018,20/08/2019,1985263
 17238,17238,17238,suite vivienda universitaria,0,19/03/2018,26/10/2018,207075
 17239,17239,17239,suite hotel,0,28/12/2018,20/10/2019,2347691
 17240,17240,17240,habitación vivienda universitaria,1,17/02/2020,24/11/2018,2132827
 17241,17241,17241,habitación vivienda universitaria,0,18/06/2019,28/08/2019,3083460
 17242,17242,17242,vivienda,0,17/10/2019,01/04/2020,3121488
 17243,17243,17243,suite vivienda universitaria,0,07/02/2018,31/01/2020,2542058
 17244,17244,17244,suite hotel,0,25/04/2020,07/06/2019,1571803
 17245,17245,17245,habitación vivienda ,0,23/03/2019,01/07/2019,940521
 17246,17246,17246,habitación hotel,0,15/02/2018,01/07/2019,1259270
 17247,17247,17247,habitación hotel,0,09/03/2020,29/09/2019,1943730
 17248,17248,17248,vivienda,1,09/01/2018,09/05/2018,3154310
 17249,17249,17249,suite vivienda universitaria,0,03/02/2019,21/05/2019,701607
 17250,17250,17250,habitación vivienda ,0,25/08/2018,18/04/2020,2148718
 17251,17251,17251,habitación hotel,1,04/07/2018,12/12/2018,3575784
 17252,17252,17252,habitación hotel,1,11/04/2020,13/01/2018,2753439
 17253,17253,17253,habitación hotel,1,21/12/2018,29/03/2018,646565
 17254,17254,17254,suite hotel,1,28/11/2018,23/05/2019,2534809
 17255,17255,17255,habitación hotel,0,14/04/2020,14/08/2018,3034274
 17256,17256,17256,vivienda,1,13/01/2020,05/12/2018,1104981
 17257,17257,17257,habitación vivienda universitaria,1,28/03/2020,17/02/2020,1578884
 17258,17258,17258,habitación vivienda universitaria,0,13/04/2020,03/06/2018,3838646
 17259,17259,17259,suite vivienda universitaria,0,20/04/2019,14/06/2019,835263
 17260,17260,17260,suite hotel,0,09/07/2018,05/09/2018,165952
 17261,17261,17261,habitación vivienda universitaria,1,02/03/2019,09/05/2019,1843179
 17262,17262,17262,habitación hotel,1,23/09/2019,01/04/2019,3217612
 17263,17263,17263,habitación vivienda ,0,26/05/2019,29/04/2018,3484225
 17264,17264,17264,vivienda,1,06/09/2019,28/07/2019,3674063
 17265,17265,17265,habitación hotel,0,17/02/2020,11/10/2018,2561353
 17266,17266,17266,habitación vivienda universitaria,1,30/11/2019,29/07/2018,570560
 17267,17267,17267,vivienda,0,22/10/2018,31/03/2018,2703350
 17268,17268,17268,habitación hostal,0,05/03/2019,06/09/2018,2478503
 17269,17269,17269,habitación vivienda universitaria,0,10/04/2018,02/09/2018,1987971
 17270,17270,17270,vivienda,1,23/05/2019,23/02/2019,3634230
 17271,17271,17271,habitación hotel,1,21/10/2019,25/07/2019,2041248
 17272,17272,17272,habitación vivienda universitaria,0,06/09/2018,14/09/2019,723519
 17273,17273,17273,habitación hostal,1,19/09/2018,16/05/2020,93058
 17274,17274,17274,habitación vivienda ,0,07/03/2020,10/05/2019,1660749
 17275,17275,17275,habitación hotel,0,28/02/2019,26/12/2019,3839990
 17276,17276,17276,habitación vivienda ,0,15/10/2018,16/11/2019,1760475
 17277,17277,17277,habitación hostal,0,09/10/2018,30/11/2019,1461736
 17278,17278,17278,habitación hostal,1,24/08/2018,28/12/2018,2408636
 17279,17279,17279,habitación hostal,0,29/11/2018,16/11/2018,1564256
 17280,17280,17280,suite vivienda universitaria,1,05/09/2018,05/11/2019,934729
 17281,17281,17281,suite hotel,1,10/10/2018,19/03/2020,234581
 17282,17282,17282,habitación hostal,0,16/02/2019,16/12/2019,3332158
 17283,17283,17283,suite hotel,1,10/01/2020,23/05/2020,2699352
 17284,17284,17284,suite vivienda universitaria,1,10/03/2020,23/06/2018,3473564
 17285,17285,17285,suite vivienda universitaria,1,08/05/2019,21/06/2019,2943124
 17286,17286,17286,habitación vivienda universitaria,1,20/04/2019,09/07/2019,3023225
 17287,17287,17287,suite vivienda universitaria,0,28/01/2018,13/09/2018,303099
 17288,17288,17288,suite vivienda universitaria,0,13/01/2019,05/03/2019,2310448
 17289,17289,17289,vivienda,0,26/02/2019,29/09/2018,1820827
 17290,17290,17290,habitación hotel,0,28/10/2018,29/07/2018,1979406
 17291,17291,17291,habitación vivienda universitaria,0,22/10/2018,08/03/2018,333308
 17292,17292,17292,habitación vivienda universitaria,0,03/01/2019,23/09/2018,3779628
 17293,17293,17293,habitación hotel,0,27/05/2018,16/06/2019,1234837
 17294,17294,17294,suite hotel,1,24/02/2020,25/02/2019,1962910
 17295,17295,17295,habitación hotel,0,09/02/2020,26/08/2019,3792634
 17296,17296,17296,vivienda,0,09/12/2018,24/09/2019,575085
 17297,17297,17297,suite vivienda universitaria,0,23/04/2018,21/01/2019,2265239
 17298,17298,17298,habitación hotel,0,07/07/2018,15/08/2019,612152
 17299,17299,17299,habitación hostal,0,16/10/2018,01/12/2018,2999711
 17300,17300,17300,habitación hotel,1,29/12/2019,07/12/2019,1584326
 17301,17301,17301,habitación vivienda ,1,30/06/2019,05/10/2018,756849
 17302,17302,17302,suite hotel,0,02/04/2018,22/09/2019,3030635
 17303,17303,17303,suite hotel,1,28/05/2019,02/04/2019,699491
 17304,17304,17304,habitación hotel,0,05/04/2020,11/12/2019,3199079
 17305,17305,17305,suite hotel,1,01/11/2019,28/08/2019,2551011
 17306,17306,17306,suite hotel,1,10/05/2018,01/09/2019,2860370
 17307,17307,17307,habitación hotel,1,14/07/2019,15/07/2019,1560341
 17308,17308,17308,habitación hotel,1,18/01/2019,20/01/2019,2348612
 17309,17309,17309,habitación vivienda universitaria,0,30/11/2019,08/03/2018,2088680
 17310,17310,17310,habitación vivienda universitaria,1,19/02/2020,22/01/2019,2625008
 17311,17311,17311,habitación hostal,1,14/02/2020,10/07/2019,2601992
 17312,17312,17312,habitación hostal,1,02/05/2018,27/02/2020,479218
 17313,17313,17313,suite hotel,1,02/01/2020,24/05/2020,3233834
 17314,17314,17314,suite hotel,1,14/04/2020,10/04/2018,3343800
 17315,17315,17315,habitación vivienda ,0,16/09/2019,14/05/2018,2776763
 17316,17316,17316,habitación hostal,0,23/05/2019,30/04/2020,1999222
 17317,17317,17317,habitación vivienda universitaria,1,16/04/2020,04/07/2019,2245257
 17318,17318,17318,suite vivienda universitaria,1,20/05/2018,13/10/2018,514851
 17319,17319,17319,habitación vivienda universitaria,0,04/08/2018,26/07/2018,1235186
 17320,17320,17320,suite hotel,0,28/12/2019,22/01/2020,3430874
 17321,17321,17321,vivienda,0,12/04/2019,24/07/2019,3757953
 17322,17322,17322,habitación hotel,0,11/03/2018,28/07/2019,493203
 17323,17323,17323,habitación hotel,1,16/06/2019,31/05/2019,190819
 17324,17324,17324,habitación vivienda universitaria,1,11/02/2019,27/07/2019,3697386
 17325,17325,17325,habitación vivienda universitaria,1,27/04/2019,25/04/2019,1378023
 17326,17326,17326,suite hotel,1,20/03/2019,14/09/2018,2275806
 17327,17327,17327,suite vivienda universitaria,0,24/12/2018,19/10/2018,3986654
 17328,17328,17328,habitación hostal,1,07/08/2018,06/12/2018,1868469
 17329,17329,17329,suite hotel,0,24/06/2019,22/04/2019,3910331
 17330,17330,17330,suite hotel,0,29/11/2019,05/07/2019,824264
 17331,17331,17331,suite hotel,0,15/12/2018,11/10/2018,386424
 17332,17332,17332,vivienda,0,18/03/2018,15/03/2019,3348169
 17333,17333,17333,vivienda,1,17/05/2019,08/09/2018,2249869
 17334,17334,17334,suite vivienda universitaria,0,12/03/2018,06/03/2018,202641
 17335,17335,17335,habitación hostal,1,28/03/2020,09/07/2018,560350
 17336,17336,17336,habitación vivienda universitaria,1,08/06/2019,01/08/2019,946113
 17337,17337,17337,vivienda,1,30/07/2019,29/07/2019,522927
 17338,17338,17338,habitación vivienda ,1,19/03/2018,02/01/2020,2962353
 17339,17339,17339,habitación hostal,1,20/04/2020,30/09/2018,3253805
 17340,17340,17340,vivienda,1,13/10/2018,06/02/2020,741372
 17341,17341,17341,suite vivienda universitaria,0,26/05/2018,13/12/2018,3575192
 17342,17342,17342,suite hotel,0,30/07/2019,03/09/2018,1255845
 17343,17343,17343,vivienda,1,11/12/2018,13/04/2020,3867734
 17344,17344,17344,suite vivienda universitaria,1,21/10/2018,03/05/2019,2970615
