ID,TIPO,NOMBRE
12753,Miembro comunidad,SisTrans
12754,Hotel,Unal
12755,Hotel,Operaciones b
12756,Hotel,SeneK
12757,vecino,Panamericana
12758,Hostal,SeneK
12759,Miembro comunidad,Panamericana
12760,Miembro comunidad,Panamericana
12761,Hostal,Uni
12762,Hotel,Unal
12763,Hotel,City U 
12764,Hotel,El sol
12765,Hotel,Hilton
12766,Hostal,Panamericana
12767,Hotel,Livin
12768,Miembro comunidad,Avianca
12769,Hotel,Operaciones b
12770,vecino,El Mono
12771,Empreza vivienda univercitaria,Tostao
12772,Empreza vivienda univercitaria,Tostao
12773,Miembro comunidad,SeneK
12774,vecino,Uni
12775,Hotel,Unal
12776,vecino,Livin
12777,Hostal,Unal
12778,Hotel,Uni
12779,Miembro comunidad,City U 
12780,Hostal,El sol
12781,Hostal,SisTrans
12782,Miembro comunidad,City U 
12783,Hostal,SeneK
12784,Hostal,SisTrans
12785,Hotel,City U 
12786,Hotel,Unal
12787,vecino,El Mono
12788,Hostal,Panamericana
12789,Hostal,City U 
12790,Miembro comunidad,Panamericana
12791,Hotel,SisTrans
12792,Empreza vivienda univercitaria,Avianca
12793,Empreza vivienda univercitaria,El sol
12794,Hostal,Uni
12795,vecino,El sol
12796,Miembro comunidad,Operaciones b
12797,Miembro comunidad,El Mono
12798,vecino,Unal
12799,Empreza vivienda univercitaria,Avianca
12800,vecino,El sol
12801,vecino,Tostao
12802,vecino,City U 
12803,vecino,Panamericana
12804,Hotel,Uni
12805,Miembro comunidad,SisTrans
12806,Miembro comunidad,SeneK
12807,Empreza vivienda univercitaria,Operaciones b
12808,Hotel,SisTrans
12809,Miembro comunidad,City U 
12810,Miembro comunidad,City U 
12811,Hostal,SisTrans
12812,Miembro comunidad,Panamericana
12813,Hotel,SeneK
12814,Miembro comunidad,Hilton
12815,vecino,Tostao
12816,vecino,Unal
12817,Hostal,SisTrans
12818,Hotel,Tostao
12819,Hostal,El sol
12820,vecino,Operaciones b
12821,Hotel,Livin
12822,Hostal,Unal
12823,Empreza vivienda univercitaria,Operaciones b
12824,Miembro comunidad,Uni
12825,vecino,City U 
12826,Hotel,Unal
12827,Miembro comunidad,El sol
12828,Hostal,Operaciones b
12829,Hotel,SeneK
12830,Miembro comunidad,City U 
12831,Hotel,El Mono
12832,Empreza vivienda univercitaria,SeneK
12833,Miembro comunidad,Tostao
12834,vecino,SeneK
12835,Hotel,El sol
12836,Miembro comunidad,El Mono
12837,vecino,Avianca
12838,Hostal,Hilton
12839,Miembro comunidad,City U 
12840,Hotel,City U 
12841,Hotel,El Mono
12842,Hostal,Uni
12843,Hotel,Hilton
12844,Empreza vivienda univercitaria,Unal
12845,vecino,El Mono
12846,Miembro comunidad,El sol
12847,Miembro comunidad,SisTrans
12848,Miembro comunidad,Panamericana
12849,Hotel,Operaciones b
12850,vecino,El sol
12851,Empreza vivienda univercitaria,Uni
12852,Hostal,Uni
12853,Miembro comunidad,El Mono
12854,Empreza vivienda univercitaria,Hilton
12855,Miembro comunidad,El sol
12856,Miembro comunidad,Tostao
12857,Empreza vivienda univercitaria,El Mono
12858,Hostal,City U 
12859,Hotel,Unal
12860,vecino,City U 
12861,Miembro comunidad,City U 
12862,vecino,El sol
12863,Miembro comunidad,Panamericana
12864,Hostal,El sol
12865,Empreza vivienda univercitaria,Panamericana
12866,Hotel,City U 
12867,Miembro comunidad,SisTrans
12868,Empreza vivienda univercitaria,Unal
12869,vecino,SeneK
12870,Hotel,Unal
12871,Miembro comunidad,Uni
12872,Miembro comunidad,SeneK
12873,Miembro comunidad,El sol
12874,vecino,El Mono
12875,Hostal,City U 
12876,Empreza vivienda univercitaria,Operaciones b
12877,Empreza vivienda univercitaria,Avianca
12878,Empreza vivienda univercitaria,SisTrans
12879,vecino,SeneK
12880,Miembro comunidad,Unal
12881,Miembro comunidad,Unal
12882,Hotel,Unal
12883,Miembro comunidad,Hilton
12884,Miembro comunidad,Hilton
12885,Hotel,Panamericana
12886,Hostal,Avianca
12887,Hostal,Panamericana
12888,vecino,Tostao
12889,Empreza vivienda univercitaria,SisTrans
12890,Hotel,Panamericana
12891,Hostal,Hilton
12892,vecino,El Mono
12893,vecino,Uni
12894,Empreza vivienda univercitaria,SeneK
12895,Empreza vivienda univercitaria,Hilton
12896,Miembro comunidad,Avianca
12897,Hotel,Operaciones b
12898,Empreza vivienda univercitaria,Panamericana
12899,vecino,Tostao
12900,vecino,El Mono
12901,Miembro comunidad,Panamericana
12902,Empreza vivienda univercitaria,Unal
12903,vecino,Hilton
12904,Miembro comunidad,SisTrans
12905,Hostal,El Mono
12906,vecino,Panamericana
12907,Empreza vivienda univercitaria,City U 
12908,Miembro comunidad,Uni
12909,Hostal,SisTrans
12910,vecino,El sol
12911,Empreza vivienda univercitaria,Avianca
12912,vecino,Hilton
12913,vecino,Hilton
12914,vecino,City U 
12915,Hotel,Uni
12916,Hotel,Hilton
12917,vecino,El Mono
12918,vecino,Unal
12919,Hostal,Uni
12920,Miembro comunidad,SisTrans
12921,Hotel,SeneK
12922,vecino,Panamericana
12923,Hostal,Avianca
12924,Miembro comunidad,El Mono
12925,Hotel,Operaciones b
12926,Hostal,Avianca
12927,Hotel,Uni
12928,Empreza vivienda univercitaria,City U 
12929,vecino,El Mono
12930,vecino,Avianca
12931,vecino,Tostao
12932,Miembro comunidad,Panamericana
12933,Miembro comunidad,Operaciones b
12934,vecino,El sol
12935,Hostal,City U 
12936,Miembro comunidad,El Mono
12937,Miembro comunidad,Uni
12938,Hotel,Avianca
12939,Miembro comunidad,Operaciones b
12940,Hostal,City U 
12941,Hotel,City U 
12942,Empreza vivienda univercitaria,Livin
12943,Hostal,Hilton
12944,Miembro comunidad,Hilton
12945,Hotel,Avianca
12946,Empreza vivienda univercitaria,Hilton
12947,Empreza vivienda univercitaria,Panamericana
12948,Miembro comunidad,Panamericana
12949,vecino,Livin
12950,Hotel,El sol
12951,Hostal,El sol
12952,Hotel,Tostao
12953,vecino,City U 
12954,Miembro comunidad,Avianca
12955,Miembro comunidad,Unal
12956,Hotel,City U 
12957,vecino,City U 
12958,vecino,Avianca
12959,Hostal,El sol
12960,Hostal,Hilton
12961,Miembro comunidad,Operaciones b
12962,Hostal,El Mono
12963,Miembro comunidad,SisTrans
12964,Hostal,Uni
12965,vecino,El sol
12966,Hotel,Tostao
12967,Hostal,Panamericana
12968,Empreza vivienda univercitaria,Panamericana
12969,Hotel,SeneK
12970,vecino,Unal
12971,Miembro comunidad,Unal
12972,Hotel,Livin
12973,Hostal,El sol
12974,Empreza vivienda univercitaria,Livin
12975,vecino,City U 
12976,Hostal,Tostao
12977,Hostal,Uni
12978,Empreza vivienda univercitaria,Livin
12979,Miembro comunidad,Avianca
12980,vecino,El sol
12981,Hostal,Operaciones b
12982,vecino,City U 
12983,Hotel,Hilton
12984,vecino,Operaciones b
12985,Hostal,Tostao
12986,Miembro comunidad,Uni
12987,vecino,Panamericana
12988,Hostal,Avianca
12989,Empreza vivienda univercitaria,Uni
12990,Miembro comunidad,Livin
12991,vecino,City U 
12992,Hotel,Hilton
12993,Empreza vivienda univercitaria,SisTrans
12994,vecino,Unal
12995,Hostal,El sol
12996,Miembro comunidad,Tostao
12997,vecino,Avianca
12998,Hotel,Avianca
12999,vecino,Uni
13000,vecino,Panamericana
13001,Empreza vivienda univercitaria,Operaciones b
13002,vecino,Panamericana
13003,Miembro comunidad,City U 
13004,Miembro comunidad,Tostao
13005,Miembro comunidad,SisTrans
13006,Miembro comunidad,Panamericana
13007,Hostal,Uni
13008,vecino,City U 
13009,Empreza vivienda univercitaria,Operaciones b
13010,vecino,El Mono
13011,vecino,City U 
13012,Empreza vivienda univercitaria,SeneK
13013,Miembro comunidad,City U 
13014,Empreza vivienda univercitaria,Livin
13015,vecino,Avianca
13016,Miembro comunidad,El sol
13017,Hotel,El sol
13018,Empreza vivienda univercitaria,SisTrans
13019,Miembro comunidad,SisTrans
13020,Hostal,El Mono
13021,Hotel,El Mono
13022,Hotel,Hilton
13023,vecino,Tostao
13024,Empreza vivienda univercitaria,Tostao
13025,vecino,Operaciones b
13026,Miembro comunidad,Unal
13027,vecino,Operaciones b
13028,Hostal,El sol
13029,Hotel,City U 
13030,Hostal,Livin
13031,Hostal,El sol
13032,Hostal,SeneK
13033,Miembro comunidad,Avianca
13034,Empreza vivienda univercitaria,El sol
13035,Hotel,El Mono
13036,Miembro comunidad,Tostao
13037,vecino,Panamericana
13038,Empreza vivienda univercitaria,Hilton
13039,vecino,Uni
13040,Hotel,Avianca
13041,Hotel,SeneK
13042,Hotel,Hilton
13043,Hostal,Tostao
13044,Hotel,Tostao
13045,Hotel,City U 
13046,Miembro comunidad,Hilton
13047,Miembro comunidad,Unal
13048,Hostal,Operaciones b
13049,Hostal,Tostao
13050,Empreza vivienda univercitaria,Avianca
13051,Hostal,El sol
13052,Miembro comunidad,SisTrans
13053,Hotel,Livin
13054,Miembro comunidad,SisTrans
13055,vecino,Avianca
13056,Empreza vivienda univercitaria,Livin
13057,Hostal,Livin
13058,Miembro comunidad,City U 
13059,Hostal,SeneK
13060,Empreza vivienda univercitaria,El sol
13061,Empreza vivienda univercitaria,Uni
13062,Hotel,Livin
13063,Hostal,SisTrans
13064,Hotel,Unal
13065,Hotel,Panamericana
13066,vecino,Livin
13067,Hotel,City U 
13068,Hostal,City U 
13069,Hostal,Avianca
13070,Empreza vivienda univercitaria,Hilton
13071,Empreza vivienda univercitaria,Hilton
13072,Empreza vivienda univercitaria,Uni
13073,Hostal,City U 
13074,vecino,SisTrans
13075,Miembro comunidad,Avianca
13076,vecino,City U 
13077,vecino,Unal
13078,Hotel,Panamericana
13079,vecino,El Mono
13080,Miembro comunidad,Operaciones b
13081,Hotel,SeneK
13082,Hostal,Hilton
13083,Empreza vivienda univercitaria,SisTrans
13084,Miembro comunidad,Tostao
13085,Hostal,Unal
13086,Hostal,Livin
13087,vecino,El sol
13088,Hostal,Livin
13089,Miembro comunidad,SisTrans
13090,Hostal,Operaciones b
13091,Hostal,Hilton
13092,Hostal,City U 
13093,Miembro comunidad,City U 
13094,Empreza vivienda univercitaria,Tostao
13095,Empreza vivienda univercitaria,Livin
13096,Hotel,Hilton
13097,Hotel,Panamericana
13098,Hotel,Tostao
13099,vecino,Panamericana
13100,Hostal,El Mono
13101,Miembro comunidad,El Mono
13102,vecino,Unal
13103,Hostal,Unal
13104,Hotel,Unal
13105,vecino,SeneK
13106,Miembro comunidad,Tostao
13107,vecino,SisTrans
13108,Hotel,Uni
13109,vecino,Unal
13110,Miembro comunidad,SeneK
13111,Hotel,Tostao
13112,vecino,Uni
13113,vecino,SisTrans
13114,Hotel,Livin
13115,Hostal,City U 
13116,Hotel,Uni
13117,Hotel,Livin
13118,vecino,Avianca
13119,vecino,Unal
13120,vecino,El Mono
13121,vecino,Panamericana
13122,Miembro comunidad,Uni
13123,Hotel,SisTrans
13124,Hostal,Livin
13125,Hotel,Avianca
13126,vecino,El Mono
13127,Empreza vivienda univercitaria,Operaciones b
13128,vecino,Hilton
13129,Hotel,Avianca
13130,vecino,Avianca
13131,Empreza vivienda univercitaria,El sol
13132,Hotel,Panamericana
13133,Miembro comunidad,Operaciones b
13134,Hostal,Avianca
13135,Miembro comunidad,Panamericana
13136,Hotel,Operaciones b
13137,Hostal,SisTrans
13138,Hotel,Panamericana
13139,vecino,SisTrans
13140,Hostal,Operaciones b
13141,Miembro comunidad,Hilton
13142,Miembro comunidad,Avianca
13143,Empreza vivienda univercitaria,Operaciones b
13144,Empreza vivienda univercitaria,El Mono
13145,Hotel,Unal
13146,Miembro comunidad,El sol
13147,vecino,El sol
13148,Miembro comunidad,Uni
13149,vecino,Tostao
13150,Empreza vivienda univercitaria,SeneK
13151,Miembro comunidad,SeneK
13152,Miembro comunidad,El sol
13153,Empreza vivienda univercitaria,SisTrans
13154,Empreza vivienda univercitaria,SeneK
13155,Miembro comunidad,SeneK
13156,Empreza vivienda univercitaria,Avianca
13157,Hotel,El Mono
13158,Hostal,Operaciones b
13159,Miembro comunidad,Avianca
13160,Hostal,El Mono
13161,Hotel,Tostao
13162,vecino,Operaciones b
13163,vecino,Uni
13164,Miembro comunidad,Hilton
13165,Hostal,Uni
13166,Empreza vivienda univercitaria,SisTrans
13167,Hotel,SeneK
13168,vecino,Tostao
13169,Empreza vivienda univercitaria,El Mono
13170,Miembro comunidad,Unal
13171,vecino,Unal
13172,vecino,Hilton
13173,vecino,Avianca
13174,Empreza vivienda univercitaria,City U 
13175,Hostal,El Mono
13176,Hotel,El sol
13177,Empreza vivienda univercitaria,Tostao
13178,Hostal,Tostao
13179,Empreza vivienda univercitaria,Hilton
13180,Empreza vivienda univercitaria,Unal
13181,Miembro comunidad,Tostao
13182,vecino,Tostao
13183,Hostal,Livin
13184,Hotel,Hilton
13185,Empreza vivienda univercitaria,El sol
13186,Hostal,SeneK
13187,Hotel,SeneK
13188,vecino,Livin
13189,vecino,Panamericana
13190,vecino,SisTrans
13191,Empreza vivienda univercitaria,Uni
13192,Hotel,El sol
13193,Empreza vivienda univercitaria,Livin
13194,Empreza vivienda univercitaria,Tostao
13195,Miembro comunidad,Unal
13196,Hostal,Hilton
13197,Hostal,City U 
13198,Empreza vivienda univercitaria,City U 
13199,Empreza vivienda univercitaria,Unal
13200,vecino,Avianca
13201,Empreza vivienda univercitaria,SisTrans
13202,vecino,El sol
13203,Miembro comunidad,Tostao
13204,Miembro comunidad,El Mono
13205,Hostal,El Mono
13206,Miembro comunidad,Operaciones b
13207,Hotel,Tostao
13208,Miembro comunidad,Livin
13209,Hostal,City U 
13210,Empreza vivienda univercitaria,Uni
13211,Hotel,Tostao
13212,vecino,Livin
13213,Empreza vivienda univercitaria,Panamericana
13214,Empreza vivienda univercitaria,Operaciones b
13215,Hotel,Livin
13216,Hostal,SisTrans
13217,Hotel,City U 
13218,Miembro comunidad,Unal
13219,Miembro comunidad,Uni
13220,vecino,City U 
13221,Empreza vivienda univercitaria,Uni
13222,Hotel,Hilton
13223,Empreza vivienda univercitaria,Uni
13224,Hotel,SeneK
13225,Miembro comunidad,SisTrans
13226,Miembro comunidad,Uni
13227,Empreza vivienda univercitaria,Uni
13228,Empreza vivienda univercitaria,SeneK
13229,Hotel,El Mono
13230,Empreza vivienda univercitaria,Uni
13231,vecino,Avianca
13232,Hostal,Operaciones b
13233,Miembro comunidad,Avianca
13234,Empreza vivienda univercitaria,Unal
13235,vecino,Operaciones b
13236,vecino,Unal
13237,Hotel,SisTrans
13238,Empreza vivienda univercitaria,Livin
13239,Hostal,Livin
13240,Hotel,Panamericana
13241,vecino,El sol
13242,Miembro comunidad,El sol
13243,vecino,Operaciones b
13244,Hotel,Tostao
13245,Empreza vivienda univercitaria,Unal
13246,Hostal,Uni
13247,Empreza vivienda univercitaria,El sol
13248,Hotel,Uni
13249,Hotel,Panamericana
13250,vecino,El Mono
13251,Hostal,Livin
13252,Miembro comunidad,Unal
13253,Hostal,SisTrans
13254,Hostal,Panamericana
13255,Hostal,El Mono
13256,Miembro comunidad,Livin
13257,Hotel,Livin
13258,Miembro comunidad,El Mono
13259,Hostal,El sol
13260,Empreza vivienda univercitaria,El sol
13261,vecino,City U 
13262,Empreza vivienda univercitaria,Hilton
13263,vecino,Uni
13264,vecino,SeneK
13265,vecino,SeneK
13266,Hostal,Panamericana
13267,Hotel,SeneK
13268,Miembro comunidad,SisTrans
13269,Hostal,Operaciones b
13270,Hostal,SeneK
13271,Empreza vivienda univercitaria,Hilton
13272,vecino,Unal
13273,Hostal,Operaciones b
13274,vecino,Uni
13275,Empreza vivienda univercitaria,Hilton
13276,vecino,Tostao
13277,vecino,Tostao
13278,Empreza vivienda univercitaria,Hilton
13279,Miembro comunidad,El sol
13280,Hostal,Avianca
13281,Hotel,Operaciones b
13282,Hostal,Unal
13283,Hostal,Livin
13284,Empreza vivienda univercitaria,Uni
13285,Miembro comunidad,SeneK
13286,Miembro comunidad,Uni
13287,Miembro comunidad,Uni
13288,Hotel,El sol
13289,Empreza vivienda univercitaria,Hilton
13290,Hotel,SeneK
13291,Miembro comunidad,Operaciones b
13292,Hotel,Hilton
13293,Hotel,SeneK
13294,vecino,El Mono
13295,Hotel,City U 
13296,vecino,Avianca
13297,Hostal,Panamericana
13298,Hostal,Panamericana
13299,Empreza vivienda univercitaria,Uni
13300,Miembro comunidad,Panamericana
13301,Empreza vivienda univercitaria,Livin
13302,vecino,Avianca
13303,Empreza vivienda univercitaria,Avianca
13304,Hostal,SeneK
13305,Hotel,Uni
13306,Hotel,SeneK
13307,Miembro comunidad,SeneK
13308,Hostal,Livin
13309,Hostal,SeneK
13310,Empreza vivienda univercitaria,Unal
13311,Miembro comunidad,City U 
13312,Empreza vivienda univercitaria,SeneK
13313,Hotel,Livin
13314,vecino,Hilton
13315,Miembro comunidad,Operaciones b
13316,Hostal,Uni
13317,Miembro comunidad,El Mono
13318,Miembro comunidad,Panamericana
13319,Hostal,Operaciones b
13320,vecino,SeneK
13321,Hotel,City U 
13322,vecino,City U 
13323,Miembro comunidad,Uni
13324,Miembro comunidad,City U 
13325,vecino,Tostao
13326,vecino,Unal
13327,vecino,Unal
13328,Empreza vivienda univercitaria,SisTrans
13329,Empreza vivienda univercitaria,Hilton
13330,Miembro comunidad,Avianca
13331,Hostal,City U 
13332,Hostal,SisTrans
13333,vecino,SeneK
13334,vecino,Panamericana
13335,Miembro comunidad,SisTrans
13336,Hotel,El sol
13337,Empreza vivienda univercitaria,Avianca
13338,Hostal,Unal
13339,Miembro comunidad,Uni
13340,Hotel,Uni
13341,vecino,Hilton
13342,Hostal,Operaciones b
13343,Empreza vivienda univercitaria,Unal
13344,vecino,Tostao
13345,vecino,Livin
13346,Hotel,El Mono
13347,Empreza vivienda univercitaria,Tostao
13348,Empreza vivienda univercitaria,Tostao
13349,vecino,El sol
13350,Miembro comunidad,Hilton
13351,Empreza vivienda univercitaria,Avianca
13352,Miembro comunidad,Uni
13353,Hotel,Livin
13354,Empreza vivienda univercitaria,Panamericana
13355,Hotel,Tostao
13356,vecino,Livin
13357,Miembro comunidad,El sol
13358,Miembro comunidad,Panamericana
13359,vecino,Hilton
13360,Empreza vivienda univercitaria,Uni
13361,Empreza vivienda univercitaria,Hilton
13362,Empreza vivienda univercitaria,Uni
13363,Hostal,Operaciones b
13364,vecino,Avianca
13365,Hotel,Panamericana
13366,Hotel,City U 
13367,Hotel,El Mono
13368,Miembro comunidad,Livin
13369,Empreza vivienda univercitaria,Tostao
13370,Miembro comunidad,Panamericana
13371,vecino,City U 
13372,Miembro comunidad,Avianca
13373,Miembro comunidad,Uni
13374,Hostal,SisTrans
13375,Hotel,El sol
13376,Miembro comunidad,El sol
13377,Miembro comunidad,SisTrans
13378,Hostal,Livin
13379,Hostal,SisTrans
13380,Hotel,Unal
13381,Hotel,City U 
13382,vecino,El sol
13383,vecino,City U 
13384,Hostal,Avianca
13385,Miembro comunidad,Uni
13386,Hostal,Livin
13387,Miembro comunidad,Hilton
13388,Hostal,Avianca
13389,Hotel,City U 
13390,Empreza vivienda univercitaria,Avianca
13391,Hostal,El sol
13392,Empreza vivienda univercitaria,City U 
13393,Hotel,SeneK
13394,Hotel,City U 
13395,Miembro comunidad,SisTrans
13396,vecino,Hilton
13397,Hostal,Panamericana
13398,Empreza vivienda univercitaria,Unal
13399,Empreza vivienda univercitaria,Panamericana
13400,Hotel,City U 
13401,Hotel,Panamericana
13402,Hostal,SeneK
13403,Hotel,Hilton
13404,Empreza vivienda univercitaria,El sol
13405,vecino,Livin
13406,Empreza vivienda univercitaria,El sol
13407,vecino,SisTrans
13408,Empreza vivienda univercitaria,Uni
13409,Hotel,SeneK
13410,Hotel,SeneK
13411,Hotel,SeneK
13412,vecino,Hilton
13413,Hotel,Panamericana
13414,Miembro comunidad,City U 
13415,vecino,Livin
13416,Miembro comunidad,SeneK
13417,Hotel,SisTrans
13418,Hostal,Avianca
13419,Hostal,El sol
13420,Miembro comunidad,Panamericana
13421,Empreza vivienda univercitaria,SeneK
13422,Hotel,Operaciones b
13423,Hostal,Operaciones b
13424,Miembro comunidad,Operaciones b
13425,Hotel,Hilton
13426,vecino,Operaciones b
13427,Hostal,City U 
13428,Hostal,Avianca
13429,Empreza vivienda univercitaria,SisTrans
13430,vecino,Uni
13431,Hotel,Tostao
13432,Hostal,Hilton
13433,Hotel,Tostao
13434,Miembro comunidad,Livin
13435,Miembro comunidad,El Mono
13436,Hostal,Operaciones b
13437,vecino,Unal
13438,Hotel,City U 
13439,Empreza vivienda univercitaria,Operaciones b
13440,vecino,City U 
13441,Miembro comunidad,Operaciones b
13442,vecino,Operaciones b
13443,Miembro comunidad,Unal
13444,Miembro comunidad,Avianca
13445,vecino,SeneK
13446,Miembro comunidad,Operaciones b
13447,vecino,SisTrans
13448,vecino,El sol
13449,Miembro comunidad,Panamericana
13450,Hotel,Tostao
13451,Hotel,Unal
13452,Empreza vivienda univercitaria,El Mono
13453,Hotel,Livin
13454,Empreza vivienda univercitaria,Hilton
13455,vecino,Livin
13456,Empreza vivienda univercitaria,Tostao
13457,Hotel,Avianca
13458,vecino,El sol
13459,vecino,Hilton
13460,Hotel,Avianca
13461,Hostal,Uni
13462,vecino,Avianca
13463,Hostal,Tostao
13464,Hostal,Panamericana
13465,Hotel,SisTrans
13466,Hotel,SeneK
13467,Empreza vivienda univercitaria,Unal
13468,Hostal,El Mono
13469,Empreza vivienda univercitaria,El sol
13470,Hotel,Panamericana
13471,Hotel,Operaciones b
13472,Empreza vivienda univercitaria,Avianca
13473,Hostal,City U 
13474,Hostal,El Mono
13475,Empreza vivienda univercitaria,Uni
13476,Empreza vivienda univercitaria,SisTrans
13477,Empreza vivienda univercitaria,City U 
13478,Hostal,Unal
13479,Miembro comunidad,Uni
13480,Hostal,El sol
13481,Miembro comunidad,Tostao
13482,Hotel,El Mono
13483,vecino,Uni
13484,Miembro comunidad,Hilton
13485,vecino,Unal
13486,vecino,SeneK
13487,Hotel,Operaciones b
13488,Empreza vivienda univercitaria,SeneK
13489,Hostal,SeneK
13490,Hotel,SeneK
13491,Hotel,Operaciones b
13492,Empreza vivienda univercitaria,Uni
13493,Miembro comunidad,Livin
