ID, NOMBRE, REGISTROCAMARACOMERCIO, TIENESALAESTUDIO, TIENESALAESPARCIMIENTO, TIENEGIMNASIO, TIENERESTAURANTE 
 risus litora penatibus,93399 South Saint Pierre and Miquelon Ave.,2764,2764,1,0,0,1
 quam rutrum Proin,68537 North Dominica Ave.,2765,2765,1,0,0,0
 Duis netus quam,2591 West Hilo Ct.,2766,2766,0,1,0,1
 adipiscing eleifend gravida,58151  Bulgaria St.,2767,2767,1,0,1,1
 urna sodales morbi,16419 West Armenia Way,2768,2768,0,0,1,0
 tempor quis augue,97260 West Austria Blvd.,2769,2769,1,1,0,0
 dictum at a,80619 East Romania Ave.,2770,2770,0,0,1,0
 sagittis facilisis luctus,95965 East Senegal Way,2771,2771,1,0,0,1
 interdum aliquet lacus,353 West Barbados Ln.,2772,2772,1,1,1,1
 felis placerat Vestibulum,58153 East Cocos Keeling Islands Ln.,2773,2773,1,1,0,0
 condimentum tortor magnis,21746 West Gambia Way,2774,2774,1,0,1,0
 Quisque ultricies sem,68824  Glendora Ct.,2775,2775,1,1,0,0
 est consectetuer Proin,96773  Brunei Darussalam Way,2776,2776,0,0,0,1
 vulputate eget sem,90981 East Cocos Keeling Islands Ln.,2777,2777,1,0,0,0
 turpis bibendum Quisque,29905 North Barbados Blvd.,2778,2778,1,0,0,1
 ac hymenaeos Mauris,43006 East Hot Springs Ct.,2779,2779,0,1,0,0
 vitae auctor id,81650  Canandaigua Ave.,2780,2780,0,0,1,0
 pharetra ligula laoreet,94159 South Chile Way,2781,2781,0,1,1,1
 a Nunc euismod,85437  Boulder City Ave.,2782,2782,1,1,0,1
 fames nascetur sit,41565 South Austria Way,2783,2783,1,1,0,0
 lectus netus hendrerit,68366 South Argentina Ave.,2784,2784,1,0,1,0
 Curabitur accumsan Pellentesque,18645  Antarctica St.,2785,2785,1,0,1,1
 magna aliquam eget,37743 East Canada Ct.,2786,2786,0,0,0,1
 laoreet dapibus mi,62779  Coatesville Ave.,2787,2787,1,0,0,0
 Suspendisse ac malesuada,41221  Ecuador Way,2788,2788,0,1,0,1
 commodo auctor auctor,61453 West Anguilla Way,2789,2789,1,0,0,0
 In amet eros,89126 South Austria St.,2790,2790,0,1,1,1
 sit sagittis aliquam,48275  Singapore Ct.,2791,2791,0,1,0,1
 senectus Proin sociis,59406 North Cocos Keeling Islands Ave.,2792,2792,1,1,0,1
 id tristique interdum,51202 North Timor-leste Ct.,2793,2793,1,0,0,0
 accumsan taciti congue,71730 East Cambridge Blvd.,2794,2794,0,0,0,1
 Integer sit ultricies,50172 East Viet Nam Ave.,2795,2795,0,1,1,0
 porttitor tellus purus,64642 West Costa Rica St.,2796,2796,1,0,0,1
 interdum purus tortor,36218 East Monaco Blvd.,2797,2797,0,0,0,0
 erat sociosqu ligula,4411 East Venezuela Ln.,2798,2798,1,1,1,1
 mattis lorem Cras,95708  Australia St.,2799,2799,0,1,1,0
 aliquam facilisi adipiscing,71818 East Bessemer Ln.,2800,2800,0,1,1,1
 commodo felis iaculis,9870 South Syrian Arab Republic Ln.,2801,2801,1,0,1,0
 ridiculus pellentesque risus,60061 North Australia Ave.,2802,2802,1,1,1,1
 orci vestibulum Curae,34504 South Inglewood Way,2803,2803,1,1,0,1
 tellus ornare quam,90482 North Madagascar Ave.,2804,2804,0,1,1,1
 lorem lobortis Donec,46767 West Niger Ave.,2805,2805,0,0,0,0
 commodo aliquet dis,55415 South Champaign St.,2806,2806,1,0,1,1
 mollis Vivamus fringilla,48914 South Alhambra Ln.,2807,2807,1,1,0,0
 tristique ipsum lacinia,25190  Cameroon Ct.,2808,2808,1,0,1,1
 Mauris litora Curae,7545  Virgin Islands, U.S. Way,2809,2809,1,0,1,1
 tristique nunc Cras,99297 South Anguilla Ln.,2810,2810,1,1,0,1
 magna senectus cubilia,78749 East Hungary Ct.,2811,2811,0,1,0,0
 Vivamus montes quam,65419  Palestinian Territory, Occupied Ct.,2812,2812,1,0,1,1
 Lorem sociis dictum,32193 East Malawi Ct.,2813,2813,1,1,1,0
 porttitor Cras mattis,69715  Chico Ct.,2814,2814,0,0,0,0
 porta venenatis egestas,79838 East Cuba Ct.,2815,2815,0,1,1,0
 eu Cras quam,9140 West Decatur Ln.,2816,2816,1,1,1,1
 ridiculus facilisi Proin,6812 West Bandera St.,2817,2817,1,0,0,0
 auctor felis Maecenas,62770 West Saint Lucia Way,2818,2818,1,0,1,0
 turpis lobortis ornare,52913 West Brunei Darussalam Ave.,2819,2819,1,0,1,1
 cubilia Vivamus metus,90419 West Escondido Blvd.,2820,2820,0,1,1,1
 euismod posuere vulputate,66054 South Azerbaijan St.,2821,2821,0,0,0,1
 neque nisl dolor,73576 North Tokelau Blvd.,2822,2822,1,0,1,1
 urna Suspendisse ridiculus,90335  Angola Ln.,2823,2823,1,0,1,0
 volutpat pede Aenean,7672  Mali Ave.,2824,2824,1,1,1,1
 auctor nascetur odio,9773 North Cambodia St.,2825,2825,1,1,0,1
 urna fames pharetra,94624 West El Salvador Ln.,2826,2826,0,0,1,0
 ultricies pulvinar at,8837  Guam St.,2827,2827,0,1,1,0
 porta In Maecenas,20684 North Brunei Darussalam Ln.,2828,2828,0,0,0,1
 dapibus pretium euismod,75946 North Kenya Way,2829,2829,1,1,1,0
 turpis nec Cras,94155 North Bosnia and Herzegovina Blvd.,2830,2830,1,0,1,1
 neque tellus massa,18830 East Burkina Faso St.,2831,2831,1,0,0,0
 laoreet nunc posuere,33174 South Hot Springs Blvd.,2832,2832,1,1,1,1
 pharetra ac rhoncus,81157 South Commerce Ct.,2833,2833,0,1,1,0
 enim ad facilisis,86150 East Chicago Heights Blvd.,2834,2834,0,1,0,1
 libero odio neque,58374 North Albuquerque Blvd.,2835,2835,0,0,1,0
 ultricies congue venenatis,6733  Algeria Blvd.,2836,2836,1,0,1,0
 netus Curabitur molestie,62389  Dixon St.,2837,2837,1,1,0,1
 eget molestie pharetra,11772  Poland Ave.,2838,2838,1,0,1,1
 accumsan tincidunt quis,63615 South Armenia Ave.,2839,2839,1,1,1,0
 nascetur suscipit porttitor,41601 West Belgium Ave.,2840,2840,0,0,1,1
 porttitor natoque ligula,50269  Luxembourg Ave.,2841,2841,1,0,1,1
 mauris luctus odio,57901 South Layton Ct.,2842,2842,1,1,1,0
 Class dis tristique,92096 West Bulgaria St.,2843,2843,1,1,0,1
 aliquet at Nullam,15339 East Hong Kong St.,2844,2844,1,0,0,0
 mi facilisi quam,72246 North Hong Kong Ln.,2845,2845,1,1,1,0
 rhoncus Suspendisse Nam,29364 North Tajikistan St.,2846,2846,0,1,0,0
 mollis mi augue,86866 South Bayamon Way,2847,2847,0,0,0,1
 a convallis cursus,92124 West Cambodia Ave.,2848,2848,0,0,0,0
 auctor velit magna,48574 West Comoros Ct.,2849,2849,0,1,1,0
 justo Maecenas auctor,92472 North Bhutan Blvd.,2850,2850,0,0,1,0
 consectetuer euismod aliquam,29838 North Netherlands Ave.,2851,2851,1,1,0,0
 ridiculus Nam sapien,9928 South Bahamas Blvd.,2852,2852,1,1,1,1
 tristique faucibus sem,98231  Qatar Ln.,2853,2853,1,0,0,1
 hymenaeos in fames,72674 East South Georgia and The South Sandwich Islands Ln.,2854,2854,0,0,1,1
 iaculis sociosqu fermentum,44344 East Liechtenstein St.,2855,2855,0,0,0,0
 convallis torquent ullamcorper,39224 North Fremont St.,2856,2856,0,0,0,0
 vel pellentesque laoreet,53676  Biddeford St.,2857,2857,0,1,1,1
 est a venenatis,81511 West Maldives St.,2858,2858,1,1,1,1
 sit ad ultrices,39245  Avalon Way,2859,2859,0,1,0,1
 inceptos leo dignissim,27482 South Congo Blvd.,2860,2860,1,1,1,1
 cursus facilisis sollicitudin,85196 West North Tonawanda Blvd.,2861,2861,0,1,0,1
 tempus ut vestibulum,80250 West Heard Island and Mcdonald Islands Ct.,2862,2862,1,1,1,0
 orci adipiscing sodales,47684 West Myanmar Way,2863,2863,0,1,0,1
 aliquet nec erat,73713 North Virgin Islands, British Ct.,2864,2864,0,1,1,1
 iaculis massa nec,69885 North Bethany Blvd.,2865,2865,1,1,0,0
 aliquam Mauris facilisi,75919 East Oak Ridge St.,2866,2866,0,0,1,1
 pellentesque auctor venenatis,82487  Coos Bay Ln.,2867,2867,0,1,0,1
 Ut pharetra quis,38385 North Cincinnati St.,2868,2868,0,1,1,1
 taciti hymenaeos metus,9171 North Clemson Ct.,2869,2869,1,1,1,0
 Cum gravida Etiam,91175  Modesto Blvd.,2870,2870,0,0,0,1
 in blandit nonummy,5942 South Guinea Blvd.,2871,2871,1,0,1,0
 placerat aliquet nibh,46975 South Uruguay Ct.,2872,2872,0,0,1,0
 Quisque habitant ornare,12381 South Bossier City Ave.,2873,2873,0,1,1,0
 cubilia diam tristique,42534 East Belize Ct.,2874,2874,1,1,1,0
 purus nibh egestas,23480 North British Indian Ocean Territory Ave.,2875,2875,0,0,0,1
 natoque Etiam tempus,5164 West Sierra Leone Ct.,2876,2876,0,1,1,0
 orci torquent vehicula,51452 West Namibia Ave.,2877,2877,0,0,1,0
 Aenean justo In,694 East Tajikistan St.,2878,2878,1,1,1,1
 amet imperdiet torquent,96793  Great Falls Blvd.,2879,2879,0,1,1,1
 tincidunt nonummy velit,85922 South Ithaca Ln.,2880,2880,1,0,1,0
 tellus justo porttitor,5707 North Hong Kong Ave.,2881,2881,1,0,1,0
 erat libero nostra,42304 West Hartland Ln.,2882,2882,0,0,1,1
 justo lorem ornare,56030  United States St.,2883,2883,0,0,0,0
 Donec vitae primis,98797  Botswana Way,2884,2884,0,1,1,0
 faucibus pulvinar eu,45679 North Baton Rouge Ave.,2885,2885,0,0,1,0
 montes eleifend senectus,13293 South Ecuador Ln.,2886,2886,1,0,0,0
 Mauris eros Vivamus,18916  Eritrea Ave.,2887,2887,0,0,1,1
 arcu cubilia ullamcorper,96906 East Goose Creek Blvd.,2888,2888,0,0,0,0
 dignissim rutrum et,8706 South Madagascar Blvd.,2889,2889,0,0,1,0
 Proin vulputate lectus,89260 North Mongolia St.,2890,2890,0,1,1,0
 augue Proin placerat,96196 West Cayman Islands Way,2891,2891,0,1,0,0
 non penatibus dignissim,67425  Indonesia Ave.,2892,2892,1,0,0,0
 bibendum parturient condimentum,84501 South Guatemala Ct.,2893,2893,0,0,0,1
 parturient congue Maecenas,57266  Norway Ave.,2894,2894,1,1,1,0
 erat fermentum montes,87878 East New Castle Blvd.,2895,2895,1,1,0,1
 libero egestas libero,33421 East Kenya Way,2896,2896,0,0,1,0
 arcu at ante,87527 West Chile Way,2897,2897,1,0,0,0
 semper ac mus,75347 East Christmas Island Ct.,2898,2898,0,0,0,0
 euismod Proin rhoncus,26686 North Bouvet Island St.,2899,2899,1,0,1,1
 odio natoque congue,97893 East Brigham City Ct.,2900,2900,1,0,0,0
 consectetuer fermentum Suspendisse,24075  South Africa Ln.,2901,2901,0,0,1,0
 interdum In feugiat,5178 South Chad St.,2902,2902,1,1,1,1
 viverra tellus magnis,47646 West Antigua and Barbuda Ln.,2903,2903,1,0,0,1
 vitae in sociosqu,86713 North Sierra Leone Ln.,2904,2904,1,0,0,0
 sodales metus porttitor,13595 North Cambodia Way,2905,2905,1,0,1,1
 Quisque augue Lorem,95387 West Korea, Republic of Blvd.,2906,2906,1,1,0,0
 consectetuer habitant In,8171 South Frisco Blvd.,2907,2907,0,1,0,1
 natoque malesuada accumsan,65459  Duncan Ave.,2908,2908,1,0,0,1
 ullamcorper Nulla porta,1528 South Montserrat Ave.,2909,2909,1,1,1,0
 nulla nonummy suscipit,99673 West Glen Cove Way,2910,2910,0,0,0,0
 vestibulum pharetra sapien,12634 East Chicago Heights St.,2911,2911,0,1,1,0
 sociis Nulla mauris,46263 North Ukraine Blvd.,2912,2912,0,1,1,0
 facilisi Curabitur blandit,24050 West China Ln.,2913,2913,1,1,1,1
 eros Maecenas consequat,9909 North Alpharetta Ct.,2914,2914,0,1,0,0
 Aliquam Praesent ullamcorper,12905  Dover St.,2915,2915,1,1,1,1
 suscipit cursus ullamcorper,23801 South Australia Blvd.,2916,2916,0,1,0,1
 cubilia Curabitur Aliquam,1861 East Niue Ave.,2917,2917,1,0,0,1
 tempus aliquam euismod,41766 South Mauritania Ln.,2918,2918,1,1,1,0
 viverra sodales Suspendisse,35616  Israel Ave.,2919,2919,0,1,0,1
 scelerisque dui ante,70956 South Moldova Way,2920,2920,1,0,1,1
 metus tortor interdum,77195 North Moldova Way,2921,2921,0,1,1,1
 facilisis sollicitudin mi,58719 West Chico St.,2922,2922,0,1,0,0
 aptent in Quisque,82989  French Polynesia Blvd.,2923,2923,0,1,1,1
 id In inceptos,78465 West Viet Nam Way,2924,2924,1,0,0,1
 nec cubilia justo,57816 East Martinique St.,2925,2925,0,1,0,0
 metus fringilla urna,97261 South Wallis and Futuna Way,2926,2926,1,1,0,1
 non lectus libero,42103 South Poland Ave.,2927,2927,0,1,1,0
 malesuada fermentum ligula,26519 West Bermuda Ave.,2928,2928,0,1,1,0
 pharetra sodales arcu,18954  Albania Ave.,2929,2929,1,1,1,1
 montes lacinia sodales,78997 North Nigeria Ave.,2930,2930,1,1,0,0
 orci litora tempus,7579 South Australia Ct.,2931,2931,0,1,1,0
 ornare justo Pellentesque,70168 South Bosnia and Herzegovina Ave.,2932,2932,1,0,1,1
 massa Duis ultricies,24756  Austria Ct.,2933,2933,0,0,1,1
 euismod dis felis,94466 South Barre Way,2934,2934,0,0,1,1
 rhoncus nulla pharetra,96448 South Marshall Ave.,2935,2935,1,1,1,1
 Duis ante mi,74388 North Eufaula Ln.,2936,2936,0,1,1,1
 vel mauris mauris,99396 South Nauru Ave.,2937,2937,1,0,0,1
 morbi quis dignissim,61725 West Kemmerer Way,2938,2938,1,0,0,0
 lobortis dapibus ad,77871 North United Arab Emirates St.,2939,2939,0,1,0,0
 felis condimentum feugiat,80160 South Chicago Heights Ct.,2940,2940,0,1,0,0
 semper turpis placerat,92168 East Myanmar Ln.,2941,2941,0,0,0,1
 leo magna justo,43889 East Gambia Ln.,2942,2942,1,1,0,0
 quis imperdiet Integer,73144 South Micronesia Ln.,2943,2943,1,0,0,0
 dolor eu Phasellus,57098 South Bermuda Ct.,2944,2944,0,0,1,0
 Morbi auctor gravida,54448 South Sao Tome and Principe Ln.,2945,2945,1,0,1,0
 nunc Class cubilia,82491 West Loudon Ct.,2946,2946,0,1,1,0
 In Proin Class,56730 South Covington Ln.,2947,2947,1,0,1,1
 convallis eros placerat,89606 North Chad Blvd.,2948,2948,0,0,0,0
 vitae torquent conubia,61366 West Duluth Way,2949,2949,0,1,0,0
 Class gravida posuere,52820 North Norwich Way,2950,2950,0,0,0,0
 montes libero purus,58281 West Somalia Ln.,2951,2951,1,0,1,0
 Cras dui libero,35563 North Ethiopia St.,2952,2952,1,0,1,0
 torquent at Lorem,24092  Cranston St.,2953,2953,0,0,1,0
 magnis Donec tristique,59500 South Sao Tome and Principe Way,2954,2954,1,0,1,0
 Aenean nulla dis,64726 East Botswana Blvd.,2955,2955,0,0,1,0
 metus odio Sed,55439  Chicopee Way,2956,2956,0,0,0,1
 ridiculus nisi aliquam,96334  Tuvalu St.,2957,2957,1,0,1,1
 enim Ut nonummy,44201 North China St.,2958,2958,0,1,1,1
 congue dis aliquam,16603 West Spain Ln.,2959,2959,1,0,0,0
 est tristique sem,70560 East Plattsburgh St.,2960,2960,0,1,0,1
 eu Etiam Pellentesque,27033 East Dominican Republic St.,2961,2961,0,1,1,0
 lectus Praesent Cras,10051 West Dubuque Way,2962,2962,0,0,1,0
 Etiam eleifend Mauris,16385 North Thailand St.,2963,2963,0,0,1,1
 cubilia dictum placerat,53478 South Albania St.,2964,2964,0,1,0,0
 elit morbi diam,12401 West Armenia Ln.,2965,2965,1,1,0,0
 mus commodo venenatis,50640 North Nauru Blvd.,2966,2966,0,0,1,0
 diam dis viverra,91497 East Holy See Vatican City State St.,2967,2967,1,1,1,0
 ut Ut convallis,68538 West Guinea Ln.,2968,2968,0,1,0,0
 urna Pellentesque bibendum,16035 East Farrell St.,2969,2969,1,1,1,0
 quis orci magnis,29165 South Togo Blvd.,2970,2970,1,0,1,0
 ridiculus convallis aliquet,98772 South Fall River St.,2971,2971,0,1,1,1
 scelerisque Nam feugiat,47120 South Christmas Island Ave.,2972,2972,0,0,0,1
 Vestibulum ad eu,95019 West Cumberland Ct.,2973,2973,0,1,0,0
 ligula volutpat dictum,51628 East Liberia Ct.,2974,2974,0,0,1,1
 tempor Maecenas Aliquam,24859  China St.,2975,2975,0,1,0,0
 Cras Cum fringilla,89088 South Brazil Ct.,2976,2976,0,1,1,1
 nisi Phasellus taciti,86410 North American Samoa Ln.,2977,2977,0,0,1,1
 adipiscing volutpat inceptos,29656 North Botswana St.,2978,2978,1,0,1,0
 quam metus in,28735 North Sao Tome and Principe Ave.,2979,2979,1,0,0,0
 penatibus rutrum erat,79840  Guyana Blvd.,2980,2980,1,0,1,0
 aptent ad netus,45709 North Claremont Ln.,2981,2981,1,1,1,0
 aliquet vel iaculis,78649 East Aruba Blvd.,2982,2982,0,1,1,0
 lectus lectus augue,61908 North New Rochelle Ct.,2983,2983,1,1,1,1
 Curabitur nunc primis,20053 South Buffalo Ave.,2984,2984,1,1,1,1
 scelerisque dignissim magna,31010 West South Africa Ave.,2985,2985,1,1,1,1
 senectus rhoncus laoreet,5401 North Biddeford Ave.,2986,2986,1,0,0,1
 Praesent nec accumsan,41383  Agat Ct.,2987,2987,0,0,0,0
 nisl Quisque sodales,12987  Botswana Ln.,2988,2988,0,0,1,1
 ad magna risus,851  Bhutan Way,2989,2989,0,1,1,1
 vestibulum porttitor sodales,10987 West Nauru Ct.,2990,2990,0,0,1,0
 blandit aliquam sapien,14983 West Papua New Guinea St.,2991,2991,1,0,1,1
 nisl Aliquam Cum,31198 East Brunei Darussalam Blvd.,2992,2992,0,0,1,1
 turpis felis enim,58520 West Cameroon Ct.,2993,2993,1,1,0,0
 tincidunt pulvinar lobortis,91759 East Azerbaijan Blvd.,2994,2994,0,1,0,0
 Cras Pellentesque Curae,69489 South Aberdeen Ave.,2995,2995,0,1,0,1
 consequat fames diam,36146 South DuBois Way,2996,2996,0,0,0,0
 ultricies ligula lacinia,2093 East Littleton Ct.,2997,2997,0,0,0,1
 natoque Phasellus ac,22042  Suriname Ln.,2998,2998,1,0,1,0
 Etiam imperdiet aliquam,48128 West Italy Ln.,2999,2999,0,1,1,0
 purus Curae sagittis,81968 South Greece Blvd.,3000,3000,0,1,0,1
 penatibus sed feugiat,11839 North Burkina Faso Ave.,3001,3001,0,0,0,0
 mauris pede volutpat,22525 East Bulgaria Blvd.,3002,3002,1,1,0,0
 Curabitur a sagittis,63110 South Austria St.,3003,3003,0,1,1,1
 Aenean condimentum accumsan,3515 West American Samoa Blvd.,3004,3004,0,0,1,1
 posuere consequat venenatis,55422 North Slovakia Ln.,3005,3005,0,0,1,0
 vulputate molestie scelerisque,98612 North Suriname Ave.,3006,3006,0,1,1,0
 quam Class ultrices,6048  Somalia Way,3007,3007,1,0,0,0
 neque nulla torquent,12978 West Guinea-bissau Blvd.,3008,3008,1,1,0,1
 Fusce lorem congue,22013 East Battle Creek Blvd.,3009,3009,0,1,0,0
 nisl hendrerit aliquam,19373 North Fort Wayne Way,3010,3010,0,1,0,1
 ante Phasellus lobortis,42073 West Cape Coral St.,3011,3011,1,1,0,1
 Morbi at facilisis,6173 East Hungary St.,3012,3012,1,0,0,0
 faucibus sociis Mauris,89214 South Chile Ln.,3013,3013,0,1,1,0
 nulla ridiculus commodo,15175 East Charlottesville St.,3014,3014,0,0,0,0
 facilisis orci fringilla,28682 East Duquesne Ln.,3015,3015,1,0,0,0
 ac feugiat eu,45083  South Georgia and The South Sandwich Islands St.,3016,3016,0,0,1,1
 libero condimentum erat,24530 North Honduras Ct.,3017,3017,0,1,1,1
 luctus hendrerit sit,46229 East United States Minor Outlying Islands Ln.,3018,3018,1,1,0,1
 pede mus semper,55683 North Independence Blvd.,3019,3019,0,1,0,0
 nostra nonummy non,88585 West Algeria Ave.,3020,3020,1,0,0,0
 natoque molestie Suspendisse,3818 North Algeria Way,3021,3021,1,1,0,1
 Mauris Pellentesque Proin,73586  Afghanistan Ln.,3022,3022,0,0,1,0
 Duis metus dignissim,44772 West Costa Rica Ln.,3023,3023,1,1,1,0
 nostra nulla blandit,77799  Liechtenstein Way,3024,3024,1,1,1,1
 condimentum Nullam sapien,47801 North Panama Ave.,3025,3025,0,0,1,1
 eros molestie nec,43596 West Hollister Ln.,3026,3026,0,1,1,0
 per faucibus facilisi,31136 North Azerbaijan Ct.,3027,3027,1,0,0,0
 felis at nibh,93880 East Vanuatu Ln.,3028,3028,1,1,1,1
 Cras tempus pharetra,51920  Canada Ln.,3029,3029,0,0,1,1
 cursus in aptent,97060 West Tuvalu Ln.,3030,3030,0,0,1,1
 mollis vitae eget,52742 West Angola Ct.,3031,3031,1,0,0,1
 eget vestibulum euismod,24906 North Glens Falls Ave.,3032,3032,0,1,0,1
 nascetur auctor ridiculus,81992  Macao St.,3033,3033,0,1,1,0
 pretium interdum montes,7661  Barbados Blvd.,3034,3034,0,1,1,0
 Curae cursus vel,1994 West Denmark Ct.,3035,3035,0,1,1,0
 gravida Nulla cubilia,79107 North Indonesia Way,3036,3036,1,0,0,1
 Curae enim consequat,72106  Austria St.,3037,3037,1,0,0,0
 interdum id Integer,89776 West Burkina Faso St.,3038,3038,0,0,0,0
 Sed commodo rhoncus,16257 North Argentina St.,3039,3039,1,0,0,0
 nonummy erat Cras,97713  Nepal Ln.,3040,3040,1,1,0,0
 cubilia mi convallis,54679 East Bahamas Blvd.,3041,3041,0,0,1,0
 Nam primis per,15187 East Cape Verde St.,3042,3042,0,0,1,0
 imperdiet Suspendisse Phasellus,82148 East Austria Ave.,3043,3043,1,1,0,1
 penatibus laoreet Class,50766 North Kenya Ct.,3044,3044,1,0,0,1
 et pulvinar per,35390  Holy See Vatican City State Ln.,3045,3045,1,0,0,0
 malesuada nisi Ut,62497 East Austria St.,3046,3046,0,0,1,0
 non est parturient,44065 West Carolina Ave.,3047,3047,1,1,1,1
 et senectus lorem,15132 South Philippines Ln.,3048,3048,0,1,1,1
 vel bibendum elit,99659 South Fulton Ave.,3049,3049,1,0,0,0
 inceptos sollicitudin morbi,27864 East Guinea-bissau Ave.,3050,3050,0,1,0,1
 ullamcorper elementum parturient,59416 South British Indian Ocean Territory Ct.,3051,3051,1,0,0,0
 egestas torquent Curabitur,64489 East Azerbaijan Way,3052,3052,1,0,1,1
 id congue orci,70838 West Cameroon Ct.,3053,3053,1,0,0,1
 tristique Morbi facilisi,31386 East Albania Ct.,3054,3054,1,0,0,0
 nonummy velit mi,33647 West Martinique Blvd.,3055,3055,0,0,0,0
 magna pharetra dapibus,71296  Malawi Ave.,3056,3056,1,0,0,1
 rhoncus id consequat,62673  Layton Way,3057,3057,0,1,0,1
 dolor imperdiet aliquam,56524  Equatorial Guinea Ct.,3058,3058,1,0,1,1
 cursus arcu pulvinar,90407 East French Guiana Ave.,3059,3059,0,0,0,1
 Etiam libero risus,23388 West Cayman Islands Ct.,3060,3060,0,0,0,0
 dictum laoreet molestie,38935  Brown Deer St.,3061,3061,1,1,0,1
 libero Curabitur pulvinar,86082 South Barbados Ct.,3062,3062,1,1,0,0
 rutrum Nunc ornare,93530  Liechtenstein St.,3063,3063,1,0,0,0
 ipsum per per,43100 North Ethiopia St.,3064,3064,0,0,0,1
 neque porttitor rutrum,85810 North Hammond Way,3065,3065,1,1,0,1
 velit aliquam felis,44951 North Cruz Bay Ct.,3066,3066,1,1,1,1
 ornare lectus Etiam,3770 South Fort Collins Ln.,3067,3067,1,1,1,0
 consectetuer Pellentesque pede,33032 South Morocco Ln.,3068,3068,1,0,1,0
 adipiscing velit sociosqu,34128 East College Park Blvd.,3069,3069,0,0,1,1
 adipiscing risus ac,23238  Sri Lanka Ave.,3070,3070,0,0,1,1
 dignissim blandit congue,40693 North Corpus Christi Ct.,3071,3071,1,0,0,0
 ridiculus mauris nibh,45123  Cape Verde Blvd.,3072,3072,0,1,0,1
 Praesent ultrices vulputate,40185 East United Kingdom Ct.,3073,3073,0,0,1,1
 pharetra varius ornare,58771 South Monaco Way,3074,3074,0,0,1,1
 habitant Phasellus odio,39837 North United Arab Emirates Blvd.,3075,3075,0,1,0,1
 porta id auctor,8149 West Cayman Islands Way,3076,3076,0,1,0,0
 rhoncus nostra cursus,53387  Montserrat Way,3077,3077,1,0,1,1
 in nibh nunc,13641 West French Southern Territories St.,3078,3078,0,1,1,0
 dolor enim bibendum,49261 West Slovakia Ct.,3079,3079,0,1,0,0
 pharetra dignissim taciti,93364 West Hermosa Beach Ave.,3080,3080,1,0,0,1
 posuere Etiam lobortis,82184 East Hollywood Ln.,3081,3081,0,1,0,1
 Proin malesuada Sed,73447 North Benin Ct.,3082,3082,0,0,1,0
 condimentum malesuada aptent,97824 West Chile Way,3083,3083,1,1,0,1
 venenatis Curabitur feugiat,88563  Korea Blvd.,3084,3084,1,1,0,1
 orci vitae dui,51486 North Beverly Ave.,3085,3085,1,0,0,1
 porta adipiscing Lorem,36672 South Norfolk Island Ct.,3086,3086,1,1,1,1
 sociosqu quis adipiscing,34850 South Goose Creek Ln.,3087,3087,0,0,0,1
